"hydroid"	"bundle"	"ftype"	"hydrocode"	"name"	"fstatus"	"address1"	"address2"	"city"	"state"	"postal_code"	"description"	"uid"	"status"	"module"	"feed_nid"	"dh_link_facility_mps"	"dh_nextdown_id"	"dh_areasqkm"	"dh_link_admin_location"	"field_dh_from_entity"	"field_dh_to_entity"	"dh_geofield"	"geom"
"442541"	"transfer"	"release"	"vahydro_VA0002151009"	"TO VA0002151009"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442542"	"transfer"	"release"	"vahydro_VA0002151010"	"TO VA0002151010"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442543"	"transfer"	"release"	"vahydro_VA0002151014"	"TO VA0002151014"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442544"	"transfer"	"release"	"vahydro_VA0002151016"	"TO VA0002151016"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442545"	"transfer"	"release"	"vahydro_VA0002151030"	"TO VA0002151030"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442546"	"transfer"	"release"	"vahydro_VA0002151035"	"TO VA0002151035"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442547"	"transfer"	"release"	"vahydro_VA0002151072"	"TO VA0002151072"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442548"	"transfer"	"release"	"vahydro_VA0002151073"	"TO VA0002151073"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442549"	"transfer"	"release"	"vahydro_VA0002151074"	"TO VA0002151074"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442550"	"transfer"	"release"	"vahydro_VA0002151086"	"TO VA0002151086"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442551"	"transfer"	"release"	"vahydro_VA0002151090"	"TO VA0002151090"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442552"	"transfer"	"release"	"vahydro_VA0002151091"	"TO VA0002151091"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442553"	"transfer"	"release"	"vahydro_VA0002151721"	"TO VA0002151721"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"442554"	"transfer"	"release"	"vahydro_VA0002160001"	"TO VA0002160001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"442555"	"transfer"	"release"	"vahydro_VA0002160003"	"TO VA0002160003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"442556"	"transfer"	"release"	"vahydro_VA0002160011"	"TO VA0002160011"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"442557"	"transfer"	"release"	"vahydro_VA0002160013"	"TO VA0002160013"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"442558"	"transfer"	"release"	"vahydro_VA0002160014"	"TO VA0002160014"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"442559"	"transfer"	"release"	"vahydro_VA0002160101"	"TO VA0002160101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"442560"	"transfer"	"release"	"vahydro_VA0002178001"	"TO VA0002178001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441074"	""	""	""	""	""	"POINT (-78.65199 38.38433)"	"POINT (-78.65199 38.38433)"
"442561"	"transfer"	"release"	"vahydro_VA0002178101"	"TO VA0002178101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441074"	""	""	""	""	""	"POINT (-78.65199 38.38433)"	"POINT (-78.65199 38.38433)"
"442562"	"transfer"	"release"	"vahydro_VA0002178102"	"TO VA0002178102"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441074"	""	""	""	""	""	"POINT (-78.65199 38.38433)"	"POINT (-78.65199 38.38433)"
"442563"	"transfer"	"release"	"vahydro_VA0002194001"	"TO VA0002194001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441075"	""	""	""	""	""	"POINT (-78.990422 38.191062)"	"POINT (-78.990422 38.191062)"
"442564"	"transfer"	"release"	"vahydro_VA0002194003"	"TO VA0002194003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441075"	""	""	""	""	""	"POINT (-78.990422 38.191062)"	"POINT (-78.990422 38.191062)"
"442565"	"transfer"	"release"	"vahydro_VA0002283001"	"TO VA0002283001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441076"	""	""	""	""	""	"POINT (-77.27281 38.84724)"	"POINT (-77.27281 38.84724)"
"442566"	"transfer"	"release"	"vahydro_VA0002283002"	"TO VA0002283002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441076"	""	""	""	""	""	"POINT (-77.27281 38.84724)"	"POINT (-77.27281 38.84724)"
"442567"	"transfer"	"release"	"vahydro_VA0002313001"	"TO VA0002313001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441077"	""	""	""	""	""	"POINT (-78.976586 38.4684)"	"POINT (-78.976586 38.4684)"
"442568"	"transfer"	"release"	"vahydro_VA0002313101"	"TO VA0002313101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441077"	""	""	""	""	""	"POINT (-78.976586 38.4684)"	"POINT (-78.976586 38.4684)"
"442569"	"transfer"	"release"	"vahydro_VA0002402001"	"TO VA0002402001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441078"	""	""	""	""	""	"POINT (-78.871999 38.089784)"	"POINT (-78.871999 38.089784)"
"442570"	"transfer"	"release"	"vahydro_VA0002585001"	"TO VA0002585001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.256377 38.693388)"	"POINT (-77.256377 38.693388)"
"442571"	"transfer"	"release"	"vahydro_VA0002585007"	"TO VA0002585007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.256377 38.693388)"	"POINT (-77.256377 38.693388)"
"442572"	"transfer"	"release"	"vahydro_VA0002585008"	"TO VA0002585008"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.256377 38.693388)"	"POINT (-77.256377 38.693388)"
"442573"	"transfer"	"release"	"vahydro_VA0002585009"	"TO VA0002585009"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.256377 38.693388)"	"POINT (-77.256377 38.693388)"
"442574"	"transfer"	"release"	"vahydro_VA0002674001"	"TO VA0002674001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441083"	""	""	""	""	""	"POINT (-78.9113 38.45868)"	"POINT (-78.9113 38.45868)"
"442575"	"transfer"	"release"	"vahydro_VA0002771001"	"TO VA0002771001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441084"	""	""	""	""	""	"POINT (-79.360539 37.725026)"	"POINT (-79.360539 37.725026)"
"442576"	"transfer"	"release"	"vahydro_VA0002780001"	"TO VA0002780001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441085"	""	""	""	""	""	"POINT (-77.31651 37.35376)"	"POINT (-77.31651 37.35376)"
"442577"	"transfer"	"release"	"vahydro_VA0003018001"	"TO VA0003018001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"442578"	"transfer"	"release"	"vahydro_VA0003018002"	"TO VA0003018002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"442579"	"transfer"	"release"	"vahydro_VA0003018101"	"TO VA0003018101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"442580"	"transfer"	"release"	"vahydro_VA0003018102"	"TO VA0003018102"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"442581"	"transfer"	"release"	"vahydro_VA0003026001"	"TO VA0003026001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441088"	""	""	""	""	""	"POINT (-79.355595 37.532832)"	"POINT (-79.355595 37.532832)"
"442582"	"transfer"	"release"	"vahydro_VA0003026002"	"TO VA0003026002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441088"	""	""	""	""	""	"POINT (-79.355595 37.532832)"	"POINT (-79.355595 37.532832)"
"442583"	"transfer"	"release"	"vahydro_VA0003026301"	"TO VA0003026301"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441088"	""	""	""	""	""	"POINT (-79.355595 37.532832)"	"POINT (-79.355595 37.532832)"
"442584"	"transfer"	"release"	"vahydro_VA0003077001"	"TO VA0003077001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.291096 37.350627)"	"POINT (-77.291096 37.350627)"
"442585"	"transfer"	"release"	"vahydro_VA0003077002"	"TO VA0003077002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.291096 37.350627)"	"POINT (-77.291096 37.350627)"
"442586"	"transfer"	"release"	"vahydro_VA0003077003"	"TO VA0003077003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.291096 37.350627)"	"POINT (-77.291096 37.350627)"
"442587"	"transfer"	"release"	"vahydro_VA0003077101"	"TO VA0003077101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.291096 37.350627)"	"POINT (-77.291096 37.350627)"
"442588"	"transfer"	"release"	"vahydro_VA0003077102"	"TO VA0003077102"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.291096 37.350627)"	"POINT (-77.291096 37.350627)"
"442589"	"transfer"	"release"	"vahydro_VA0003115001"	"TO VA0003115001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442590"	"transfer"	"release"	"vahydro_VA0003115002"	"TO VA0003115002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442591"	"transfer"	"release"	"vahydro_VA0003115003"	"TO VA0003115003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442592"	"transfer"	"release"	"vahydro_VA0003115004"	"TO VA0003115004"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442593"	"transfer"	"release"	"vahydro_VA0003115007"	"TO VA0003115007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442594"	"transfer"	"release"	"vahydro_VA0003115008"	"TO VA0003115008"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442595"	"transfer"	"release"	"vahydro_VA0003115101"	"TO VA0003115101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"442596"	"transfer"	"release"	"vahydro_VA0003344001"	"TO VA0003344001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441093"	""	""	""	""	""	"POINT (-79.83877 37.81103)"	"POINT (-79.83877 37.81103)"
"442597"	"transfer"	"release"	"vahydro_VA0003433002"	"TO VA0003433002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441096"	""	""	""	""	""	"POINT (-76.999045 36.6512)"	"POINT (-76.999045 36.6512)"
"442598"	"transfer"	"release"	"vahydro_VA0003433201"	"TO VA0003433201"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441096"	""	""	""	""	""	"POINT (-76.999045 36.6512)"	"POINT (-76.999045 36.6512)"
"442599"	"transfer"	"release"	"vahydro_VA0003492005"	"TO VA0003492005"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441098"	""	""	""	""	""	"POINT (-77.282185 37.290756)"	"POINT (-77.282185 37.290756)"
"442600"	"transfer"	"release"	"vahydro_VA0003492006"	"TO VA0003492006"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441098"	""	""	""	""	""	"POINT (-77.282185 37.290756)"	"POINT (-77.282185 37.290756)"
"442601"	"transfer"	"release"	"vahydro_VA0003646003"	"TO VA0003646003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441099"	""	""	""	""	""	"POINT (-79.992817 37.796355)"	"POINT (-79.992817 37.796355)"
"442602"	"transfer"	"release"	"vahydro_VA0003697001"	"TO VA0003697001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.062335 37.414554)"	"POINT (-79.062335 37.414554)"
"442603"	"transfer"	"release"	"vahydro_VA0003697101"	"TO VA0003697101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.062335 37.414554)"	"POINT (-79.062335 37.414554)"
"442604"	"transfer"	"release"	"vahydro_VA0003697601"	"TO VA0003697601"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.062335 37.414554)"	"POINT (-79.062335 37.414554)"
"442605"	"transfer"	"release"	"vahydro_VA0003697701"	"TO VA0003697701"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.062335 37.414554)"	"POINT (-79.062335 37.414554)"
"442606"	"transfer"	"release"	"vahydro_VA0003808001"	"TO VA0003808001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441102"	""	""	""	""	""	"POINT (-75.656111 37.736111)"	"POINT (-75.656111 37.736111)"
"442607"	"transfer"	"release"	"vahydro_VA0003867002"	"TO VA0003867002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441103"	""	""	""	""	""	"POINT (-76.277158 37.829281)"	"POINT (-76.277158 37.829281)"
"442608"	"transfer"	"release"	"vahydro_VA0003867995"	"TO VA0003867995"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441103"	""	""	""	""	""	"POINT (-76.277158 37.829281)"	"POINT (-76.277158 37.829281)"
"442609"	"transfer"	"release"	"vahydro_VA0004031001"	"TO VA0004031001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441104"	""	""	""	""	""	"POINT (-77.5525 37.697222)"	"POINT (-77.5525 37.697222)"
