"FacilityID"	"CWPName"	"OutfallID"	"DesignFlow_mgd"	"Measured_Effluent"	"Units"	"MP_Begin_Date"	"MP_End_Date"	"dmr_flag_desflow"
"VA0063843"	"GRETNA TOWN - SEWAGE TREATMENT PLANT"	"VA0063843001"	0.23	0.372	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0087696"	"MADISON WOOD PRESERVERS INCORPORATED"	"VA0087696002"	0	0.142	"MGD"	"07/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097001"	1.735	1.877	"MGD"	"11/01/2012"	"11/30/2012"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1419	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0090468"	"CULPEPER WOOD PRESERVERS - RUFFIN CREEK"	"VA0090468001"	0.41	0.55	"MGD"	"07/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.14	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.14	"MGD"	"04/01/2016"	"04/30/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.14	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.14	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2492	"MGD"	"03/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2492	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2492	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0061913"	"POUND WWTP"	"VA0061913001"	0.5	0.6384	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0063614"	"SIMMONS TERMINAL AND RESTAURANT"	"VA0063614002"	0.016	0.154	"MGD"	"01/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1374	"MGD"	"09/01/2015"	"09/30/2015"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097101"	1.735	1.872	"MGD"	"07/01/2011"	"07/31/2011"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451110"	0	0.1368	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451110"	0	0.1368	"MGD"	"11/01/2011"	"10/31/2012"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451109"	0	0.1368	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451109"	0	0.1368	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451109"	0	0.1368	"MGD"	"11/01/2010"	"10/31/2011"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451109"	0	0.1368	"MGD"	"11/01/2012"	"10/31/2013"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451109"	0	0.1368	"MGD"	"11/01/2011"	"10/31/2012"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451110"	0	0.1368	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451110"	0	0.1368	"MGD"	"11/01/2012"	"10/31/2013"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451110"	0	0.136	"MGD"	"11/01/2010"	"10/31/2011"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317030"	0.04	0.176	"MGD"	"07/01/2016"	"07/31/2016"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.395	"MGD"	"11/01/2017"	"11/30/2017"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.395	"MGD"	"04/01/2016"	"04/30/2016"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097001"	1.735	1.867	"MGD"	"10/01/2012"	"10/31/2012"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1318	"MGD"	"07/01/2015"	"07/31/2015"	"dmr_flag_desflow"
"VA0063614"	"SIMMONS TERMINAL AND RESTAURANT"	"VA0063614002"	0.016	0.147	"MGD"	"04/01/2017"	"06/30/2017"	"dmr_flag_desflow"
"VA0063614"	"SIMMONS TERMINAL AND RESTAURANT"	"VA0063614002"	0.016	0.147	"MGD"	"04/01/2016"	"06/30/2016"	"dmr_flag_desflow"
"VA0063614"	"SIMMONS TERMINAL AND RESTAURANT"	"VA0063614002"	0.016	0.147	"MGD"	"07/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0063614"	"SIMMONS TERMINAL AND RESTAURANT"	"VA0063614002"	0.016	0.147	"MGD"	"01/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097001"	1.735	1.866	"MGD"	"04/01/2014"	"04/30/2014"	"dmr_flag_desflow"
"VA0089214"	"FLYING J NO 752"	"VA0089214003"	0.0093	0.14	"MGD"	"07/01/2016"	"07/31/2016"	"dmr_flag_desflow"
"VA0089214"	"FLYING J NO 752"	"VA0089214003"	0.0093	0.13968	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0081311"	"HRSD - YORK RIVER SEWAGE TREATMENT PLANT"	"VA0081311001"	15	15.13	"MGD"	"03/01/2013"	"03/31/2013"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.13	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317030"	0.04	0.17	"MGD"	"11/01/2017"	"11/30/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317007"	0.04	0.17	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317039"	0.04	0.17	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317030"	0.04	0.17	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0062642"	"LURAY WWTP"	"VA0062642001"	1.6	1.73	"MGD"	"05/01/2014"	"05/31/2014"	"dmr_flag_desflow"
"VA0091219"	"CASTA LINE TROUT FARM-MIDDLEBROOK"	"VA0091219001"	1.1	1.23	"MGD"	"10/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1296	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451113"	0	0.1296	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451112"	0	0.1296	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097001"	1.735	1.864	"MGD"	"07/01/2013"	"07/31/2013"	"dmr_flag_desflow"
"VA0021326"	"RURAL RETREAT WASTEWATER TREATMENT PLANT"	"VA0021326001"	0.25	0.3786	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317007"	0.04	0.168	"MGD"	"05/01/2016"	"05/31/2016"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.39	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1267	"MGD"	"12/01/2014"	"12/31/2014"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317043"	0.04	0.166	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317039"	0.04	0.166	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0054577"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"VA0054577001"	0	0.126	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1253	"MGD"	"07/01/2017"	"07/31/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1246	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317043"	0.04	0.164	"MGD"	"07/01/2017"	"07/31/2017"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.385	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0063614"	"SIMMONS TERMINAL AND RESTAURANT"	"VA0063614002"	0.016	0.137	"MGD"	"01/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1203	"MGD"	"03/01/2012"	"03/31/2012"	"dmr_flag_desflow"
"VA0003115"	"WESTROCK CP LLC - WEST POINT"	"VA0003115001"	19	19.12	"MGD"	"08/01/2013"	"08/31/2013"	"dmr_flag_desflow"
"VA0062812"	"FRONT ROYAL STP"	"VA0062812001"	4	4.12	"MGD"	"12/01/2014"	"12/31/2014"	"dmr_flag_desflow"
"VA0090468"	"CULPEPER WOOD PRESERVERS - RUFFIN CREEK"	"VA0090468001"	0.41	0.53	"MGD"	"01/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0024058"	"KEYSVILLE WWTP"	"VA0024058001"	0.5	0.62	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317007"	0.04	0.16	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0067954"	"LOUISA REGIONAL SEWAGE TREATMENT PLANT"	"VA0067954001"	0.4	0.52	"MGD"	"06/01/2016"	"06/30/2016"	"dmr_flag_desflow"
"VA0062812"	"FRONT ROYAL STP"	"VA0062812001"	4	4.118	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0002194"	"ACCUTEC BLADES INC"	"VA0002194003"	0.242	0.36	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0002194"	"ACCUTEC BLADES INC"	"VA0002194003"	0.242	0.36	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0002194"	"ACCUTEC BLADES INC"	"VA0002194003"	0.242	0.36	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0002194"	"ACCUTEC BLADES INC"	"VA0002194003"	0.242	0.36	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0002194"	"ACCUTEC BLADES INC"	"VA0002194003"	0.242	0.36	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.38	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0005835"	"VDOT - I-564 TUNNEL FACILITY"	"VA0005835001"	0.0504	0.1683	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0005835"	"VDOT - I-564 TUNNEL FACILITY"	"VA0005835001"	0.0504	0.1683	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0061913"	"POUND WWTP"	"VA0061913001"	0.5	0.6174	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0091243"	"MONTEBELLO FISH CULTURAL STATION"	"VA0091243002"	0.3875	0.504	"MGD"	"01/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0054577"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"VA0054577001"	0	0.116	"MGD"	"10/01/2017"	"10/31/2017"	"dmr_flag_desflow"
"VA0005860"	"MIDTOWN ELIZABETH RIVER TUNNEL"	"VA0005860001"	0.004	0.12	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0028380"	"STONEY CREEK SANITARY DISTRICT STP"	"VA0028380001"	0.6	0.716	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317030"	0.04	0.156	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1152	"MGD"	"07/01/2011"	"07/31/2011"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"02/01/2017"	"02/28/2017"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0090654"	"GREENHOST INCORPORATED"	"VA0090654001"	0.5	0.614	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2232	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2232	"MGD"	"01/01/2018"	"01/31/2018"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2232	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0091821"	"DOC - AUGUSTA CORRECTIONAL CENTER"	"VA0091821001"	0.435	0.548	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0061913"	"POUND WWTP"	"VA0061913001"	0.5	0.6122	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0002178"	"MERCK SHARP & DOHME CORP - ELKTON PLANT"	"VA0002178001"	7.54	7.65	"MGD"	"08/01/2012"	"08/31/2012"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.11	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.11	"MGD"	"05/01/2016"	"05/31/2016"	"dmr_flag_desflow"
"VA0054577"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"VA0054577003"	0	0.11	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317043"	0.04	0.15	"MGD"	"10/01/2017"	"10/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317007"	0.04	0.15	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1095	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0063843"	"GRETNA TOWN - SEWAGE TREATMENT PLANT"	"VA0063843001"	0.23	0.339	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1088	"MGD"	"08/01/2015"	"08/31/2015"	"dmr_flag_desflow"
"VA0021326"	"RURAL RETREAT WASTEWATER TREATMENT PLANT"	"VA0021326001"	0.25	0.3581	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	"VA0064599001"	0.175	0.283	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.37	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0088714"	"HOOVER TREATED WOOD PRODUCTS"	"VA0088714003"	0	0.107504	"MGD"	"01/01/2017"	"06/30/2017"	"dmr_flag_desflow"
"VA0021113"	"NARROWS TOWN - SEWAGE TREATMENT PLANT"	"VA0021113001"	0.25	0.357	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097101"	1.735	1.842	"MGD"	"02/01/2011"	"02/28/2011"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317043"	0.04	0.146	"MGD"	"08/01/2017"	"08/31/2017"	"dmr_flag_desflow"
"VA0062642"	"LURAY WWTP"	"VA0062642001"	1.6	1.706	"MGD"	"05/01/2013"	"05/31/2013"	"dmr_flag_desflow"
"VA0062812"	"FRONT ROYAL STP"	"VA0062812001"	4	4.106	"MGD"	"03/01/2014"	"03/31/2014"	"dmr_flag_desflow"
"VA0089541"	"MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT"	"VA0089541032"	0	0.105	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097001"	1.735	1.84	"MGD"	"10/01/2013"	"10/31/2013"	"dmr_flag_desflow"
"VA0083097"	"OLD DOMINION ELECTRIC COOPERATIVE CLOVER"	"VA0083097001"	1.735	1.84	"MGD"	"03/01/2014"	"03/31/2014"	"dmr_flag_desflow"
"VA0021776"	"MECKLENBURG CO SCHOOLS BLUESTONE HIGH SCHOOL"	"VA0021776001"	0.0104	0.1151	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0054577"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"VA0054577003"	0	0.104	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0054577"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"VA0054577003"	0	0.104	"MGD"	"06/01/2016"	"06/30/2016"	"dmr_flag_desflow"
"VA0092525"	"GREEN PLAINS HOPEWELL LLC"	"VA0092525001"	0.183	0.2869	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0089214"	"FLYING J NO 752"	"VA0089214003"	0.0093	0.113	"MGD"	"08/01/2016"	"08/31/2016"	"dmr_flag_desflow"
"VA0027642"	"LAKE HOLIDAY WWTP"	"VA0027642001"	0.24	0.343	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"VA0025569001"	0.11	0.2108	"MGD"	"11/01/2017"	"11/30/2017"	"dmr_flag_desflow"
"VA0005835"	"VDOT - I-564 TUNNEL FACILITY"	"VA0005835001"	0.0504	0.1507	"MGD"	"04/01/2016"	"04/30/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.1001	"MGD"	"07/01/2016"	"07/31/2016"	"dmr_flag_desflow"
"VA0021172"	"WARRENTON TOWN SEWAGE TREATMENT PLANT"	"VA0021172001"	2.5	2.6	"MGD"	"05/01/2014"	"05/31/2014"	"dmr_flag_desflow"
"VA0025542"	"COVINGTON CITY - WASTEWATER TREATMENT PLANT"	"VA0025542001"	3	3.1	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	"VA0064599001"	0.175	0.275	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317007"	0.04	0.14	"MGD"	"04/01/2018"	"04/30/2018"	"dmr_flag_desflow"
"VA0091227"	"CASTA LINE TROUT FARM-CRAIGSVILLE"	"VA0091227001"	0.74	0.84	"MGD"	"01/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0091227"	"CASTA LINE TROUT FARM-CRAIGSVILLE"	"VA0091227001"	0.74	0.84	"MGD"	"04/01/2016"	"06/30/2016"	"dmr_flag_desflow"
"VA0006408"	"GREIF RIVERVILLE LLC - FIBRE PLANT"	"VA0006408001"	5.44	5.54	"MGD"	"02/01/2013"	"02/28/2013"	"dmr_flag_desflow"
"VA0088714"	"HOOVER TREATED WOOD PRODUCTS"	"VA0088714001"	0	0.099719	"MGD"	"01/01/2017"	"06/30/2017"	"dmr_flag_desflow"
"VA0079863"	"PULASKI TOWN WATER TREATMENT PLANT"	"VA0079863001"	0.262	0.36	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317043"	0.04	0.137	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0088714"	"HOOVER TREATED WOOD PRODUCTS"	"VA0088714006"	0	0.094306	"MGD"	"01/01/2017"	"06/30/2017"	"dmr_flag_desflow"
"VA0063843"	"GRETNA TOWN - SEWAGE TREATMENT PLANT"	"VA0063843001"	0.23	0.324	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0052906"	"DOSWELL TRUCK STOP"	"VA0052906902"	0.05	0.144	"MGD"	"01/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0024945"	"LAKE MONTICELLO STP"	"VA0024945001"	0.775	0.869	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451020"	0	0.0936	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0088714"	"HOOVER TREATED WOOD PRODUCTS"	"VA0088714003"	0	0.092863	"MGD"	"07/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0024945"	"LAKE MONTICELLO STP"	"VA0024945001"	0.775	0.867	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"06/01/2016"	"06/30/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"01/01/2016"	"01/31/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872001"	0	0.09	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"VA0001872101"	0	0.09	"MGD"	"01/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0005851"	"DOWNTOWN ELIZABETH RIVER TUNNEL"	"VA0005851003"	0.22	0.31	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317043"	0.04	0.13	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317040"	0.04	0.13	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0029599"	"PENNINGTON GAP STP"	"VA0029599001"	0.6	0.69	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0067954"	"LOUISA REGIONAL SEWAGE TREATMENT PLANT"	"VA0067954001"	0.4	0.49	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0006408"	"GREIF RIVERVILLE LLC - FIBRE PLANT"	"VA0006408001"	5.44	5.53	"MGD"	"07/01/2012"	"07/31/2012"	"dmr_flag_desflow"
"VA0006408"	"GREIF RIVERVILLE LLC - FIBRE PLANT"	"VA0006408001"	5.44	5.53	"MGD"	"10/01/2013"	"10/31/2013"	"dmr_flag_desflow"
