"hydrocode"	"varkey"	"propname"	"propvalue"	"propcode"	"startdate"	"enddate"
"echo_VA0088048"	"design_flow"	"design_flow"	0.2	""	""	""
"echo_VA0088072"	"design_flow"	"design_flow"	0.0037	""	""	""
"echo_VA0088081"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088102"	"design_flow"	"design_flow"	0.1	""	""	""
"echo_VA0088111"	"design_flow"	"design_flow"	0.06	""	""	""
"echo_VA0088153"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088161"	"design_flow"	"design_flow"	3	""	""	""
"echo_VA0088170"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088188"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088196"	"design_flow"	"design_flow"	0.165	""	""	""
"echo_VA0088226"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088277"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0088331"	"design_flow"	"design_flow"	2	""	""	""
"echo_VA0088374"	"design_flow"	"design_flow"	1.9685	""	""	""
"echo_VA0088382"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0088404"	"design_flow"	"design_flow"	5	""	""	""
"echo_VA0088421"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0088463"	"design_flow"	"design_flow"	0.065	""	""	""
"echo_VA0088480"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088498"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0088510"	"design_flow"	"design_flow"	0.192	""	""	""
"echo_VA0088552"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088561"	"design_flow"	"design_flow"	0.0019	""	""	""
"echo_VA0088579"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0088587"	"design_flow"	"design_flow"	9999	""	""	""
"echo_VA0088595"	"design_flow"	"design_flow"	9999	""	""	""
"echo_VA0088609"	"design_flow"	"design_flow"	9999	""	""	""
"echo_VA0088617"	"design_flow"	"design_flow"	999	""	""	""
"echo_VA0088625"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0088633"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0088641"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0088650"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0088668"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0088676"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0088684"	"design_flow"	"design_flow"	0.07	""	""	""
"echo_VA0088692"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088706"	"design_flow"	"design_flow"	0.0395	""	""	""
"echo_VA0088714"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0088722"	"design_flow"	"design_flow"	0.004	""	""	""
"echo_VA0088749"	"design_flow"	"design_flow"	0.45	""	""	""
"echo_VA0088765"	"design_flow"	"design_flow"	22.759	""	""	""
"echo_VA0088811"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0088846"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088871"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0088935"	"design_flow"	"design_flow"	0.125	""	""	""
"echo_VA0088943"	"design_flow"	"design_flow"	0.018	""	""	""
"echo_VA0088960"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0088978"	"design_flow"	"design_flow"	0.6	""	""	""
"echo_VA0088986"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0088994"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0089001"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089010"	"design_flow"	"design_flow"	0.0016	""	""	""
"echo_VA0089052"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0089061"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0089087"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089125"	"design_flow"	"design_flow"	0.58	""	""	""
"echo_VA0089133"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0089168"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0089184"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089206"	"design_flow"	"design_flow"	0.1	""	""	""
"echo_VA0089214"	"design_flow"	"design_flow"	0.0093	""	""	""
"echo_VA0089222"	"design_flow"	"design_flow"	0.004	""	""	""
"echo_VA0089231"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089265"	"design_flow"	"design_flow"	0.009	""	""	""
"echo_VA0089273"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0089290"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089303"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089320"	"design_flow"	"design_flow"	0.027	""	""	""
"echo_VA0089338"	"design_flow"	"design_flow"	0.375	""	""	""
"echo_VA0089354"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0089397"	"design_flow"	"design_flow"	0.8	""	""	""
"echo_VA0089427"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089443"	"design_flow"	"design_flow"	1.25	""	""	""
"echo_VA0089451"	"design_flow"	"design_flow"	0.66	""	""	""
"echo_VA0089460"	"design_flow"	"design_flow"	12	""	""	""
"echo_VA0089478"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089486"	"design_flow"	"design_flow"	0.0576	""	""	""
"echo_VA0089508"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089541"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0089559"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089583"	"design_flow"	"design_flow"	0.2	""	""	""
"echo_VA0089591"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089605"	"design_flow"	"design_flow"	0.75	""	""	""
"echo_VA0089630"	"design_flow"	"design_flow"	0.0008	""	""	""
"echo_VA0089656"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089681"	"design_flow"	"design_flow"	0.13	""	""	""
"echo_VA0089699"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0089729"	"design_flow"	"design_flow"	0.22	""	""	""
"echo_VA0089737"	"design_flow"	"design_flow"	2.3	""	""	""
"echo_VA0089770"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089796"	"design_flow"	"design_flow"	0.0144	""	""	""
"echo_VA0089818"	"design_flow"	"design_flow"	0.0009	""	""	""
"echo_VA0089826"	"design_flow"	"design_flow"	0.2	""	""	""
"echo_VA0089842"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089877"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089885"	"design_flow"	"design_flow"	0.013	""	""	""
"echo_VA0089893"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0089907"	"design_flow"	"design_flow"	0.0075	""	""	""
"echo_VA0089915"	"design_flow"	"design_flow"	7	""	""	""
"echo_VA0089923"	"design_flow"	"design_flow"	0.05	""	""	""
"echo_VA0089940"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0089958"	"design_flow"	"design_flow"	0.0055	""	""	""
"echo_VA0089982"	"design_flow"	"design_flow"	0.0065	""	""	""
"echo_VA0089991"	"design_flow"	"design_flow"	0.065	""	""	""
"echo_VA0090026"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090034"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0090051"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0090085"	"design_flow"	"design_flow"	0.356	""	""	""
"echo_VA0090093"	"design_flow"	"design_flow"	0.1224	""	""	""
"echo_VA0090107"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090115"	"design_flow"	"design_flow"	0.575	""	""	""
"echo_VA0090131"	"design_flow"	"design_flow"	0.0012	""	""	""
"echo_VA0090140"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0090174"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0090182"	"design_flow"	"design_flow"	0.005	""	""	""
"echo_VA0090212"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090221"	"design_flow"	"design_flow"	0.005	""	""	""
"echo_VA0090239"	"design_flow"	"design_flow"	0.0032	""	""	""
"echo_VA0090247"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0090263"	"design_flow"	"design_flow"	2.923	""	""	""
"echo_VA0090271"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090280"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090298"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090301"	"design_flow"	"design_flow"	23.86	""	""	""
"echo_VA0090310"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0090328"	"design_flow"	"design_flow"	0.75	""	""	""
"echo_VA0090344"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0090361"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090379"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090395"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090417"	"design_flow"	"design_flow"	0.25	""	""	""
"echo_VA0090425"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090433"	"design_flow"	"design_flow"	0.0181	""	""	""
"echo_VA0090441"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090468"	"design_flow"	"design_flow"	0.41	""	""	""
"echo_VA0090506"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0090531"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090549"	"design_flow"	"design_flow"	0.001	""	""	""
"echo_VA0090573"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090590"	"design_flow"	"design_flow"	1.4	""	""	""
"echo_VA0090620"	"design_flow"	"design_flow"	0.012	""	""	""
"echo_VA0090638"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0090646"	"design_flow"	"design_flow"	0.018	""	""	""
"echo_VA0090654"	"design_flow"	"design_flow"	0.5	""	""	""
"echo_VA0090671"	"design_flow"	"design_flow"	3.5	""	""	""
"echo_VA0090689"	"design_flow"	"design_flow"	0.005	""	""	""
"echo_VA0090697"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090719"	"design_flow"	"design_flow"	0.006	""	""	""
"echo_VA0090727"	"design_flow"	"design_flow"	0.25	""	""	""
"echo_VA0090743"	"design_flow"	"design_flow"	0.311	""	""	""
"echo_VA0090760"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090778"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0090786"	"design_flow"	"design_flow"	0.03	""	""	""
"echo_VA0090794"	"design_flow"	"design_flow"	0.006	""	""	""
"echo_VA0090824"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090875"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0090883"	"design_flow"	"design_flow"	0.018	""	""	""
"echo_VA0090891"	"design_flow"	"design_flow"	0.53	""	""	""
"echo_VA0090905"	"design_flow"	"design_flow"	1.73	""	""	""
"echo_VA0090913"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090921"	"design_flow"	"design_flow"	0.03	""	""	""
"echo_VA0090930"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090948"	"design_flow"	"design_flow"	0.6	""	""	""
"echo_VA0090956"	"design_flow"	"design_flow"	0.001	""	""	""
"echo_VA0090964"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0090981"	"design_flow"	"design_flow"	0.06	""	""	""
"echo_VA0090999"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091006"	"design_flow"	"design_flow"	0.5026	""	""	""
"echo_VA0091014"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0091049"	"design_flow"	"design_flow"	0.037	""	""	""
"echo_VA0091065"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091081"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091103"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0091111"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0091120"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091146"	"design_flow"	"design_flow"	0.15	""	""	""
"echo_VA0091154"	"design_flow"	"design_flow"	0.007	""	""	""
"echo_VA0091162"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0091189"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091197"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091201"	"design_flow"	"design_flow"	0.754	""	""	""
"echo_VA0091219"	"design_flow"	"design_flow"	1.1	""	""	""
"echo_VA0091227"	"design_flow"	"design_flow"	0.74	""	""	""
"echo_VA0091243"	"design_flow"	"design_flow"	0.3875	""	""	""
"echo_VA0091251"	"design_flow"	"design_flow"	11.52	""	""	""
"echo_VA0091260"	"design_flow"	"design_flow"	2.48	""	""	""
"echo_VA0091278"	"design_flow"	"design_flow"	4.43	""	""	""
"echo_VA0091286"	"design_flow"	"design_flow"	2.8	""	""	""
"echo_VA0091294"	"design_flow"	"design_flow"	0.001	""	""	""
"echo_VA0091316"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091324"	"design_flow"	"design_flow"	3.09	""	""	""
"echo_VA0091332"	"design_flow"	"design_flow"	33.5	""	""	""
"echo_VA0091341"	"design_flow"	"design_flow"	0.09	""	""	""
"echo_VA0091375"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091383"	"design_flow"	"design_flow"	11	""	""	""
"echo_VA0091391"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091405"	"design_flow"	"design_flow"	1	""	""	""
"echo_VA0091421"	"design_flow"	"design_flow"	0.06	""	""	""
"echo_VA0091430"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0091448"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0091456"	"design_flow"	"design_flow"	3.168	""	""	""
"echo_VA0091464"	"design_flow"	"design_flow"	0.27	""	""	""
"echo_VA0091499"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091502"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091511"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091529"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0091537"	"design_flow"	"design_flow"	0.008	""	""	""
"echo_VA0091553"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0091561"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0091588"	"design_flow"	"design_flow"	0.5	""	""	""
"echo_VA0091618"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091642"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0091651"	"design_flow"	"design_flow"	0.06	""	""	""
"echo_VA0091669"	"design_flow"	"design_flow"	0.5	""	""	""
"echo_VA0091677"	"design_flow"	"design_flow"	0.012	""	""	""
"echo_VA0091707"	"design_flow"	"design_flow"	0.999	""	""	""
"echo_VA0091723"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091731"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091758"	"design_flow"	"design_flow"	0.004	""	""	""
"echo_VA0091766"	"design_flow"	"design_flow"	0.173	""	""	""
"echo_VA0091791"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091804"	"design_flow"	"design_flow"	0.012	""	""	""
"echo_VA0091821"	"design_flow"	"design_flow"	0.435	""	""	""
"echo_VA0091847"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091855"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091863"	"design_flow"	"design_flow"	0.626	""	""	""
"echo_VA0091871"	"design_flow"	"design_flow"	0.1	""	""	""
"echo_VA0091898"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0091910"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091928"	"design_flow"	"design_flow"	0.039	""	""	""
"echo_VA0091936"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091952"	"design_flow"	"design_flow"	0.05	""	""	""
"echo_VA0091961"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0091979"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0091987"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0091995"	"design_flow"	"design_flow"	0	"fac_flag_zerodesflow"	""	""
"echo_VA0092002"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092011"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092029"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092037"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092045"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0092061"	"design_flow"	"design_flow"	0.016	""	""	""
"echo_VA0092070"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0092100"	"design_flow"	"design_flow"	0.13	""	""	""
"echo_VA0092118"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092126"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092134"	"design_flow"	"design_flow"	0.2	""	""	""
"echo_VA0092142"	"design_flow"	"design_flow"	0.0864	""	""	""
"echo_VA0092169"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092185"	"design_flow"	"design_flow"	0.0288	""	""	""
"echo_VA0092193"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092207"	"design_flow"	"design_flow"	0.087	""	""	""
"echo_VA0092215"	"design_flow"	"design_flow"	0.03	""	""	""
"echo_VA0092240"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092258"	"design_flow"	"design_flow"	0.0086	""	""	""
"echo_VA0092274"	"design_flow"	"design_flow"	4	""	""	""
"echo_VA0092282"	"design_flow"	"design_flow"	7.5	""	""	""
"echo_VA0092291"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092304"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092312"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0092321"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092339"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0092347"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092363"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092371"	"design_flow"	"design_flow"	0.018	""	""	""
"echo_VA0092380"	"design_flow"	"design_flow"	0.12	""	""	""
"echo_VA0092398"	"design_flow"	"design_flow"	0.0003	""	""	""
"echo_VA0092410"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092428"	"design_flow"	"design_flow"	0.3	""	""	""
"echo_VA0092436"	"design_flow"	"design_flow"	3.6	""	""	""
"echo_VA0092444"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092452"	"design_flow"	"design_flow"	0.0055	""	""	""
"echo_VA0092461"	"design_flow"	"design_flow"	0.009	""	""	""
"echo_VA0092487"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092495"	"design_flow"	"design_flow"	0	""	""	""
"echo_VA0092509"	"design_flow"	"design_flow"	0.01	""	""	""
"echo_VA0092517"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092525"	"design_flow"	"design_flow"	0.183	""	""	""
"echo_VA0092533"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092541"	"design_flow"	"design_flow"	0.005	""	""	""
"echo_VA0092550"	"design_flow"	"design_flow"	0.006	""	""	""
"echo_VA0092568"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092576"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0092584"	"design_flow"	"design_flow"	0.0036	""	""	""
"echo_VA0092592"	"design_flow"	"design_flow"	0.03	""	""	""
"echo_VA0092606"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092614"	"design_flow"	"design_flow"	0.003	""	""	""
"echo_VA0092622"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092631"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092649"	"design_flow"	"design_flow"	0.0005	""	""	""
"echo_VA0092657"	"design_flow"	"design_flow"	0.0002	""	""	""
"echo_VA0092665"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092673"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092681"	"design_flow"	"design_flow"	0.035	""	""	""
"echo_VA0092690"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092703"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092711"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092720"	"design_flow"	"design_flow"	0.015	""	""	""
"echo_VA0092738"	"design_flow"	"design_flow"	0.0936	""	""	""
"echo_VA0092746"	"design_flow"	"design_flow"	0.7	""	""	""
"echo_VA0092754"	"design_flow"	"design_flow"	0.33	""	""	""
"echo_VA0092762"	"design_flow"	"design_flow"	0.526	""	""	""
"echo_VA0092771"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092789"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092797"	"design_flow"	"design_flow"	0.2	""	""	""
"echo_VA0092843"	"design_flow"	"design_flow"	0.04	""	""	""
"echo_VA0092851"	"design_flow"	"design_flow"	0.08	""	""	""
"echo_VA0092860"	"design_flow"	"design_flow"	0.5	""	""	""
"echo_VA0092878"	"design_flow"	"design_flow"	0.005	""	""	""
"echo_VA0092894"	"design_flow"	"design_flow"	0.153	""	""	""
"echo_VA0092908"	"design_flow"	"design_flow"	0.143	""	""	""
"echo_VA0092916"	"design_flow"	"design_flow"	2.7	""	""	""
"echo_VA0092924"	"design_flow"	"design_flow"	0.0045	""	""	""
"echo_VA0092932"	"design_flow"	"design_flow"	0.02	""	""	""
"echo_VA0092941"	"design_flow"	"design_flow"	2.06	""	""	""
"echo_VA0092959"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VA0092967"	"design_flow"	"design_flow"	3	""	""	""
"echo_VA0C50001"	"design_flow"	"design_flow"	0.024	""	""	""
"echo_VA0C50002"	"design_flow"	"design_flow"	0.024	""	""	""
"echo_VAG110020"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110024"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110034"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110048"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110063"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110064"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110065"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110074"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110082"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110092"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110095"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110099"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110117"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110153"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110159"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110175"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110177"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110180"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110181"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110182"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110183"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110185"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110188"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110193"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG110198"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG111002"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG112005"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG112007"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG112011"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG112012"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG112014"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG112016"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG114034"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG116006"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG116008"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG116010"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG116024"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG116025"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG250018"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG250029"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG402056"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG840204"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG844036"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG846009"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG846018"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAG846024"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL002151"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL005215"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020273"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020281"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020311"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020346"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020354"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020362"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020451"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020494"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020567"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020940"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL020991"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL021105"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL021172"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL021199"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL021377"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL021385"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022292"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022306"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022322"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022349"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022390"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022772"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022802"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL022845"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL023922"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024678"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024724"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024732"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024899"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024970"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024988"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL024996"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL025020"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL025054"	"design_flow"	"design_flow"	NA	""	""	""
"echo_VAL025101"	"design_flow"	"design_flow"	NA	""	""	""
