"DEQ.ID.of.Source","Corrected_Latitude","Corrected_Longitude"
64428,38.42125,-78.608239
64429,37.355667,-79.897819
64430,37.355667,-79.897819
64431,37.355667,-79.897819
64432,37.355667,-79.897819
64433,37.355667,-79.897819
64435,37.513303,-75.836241
64436,37.355667,-79.897819
64437,38.363591833,-78.680272663
64438,37.326944444,-79.891666666
64439,38.336507,-78.782618
64440,38.436944444,-77.861388888
64442,36.953647,-79.358828
64443,37.754466666,-77.0351
64444,37.585125,-77.287202
64445,37.06581,-79.623465
64446,37.131944444,-79.269722222
64447,37.131666666,-79.269166666
64449,38.4624,-78.04301
64450,37.585125,-77.287202
64451,38.190853,-79.404675
64452,37.754466666,-77.0351
64453,38.9241,-77.4971
64454,37.1577,-77.52703
64456,38.207564,-78.21806
64457,38.207564,-78.21806
64458,36.882585,-79.654938
64460,37.287392,-75.994516
64461,37.304274,-78.082425
64462,38.151928,-77.005976
64463,37.287392,-75.994516
64464,37.287392,-75.994516
64465,37.355667,-79.897819
64466,37.705,-77.786666666
64471,37.063020359,-79.62614572
64473,38.50379,-77.99758
64474,38.28114,-78.859
64476,37.656621,-77.374861
64477,38.137542794,-78.492786169
64478,38.109283,-77.063157
64479,37.345546,-75.910283
64480,37.422222222,-79.141666666
64481,37.096179,-76.841469
64483,37.287392,-75.994516
64484,37.075127,-77.565731
64485,37.287392,-75.994516
64488,36.915178,-79.667625
64490,37.754291,-75.611373
64493,37.2975,-76.661111111
64494,37.287392,-75.994516
64495,37.613055555,-77.716111111
64496,37.287392,-75.994516
64497,38.039814,-78.945956
64498,37.559846,-77.415355
64499,37.544109,-77.441791
64501,37.063028921,-79.626151084
64502,37.915013,-77.316223
64503,38.075833333,-78.882222222
64504,37.585125,-77.287202
64505,37.656621,-77.374861
64506,36.65422,-77.61973
64507,36.821862,-79.478908
64508,37.721063,-75.716882
64509,38.358324,-78.018746
64510,36.973822,-79.194883
64511,37.470277777,-77.923888888
64512,37.526263,-76.419289
64513,37.564628,-75.80713
64514,37.544109,-77.441791
64515,37.544109,-77.441791
64516,37.526263,-76.419289
64517,37.312327,-75.927192
64518,38.207564,-78.21806
64519,37.355667,-79.897819
64520,38.207564,-78.21806
64521,37.189942,-75.948728
64522,39.021261,-77.28689
64523,39.01972222,-77.28861111
64524,39.021261,-77.28689
64525,37.025,-80.022777777
64527,37.375034,-79.856067
64528,37.656621,-77.374861
64529,38.8875,-77.394444444
64530,38.39177,-79.00035
64531,36.873685,-76.118763
64532,37.754466666,-77.0351
64533,38.449,-78.985
64534,36.821862,-79.478908
64535,37.24146667,-76.01680556
64536,38.076055,-78.100844
64537,39.021261,-77.28689
64538,39.021261,-77.28689
64539,36.709622,-79.410198
64540,38.213222,-77.033334
64541,37.72802778,-75.66383333
64542,37.526263,-76.419289
64543,37.35327778,-75.95161111
64545,37.312327,-75.927192
64547,38.207564,-78.21806
64550,38.207564,-78.21806
64551,37.710406,-75.700399
64552,37.656621,-77.374861
64553,37.198628,-75.979423
64554,37.656621,-77.374861
64555,37.656621,-77.374861
64556,38.333215,-78.099092
64557,38.893754861,-78.111020825
64558,36.646944444,-79.834166666
64559,37.063439,-79.134524
64560,37.480277777,-77.921388888
64561,38.39865,-78.94863
64562,37.181944444,-78.193055555
64563,37.149611,-77.524913
64564,37.312327,-75.927192
64565,38.207564,-78.21806
64566,38.207564,-78.21806
64567,38.207564,-78.21806
64568,37.585125,-77.287202
64571,36.726775,-79.297798
64572,37.247318,-76.950949
64574,38.295277777,-78.876666666
64578,37.585125,-77.287202
64579,37.656621,-77.374861
64580,37.585125,-77.287202
64581,37.585125,-77.287202
64582,37.585125,-77.287202
64583,37.585125,-77.287202
64584,37.775289,-77.521187
64585,37.096179,-76.841469
64586,38.333215,-78.099092
64587,36.820314,-79.522199
64588,37.063439,-79.134524
64589,37.077463,-77.585843
64590,37.657,-77.634
64591,37.287392,-75.994516
64592,36.707346,-78.7433
64593,38.207564,-78.21806
64594,36.707346,-78.7433
64595,37.287392,-75.994516
64596,37.355667,-79.897819
64597,37.355667,-79.897819
64598,37.656621,-77.374861
64599,36.732,-77.867
64600,38.33006,-77.52765
64601,37.063936415,-79.630218505
64602,37.656621,-77.374861
64603,37.585125,-77.287202
64604,37.585125,-77.287202
64605,37.656621,-77.374861
64606,37.585125,-77.287202
64607,37.656621,-77.374861
64608,37.656621,-77.374861
64609,37.585125,-77.287202
64610,37.656621,-77.374861
64612,37.585125,-77.287202
64613,37.656621,-77.374861
64614,37.585125,-77.287202
64615,37.656621,-77.374861
64618,38.207564,-78.21806
64620,37.585125,-77.287202
64621,37.375034,-79.856067
64622,37.375034,-79.856067
64623,37.694166666,-77.641666666
64624,37.656621,-77.374861
64625,37.585125,-77.287202
64626,37.585125,-77.287202
64627,37.656621,-77.374861
64628,37.656621,-77.374861
64629,37.656621,-77.374861
64630,37.585125,-77.287202
64631,37.656621,-77.374861
64632,37.585125,-77.287202
64633,37.585125,-77.287202
64634,37.656621,-77.374861
64635,37.24,-78.460833333
64636,36.843719,-79.440562
64637,38.263611111,-78.813055555
64638,37.253888888,-76.690277777
64639,37.706388888,-79.378611111
64640,37.721944444,-77.025277777
64642,38.403888888,-78.603055555
64643,38.52,-77.851111111
64644,38.295277777,-78.876666666
64645,36.723888888,-81.653611111
64646,37.722777777,-77.296111111
64647,37.46187,-79.53341
64648,37.386858,-77.331686
64650,38.390833333,-78.126666666
64651,37.516666666,-77.123333333
64652,38.770833333,-77.527777777
64653,37.098611111,-77.542777777
64654,38.334166666,-77.056388888
64655,38.3,-79.660277777
64657,38.289722222,-77.323055555
64658,36.74,-79.962777777
64667,39.085277777,-77.513055555
64668,37.4352675,-77.67053
64669,38.587777777,-77.776111111
64670,38.743621,-77.627122
64671,38.29138,-77.23518
64672,38.766944444,-77.518888888
64674,37.4952,-77.2528
64676,38.135,-77.328611111
64677,37.771666666,-79.465555555
64678,38.859722222,-77.275
64679,37.961388888,-76.770277777
64682,37.371944444,-77.579166666
64683,38.845881,-78.538656
64686,37.104595,-77.361633
64687,37.50108611,-77.63083611
64688,37.274444444,-76.77
64689,37.274444444,-76.77
64690,37.274444444,-76.77
64693,37.339316666,-75.96911666
64694,37.373611111,-75.976388888
64695,37.196944444,-75.993055555
64696,36.832222222,-76.658888888
64697,36.7,-77.558333333
64700,38.31034,-78.78014
64701,39.31129,-78.32577
64703,39.31129,-78.32577
64704,39.322932741,-78.317621958
64705,39.322162986,-78.318413861
64706,37.421388888,-77.412777777
64707,38.317389,-78.789253
64709,37.254687,-76.011508
64710,39.3232726,-78.310746538
64714,37.27313,-77.611296
64715,37.054455,-77.563684
64716,36.588451,-77.534641
64717,39.319722222,-78.32
64718,39.31449,-78.314980555
64719,37.220833333,-77.524444444
64720,37.77032,-77.206276
64721,37.77032,-77.206276
64722,37.08537,-77.358167
64723,36.901111111,-81.273055555
64724,37.342654,-77.980754
64725,37.342654,-77.980754
64726,37.342654,-77.980754
64727,38.863055555,-77.471111111
64728,37.469364,-75.929089
64729,37.472758,-75.918356
64730,37.469342,-75.927325
64731,37.342654,-77.980754
64733,37.77032,-77.206276
64735,39.221388888,-77.776944444
64736,39.142302312,-77.716375477
64737,39.141681349,-77.715684301
64738,39.198055555,-77.775555555
64739,39.12191327,-77.712643667
64740,39.131228048,-77.701238322
64741,37.769166666,-76.460833333
64742,37.769166666,-76.460833333
64743,39.135555555,-77.696388888
64744,39.135555555,-77.696388888
64745,38.2975,-78.371388888
64746,36.822222222,-79.398611111
64747,37.810533,-80.188306
64748,38.2975,-78.371388888
64750,36.558055555,-79.204444444
64751,37.554166666,-80.245833333
64752,36.831944444,-78.734722222
64753,37.105833333,-79.306666666
64754,37.109444444,-79.305
64758,36.774211388,-81.574644444
64759,37.516666666,-79.666666666
64761,37.754169,-78.657948
64762,39.316065277,-78.312693886
64763,37.052777777,-79.606944444
64764,36.900555555,-82.821111111
64765,36.899722222,-82.416388888
64766,37.829722222,-76.277777777
64767,37.828333333,-76.277777777
64768,37.829166666,-76.278055555
64769,37,-76
64770,36.898333333,-82.797777777
64771,36.914444444,-82.821388888
64772,36.914444444,-82.821388888
64773,36.915833333,-82.821944444
64774,37.091944444,-81.109444444
64775,37.1,-81.115555555
64776,37.829444444,-76.279166666
64777,37.225833333,-80.429166666
64778,38.338583044,-78.743791944
64779,36.656388888,-82.561666666
64780,37.335,-81.976388888
64781,37.341388888,-81.974722222
64782,36.755833333,-82.420277777
64783,36.751944444,-82.411388888
64784,36.759722222,-82.425277777
64785,36.832222222,-83.084722222
64786,36.832222222,-83.085555555
64787,36.910277777,-81.264444444
64788,36.805833333,-80.933611111
64789,37.088055555,-81.822222222
64790,37.18,-81.999166666
64791,36.638611111,-82.558611111
64792,37.439444444,-82.049444444
64793,36.711111111,-81.659166666
64794,36.707222222,-82.311388888
64795,36.626388888,-81.791666666
64796,36.700555555,-82.736111111
64797,37.426944444,-82.023055555
64798,36.741666666,-82.996388888
64799,36.902222222,-82.7525
64800,36.988055555,-82.058333333
64801,37.236944444,-81.287777777
64802,36.966666666,-82.223055555
64803,36.9855,-82.18225
64804,36.97097222,-82.77952778
64805,37.2953,-79.9858
64806,36.97625,-82.79386111
64807,36.97497222,-82.80586111
64808,36.915833333,-82.822222222
64809,37.263055555,-81.379166666
64810,37.268611111,-81.390277777
64811,37.268333333,-81.374444444
64812,37.101388888,-82.396388888
64813,37.237222222,-82.035277777
64814,37.241666666,-82.033888888
64815,37.0675,-81.769722222
64816,37.068055555,-81.769722222
64817,37.2375,-82.035
64818,36.846944444,-82.670833333
64819,37.234166666,-82.038055555
64820,37.105555555,-82.514444444
64821,37.105,-82.515277777
64822,36.83,-81.95
64823,36.981388888,-80.935277777
64824,36.925,-80.95
64825,36.955277777,-80.881666666
64826,36.982777777,-80.948333333
64827,36.9575,-80.8675
64828,36.683888888,-83.109444444
64829,37.243333333,-81.108888888
64830,37.095,-81.781111111
64831,36.930555555,-80.938888888
64832,37.143888888,-81.398055555
64833,37.143888888,-81.398055555
64834,37.155555555,-81.784722222
64835,37.231111111,-81.864444444
64836,37.2775,-82.096666666
64837,37.276388888,-82.095277777
64838,36.911111111,-82.080555555
64839,36.9,-82.104166666
64840,36.902222222,-82.063888888
64841,37.355277777,-82.198055555
64842,36.907907,-81.704097
64843,36.641666666,-80.533333333
64844,36.641666666,-80.5375
64845,36.640277777,-80.5375
64846,36.578068,-80.739046
64847,36.578068,-80.739046
64848,36.766666666,-80.729166666
64849,36.763055555,-80.729166666
64850,36.762777777,-80.728888888
64851,36.776666666,-80.706388888
64852,36.776666666,-80.706388888
64853,36.643055555,-80.5375
64854,36.725833333,-80.811944444
64855,36.725833333,-80.811944444
64856,36.725833333,-80.811944444
64857,36.641666666,-80.533333333
64858,36.623055555,-81.623055555
64859,36.940277777,-82.577777777
64860,36.705555555,-83.138888888
64861,36.696666666,-83.138333333
64862,37.08,-81.706111111
64863,36.643055555,-80.5375
64864,37.351388888,-82.186388888
64865,36.944444444,-82.160833333
64866,36.940555555,-82.154444444
64867,36.941111111,-82.15
64868,37.102222222,-82.371388888
64869,37.102222222,-82.371388888
64870,36.861111111,-82.254722222
64871,36.861111111,-82.254722222
64872,36.850833333,-82.291666666
64873,36.868611111,-82.243888888
64874,36.851111111,-82.291111111
64875,36.851388888,-82.281388888
64876,36.970555555,-82.42
64877,36.9,-82.0375
64878,37.349444444,-82.204166666
64879,37.35,-82.15
64880,36.977777777,-82.415555555
64881,36.843888888,-82.395
64882,36.843888888,-82.395
64883,36.659444444,-82.373333333
64884,36.659722222,-82.373611111
64885,36.659166666,-82.372777777
64886,36.903333333,-81.708888888
64887,36.6,-81.341111111
64888,36.922222222,-81.729722222
64889,36.998611111,-81.927777777
64890,36.998611111,-81.927777777
64891,36.680277777,-83.364444444
64892,36.600555555,-81.338611111
64893,36.600555555,-81.338611111
64894,36.599444444,-81.336944444
64895,36.6,-81.340277777
64896,37.2375,-81.320833333
64897,37.243055555,-81.168055555
64898,37.198333333,-81.553333333
64899,36.740277777,-81.758333333
64900,36.900555555,-81.781111111
64901,36.883333333,-81.743333333
64902,36.862222222,-81.7875
64903,37.033888888,-82.311388888
64904,37.103611111,-82.520833333
64905,36.705555555,-81.698055555
64906,36.705555555,-81.698055555
64907,36.733333333,-81.660277777
64908,37.236666666,-81.290277777
64909,36.967777777,-82.458055555
64910,36.967222222,-82.456111111
64911,37.132222222,-81.500555555
64912,36.967777777,-82.458055555
64913,36.967777777,-82.458055555
64914,36.976111111,-82.421388888
64915,36.968055555,-82.456388888
64916,37.164722222,-81.521111111
64917,37.084444444,-82.490833333
64918,37.125833333,-82.526944444
64919,37.11,-82.524444444
64920,37.288333333,-82.298611111
64921,37.288888888,-82.293055555
64922,37.248611111,-81.802777777
64923,36.910555555,-82.628333333
64924,36.7275,-80.983611111
64925,37.123611111,-81.874444444
64926,37.118888888,-81.871666666
64927,37.124444444,-81.875555555
64928,37.1345,-81.8755
64929,37.1248,-81.8762
64930,37.163333333,-80.888333333
64931,37.152222222,-81.413333333
64932,36.920277777,-82.638333333
64933,36.6542,-80.9175
64934,36.968333333,-82.539722222
64935,36.970555555,-82.541666666
64936,36.971388888,-82.549166666
64937,36.9375,-81.103611111
64938,36.8625,-81.641111111
64939,36.5825,-80.6675
64940,37.218055555,-81.366666666
64941,37.018055555,-81.9875
64942,37.018611111,-81.976388888
64943,37.002777777,-81.970833333
64944,37.023611111,-81.975
64945,37.021111111,-81.976388888
64946,37.018055555,-81.963333333
64947,37.28605,-81.168062
64948,37.28605,-81.168062
64949,36.610277777,-80.680833333
64950,36.611666666,-80.683333333
64951,36.622222222,-80.684722222
64952,36.5825,-80.665
64953,36.704869,-80.617251
64954,37.186944444,-81.634444444
64955,36.791666666,-81.183333333
64956,36.8,-81.183888888
64957,37.014722222,-82.29
64958,37.008333333,-82.281388888
64959,36.634444444,-81.96
64960,36.785833333,-80.933611111
64961,37.091388888,-81.728055555
64962,36.742315,-80.772943
64963,37.175,-81.794444444
64964,36.878611111,-82.860555555
64965,37.239722222,-81.277222222
64966,36.853611111,-81.427777777
64967,36.946388888,-82.196666666
64968,36.998611111,-82.706111111
64969,36.997777777,-82.706388888
64970,36.971388888,-82.771388888
64971,36.970555555,-82.821666666
64972,36.971388888,-82.771388888
64973,36.971944444,-82.772222222
64974,36.951944444,-82.112222222
64975,36.941111111,-81.045277777
64976,37.15,-81.175
64977,37.159444444,-81.158333333
64978,37.266111111,-81.922777777
64979,36.968333333,-81.559444444
64980,36.85,-81.791666666
64981,36.858333333,-81.785277777
64982,36.860555555,-81.7925
64983,36.85,-81.791666666
64984,36.85,-81.791666666
64985,36.85,-81.791666666
64986,36.861388888,-81.790555555
64987,36.8625,-81.789444444
64988,36.858888888,-81.795
64989,36.974722222,-81.559722222
64990,36.861944444,-81.790555555
64991,36.8625,-81.789444444
64992,37.297777777,-82.031944444
64993,37.297222222,-82.033888888
64994,37.295833333,-82.036111111
64995,36.726388888,-82.753611111
64996,37.180555555,-81.798611111
64997,37.18,-81.796388888
64998,37.124722222,-81.750833333
64999,37.124444444,-81.758611111
65000,37.124166666,-81.753055555
65001,37.126388888,-81.752222222
65002,36.693333333,-82.731666666
65003,36.71125,-80.694578
65004,36.71125,-80.694578
65005,36.966388888,-82.834166666
65006,36.835555555,-81.504444444
65007,37.277222222,-81.852222222
65008,37.254166666,-81.858333333
65009,36.622222222,-81.153333333
65010,36.71722,-82.7944
65011,36.623611111,-81.138888888
65012,36.659444444,-81.180555555
65013,36.621666666,-81.15
65014,36.886944444,-82.835555555
65015,36.9425,-82.800555555
65016,36.623611111,-81.138888888
65017,36.702222222,-81.439166666
65018,36.56,-80.54
65019,36.56,-80.54
65020,36.8225,-81.483333333
65021,36.702222222,-81.439166666
65022,37.064166666,-81.803333333
65023,36.9925,-82.273611111
65024,36.993611111,-82.272222222
65025,37.303888888,-81.312222222
65026,37.091388888,-81.794166666
65027,36.643333333,-82.564722222
65028,36.928333333,-81.091666666
65029,36.675119,-80.720627
65030,36.931944444,-82.198611111
65031,36.733333333,-83.090277777
65032,36.751388888,-83.011111111
65033,37.298055555,-79.301666666
65034,36.747777777,-80.753333333
65035,36.8525,-80.925555555
65036,36.5558,-82.1148
65037,36.7625,-80.729166666
65038,38.42987502,-78.83747406
65039,36.7625,-80.729166666
65041,36.839722222,-77.551388888
65042,37.418611111,-79.14
65043,36.824722222,-81.538333333
65044,37.335277777,-78.874444444
65045,37.283333333,-80.054444444
65046,38.242318,-79.058308
65047,37.296111111,-75.957777777
65048,36.765555555,-76.861111111
65049,37.436944444,-76.543888888
65050,38.214364064,-77.2571745
65051,39.053055555,-78.136388888
65052,37.557777777,-76.438055555
65053,38.664166666,-77.290277777
65054,38.661388888,-77.288611111
65056,38.62208056,-78.50560278
65057,37.19399,-77.633084
65058,37.53836944,-75.88629444
65059,36.561002,-77.853108
65060,37.53811111,-75.88723611
65061,37.256464,-75.996873
65062,38.746933,-77.53109
65063,36.755415,-77.840063
65064,37.5534,-80.0727
65065,38.692777777,-77.569166666
65066,38.748074715,-77.532655159
65067,37.54121667,-75.88413333
65068,36.7384781,-78.0149968
65069,37.113891,-77.570297
65070,37.26186,-76.006122
65071,37.2571,-76.008654
65072,37.238922,-76.00507
65073,37.266983,-75.998204
65074,37.260562,-76.000156
65075,37.261246,-75.993977
65076,37.0342,-78.9337
65077,37.993331,-75.519628
65078,37.993472,-75.518972
65079,37.993556,-75.518111
65080,37.993639,-75.51725
65081,37.993306,-75.519839
65082,36.749341,-76.288544
65083,36.749269,-76.288391
65092,36.669193,-78.375733
65093,36.576912,-78.154928
65094,36.77016,-77.930702
65095,36.588451,-77.534641
65096,36.58568,-78.089119
65097,36.559526,-78.112318
65098,36.561103,-78.082561
65099,36.60211,-78.171128
65100,36.573156,-78.026021
65101,36.582625,-78.093631
65102,36.57661,-78.156006
65103,36.955933,-77.643543
65104,36.575782,-78.056288
65105,36.574753,-78.053064
65106,36.574753,-78.053064
65107,36.545642,-78.071314
65108,36.575782,-78.056288
65109,36.575888,-77.992739
65110,37.009158,-77.995245
65121,37.531916666,-75.903083333
65122,37.531916666,-75.903083333
65124,37.342654,-77.980754
65125,36.766111111,-76.859722222
65126,36.841835,-79.555301
65127,36.967178,-82.08292
65128,36.587222222,-81.337777777
65129,36.967178,-82.08292
65130,37.983055555,-79.493333333
65131,37.875833333,-75.591111111
65132,37.988611111,-79.155
65133,38.670555555,-78.460277777
65134,36.718002,-80.518925
65135,36.718002,-80.518925
65136,36.718002,-80.518925
65137,37.291111111,-82.205
65138,37.506987,-77.706968
65139,37.584166666,-79.507777777
65141,36.894109,-78.048547
65142,37.220277777,-80.231666666
65143,39.273611111,-77.633888888
65144,37.163197,-79.073716
65145,37.321388888,-79.429722222
65146,37.393333333,-79.798888888
65147,37.678333333,-75.725277777
65148,37.353055555,-78.816666666
65149,37.925,-75.5025
65150,37.856111111,-75.561944444
65151,36.685833333,-79.946944444
65152,36.92723,-77.57142
65153,37.3525,-78.826944444
65154,37.153333333,-80.261944444
65155,37.198888888,-80.240277777
65156,38.823448,-77.020472
65157,37.765277777,-78.863888888
65158,36.823611111,-81.477222222
65159,36.855372,-76.317531
65160,37.978888888,-78.383055555
65161,36.688634,-78.864849
65163,38.436666666,-77.564166666
65164,38.170277777,-76.865277777
65165,37.296583,-75.957778
65166,38.180277777,-79.808055555
65167,37.637222222,-77.834166666
65168,38.896388888,-77.669722222
65169,38.483888888,-78.608333333
65170,38.488814,-78.602892
65171,38.822777777,-78.561666666
65172,38.830833333,-78.569166666
65173,36.866111111,-81.481111111
65174,37.123611111,-81.876944444
65175,37.228611111,-82.343888888
65176,37.368055555,-80.673888888
65177,38.734722222,-77.7475
65178,38.583327,-78.501212
65180,37.1232,-81.8749
65182,38.987471677,-78.35632873
65183,38.436944444,-77.861666666
65184,38.3125,-77.541666666
65185,38.322222222,-77.541666666
65186,38.247222222,-77.595
65187,38.651397,-78.68615
65188,38.647094988,-78.701144725
65189,36.901944444,-82.751944444
65193,38.533055555,-77.817222222
65194,37,-77
65195,37.489722222,-79.166388888
65196,36.909444444,-78.0175
65197,38.389145,-78.653521
65198,36.711944,-82.796944
65199,37.776111111,-78.740555555
65200,37.236944444,-81.096666666
65201,38.381188,-78.641973
65202,38.419274,-78.744302
65203,37.005555555,-78.759166666
65204,37.174166666,-79.264444444
65205,38.7325,-77.808055555
65206,36.901944444,-82.313333333
65207,36.552599,-77.865383
65208,37.171666666,-76.706388888
65209,38.0575,-77.793333
65210,37.706111111,-78.288611111
65212,38.877222222,-78.177222222
65213,37.558333333,-77.621388888
65214,38.958180055,-78.45359958
65215,36.603888888,-82.531111111
65216,36.838055555,-79.640833333
65217,37.771666666,-77.741388888
65218,38.136111111,-77.351944444
65219,38.034722222,-77.519444444
65220,37.768888888,-78.289444444
65221,37.798333333,-79.995277777
65222,38.776388888,-77.738333333
65226,38.030555555,-77.546944444
65227,38.510833333,-77.801111111
65228,38.012777777,-77.568055555
65229,37.50774,-77.17746
65230,37.745555555,-78.286111111
65232,37.009158,-77.995245
65233,38.46032,-78.04164
65234,38.66761,-77.97339
65235,38.66761,-77.97339
65236,37.460555555,-80.004722222
65237,37.341944444,-80.759722222
65238,38.114722222,-78.025833333
65239,38.1025,-78.026666666
65240,38.104722222,-78.019444444
65241,38.106666666,-78.025555555
65242,38.103611111,-78.018055555
65243,38.103611111,-78.019444444
65244,38.103055555,-78.018611111
65245,38.106944444,-78.025833333
65247,38.1425,-78.493611111
65248,37.540277777,-77.816666666
65249,37.811388888,-76.395277777
65250,37.383333333,-77.382777777
65251,38.961111111,-77.590277777
65252,37.654444444,-75.820277777
65253,36.6075,-77.581388888
65254,37.258888888,-75.9325
65256,37.196111111,-75.990555555
65257,37.420555555,-77.206944444
65258,37.351388888,-79.898888888
65259,37.656621,-77.374861
65260,37.585125,-77.287202
65261,37.656621,-77.374861
65262,37.585125,-77.287202
65263,38.248055555,-78.0375
65265,37.389444444,-79.554444444
65266,37.954444444,-79.918888888
65267,38.68,-78.437222222
65268,36.640833333,-81.158888888
65269,36.623888888,-81.156944444
65270,36.638888888,-81.165277777
65271,38.657222222,-77.95
65272,38.000386,-78.342375
65273,38.951111111,-77.585555555
65274,37.736666666,-79.037222222
65275,37.555555555,-79.842777777
65276,37.760277777,-79.829166666
65277,37.7625,-79.829444444
65279,38.892778125,-78.120928597
65282,37.168055555,-76.555
65283,38.666388888,-77.583888888
65284,38.6625,-77.583888888
65286,38.146666666,-77.354444444
65287,38.212777777,-77.35
65288,38.070833333,-77.333333333
65289,38.069444444,-77.328333333
65290,38.130277777,-77.323055555
65291,38.180277777,-77.2925
65292,38.138611111,-77.314722222
65293,37.773055555,-77.755
65294,36.7225,-79.4925
65295,36.6444,-77.61477
65296,36.776666666,-80.706388888
65297,36.776666666,-80.706388888
65298,36.618055555,-81.697222222
65299,36.605277777,-80.688888888
65300,38.338155122,-78.744751913
65301,36.64695,-77.63147
65302,36.64328,-77.63295
65303,38.262152386,-78.825340605
65304,38.053122014,-78.931233717
65305,37.730555555,-79.339722222
65307,37.973611111,-76.47
65308,37.690277777,-77.1975
65309,37.690277777,-77.1975
65310,36.610833333,-80.683333333
65311,36.571944444,-80.681111111
65312,36.721969,-78.141268
65313,36.776666666,-80.706388888
65314,37.013055555,-79.610555555
65315,36.7625,-80.729166666
65316,37.972222222,-76.467222222
65317,37.972222222,-76.467222222
65318,37.380277777,-80.876944444
65319,38.745555555,-77.055277777
65320,37.84,-75.526388888
65321,37.955833333,-75.486388888
65322,37.841944444,-75.536666666
65323,37.841944444,-75.536666666
65324,37.841944444,-75.536666666
65325,37.963333333,-75.477222222
65326,38.000833333,-75.446666666
65327,37.97,-75.441388888
65328,37.968055555,-75.462777777
65329,37.96,-75.465833333
65330,37.946944444,-75.495555555
65331,38.000555555,-75.528888888
65332,37.9525,-75.483611111
65333,37.986666666,-75.46
65336,38.1775,-78.853055555
65337,38.1775,-78.853055555
65338,38.360856,-78.683086
65339,37.352777777,-82.186666666
65340,36.731944444,-76.604722222
65341,37.353055555,-82.187222222
65342,37.352222222,-82.188055555
65343,37.352222222,-82.184444444
65344,38.583055555,-78.483611111
65345,38.644399444,-78.451183547
65346,38.422222222,-78.94
65347,39.099722222,-78.007777777
65348,38.266666666,-78.558333333
65349,38.226039102,-79.176803752
65350,38.224785872,-79.171999644
65351,38.211711,-79.229425
65352,38.212031697,-79.227367175
65353,38.210833333,-78.818888888
65354,38.211276,-79.206839
65355,38.2125,-78.82
65356,38.210834561,-79.191821533
65357,37.22,-76.45
65358,38.951111111,-77.585555555
65359,39.017604444,-78.336742777
65360,36.744166666,-79.875555555
65361,36.681944444,-79.779444444
65362,38.313611111,-77.135833333
65363,37.270277777,-79.897222222
65364,37.297222222,-79.855277777
65365,37.297222222,-79.855277777
65366,37.278055555,-79.889444444
65367,37.292222222,-79.874722222
65368,37.283888888,-79.856388888
65369,37.276111111,-79.870277777
65370,37.214113,-76.453606
65371,39.155833333,-77.548611111
65372,37.342458,-75.911055
65373,39.244674,-77.503425
65374,37.344478,-75.9103
65375,39.07096,-77.59883
65376,39.07388,-77.59188
65377,37.345546,-75.910283
65378,37.121388888,-79.646944444
65380,37.797289,-75.622885
65381,37.797289,-75.622885
65382,37.797289,-75.622885
65383,37.797289,-75.622885
65384,37.797289,-75.622885
65385,37.797289,-75.622885
65386,37.797289,-75.622885
65387,37.797289,-75.622885
65388,37.797289,-75.622885
65389,37.797289,-75.622885
65390,37.797289,-75.622885
65391,37.588117,-75.783198
65392,38.767222222,-77.805833333
65393,38.764166666,-77.798333333
65394,36.647777777,-75.989444444
65395,37.567222222,-77.631666666
65396,37.999722222,-78.700277777
65397,38,-78.7
65398,36.64,-82.071944444
65399,36.638333333,-82.071111111
65400,36.6425,-82.068055555
65401,36.642777777,-82.073055555
65402,37.839213,-77.426071
65403,38.392431936,-78.815586327
65404,39.119444444,-77.556944444
65405,37.792783,-79.472461
65406,37.792783,-79.472461
65407,37.118055,-79.621465
65408,38.042719,-76.961458
65409,36.714418,-80.833931
65410,37.772957,-77.307285
65411,38.983912,-77.451581
65412,38.983912,-77.451581
65413,37.792783,-79.472461
65414,37.439602,-77.164301
65415,37.410707,-79.187313
65416,37.29307,-76.732512
65417,37.272534,-76.721572
65418,37.410707,-79.187313
65419,36.758906,-77.743627
65420,36.757525,-77.847099
65422,39.123475,-77.682347
65423,37.118055,-79.621465
65425,36.897999,-76.484786
65426,37.57176,-77.527471
65428,37.751263,-78.656445
65429,37.016776,-79.45131
65430,37.016776,-79.45131
65431,37.2445,-79.92
65432,37.118055,-79.621465
65433,38.87,-77.85
65434,36.875833333,-79.725833333
65435,36.820314,-79.522199
65436,37.29307,-76.732512
65437,38.757824638,-77.498482619
65439,38.979722222,-77.399444444
65440,37.881889,-77.507356
65441,38.970555555,-77.735277777
65442,36.905242,-77.239706
65443,36.805911,-76.623457
65444,38,-77
65445,37.428697,-77.151254
65446,37.439602,-77.164301
65447,37.428697,-77.151254
65448,38.75,-77.68
65449,38.072293,-77.328182
65450,37.441808,-79.941483
65451,38.86,-77.86
65452,39.096969,-78.22971
65453,38.983912,-77.451581
65454,36.974378,-77.404377
65455,36.974378,-77.404377
65456,39.096969,-78.22971
65457,39.096969,-78.22971
65458,39.114553,-78.194176
65459,39.114553,-78.194176
65460,37.960485,-78.604177
65461,37.377642,-77.079366
65462,36.569444444,-79.621666666
65463,36.7457,-80.773581
65464,37.118055,-79.621465
65465,37.571858,-77.527481
65466,39.17578,-77.55867
65467,37.453775,-77.151254
65468,38.010776,-77.908623
65469,37.772957,-77.307285
65470,36.960069,-78.119216
65472,37.772957,-77.307285
65473,36.65407,-80.41318
65474,36.757525,-77.847099
65475,39.18404,-77.54856
