"DEQ.ID.of.Source","Corrected_Latitude","Corrected_Longitude"
59609,39.135833333,-77.68
59610,38.007,-77.531
59611,37.602222222,-77.168333333
59613,38.883917,-78.233539
59615,37.3525,-80.761944444
59616,37.835277777,-77.428888888
59617,37.957777777,-78.596388888
59618,37.110555555,-80.592222222
59619,36.873685,-76.118763
59620,38.176944444,-76.885277777
59621,37.788611111,-77.35
59623,38.181944444,-79.821666666
59625,37.4175,-77.034166666
59626,37.338888888,-80.804444444
59627,37.961388888,-76.770277777
59629,38.670928,-78.426709
59630,37.134444444,-79.023888888
59631,38.579865591,-78.494465155
59634,37.982222222,-77.493888888
59635,38.648754,-78.696477
59636,38.650283,-78.678406
59637,38.647539,-78.698771
59638,38.053333333,-76.738888888
59639,38.2025,-77.235833333
59640,38.203333333,-77.236666666
59643,38.749444444,-77.501944444
59644,37.134166666,-79.023055555
59646,37.69,-76.34
59647,38.671734583,-78.444434425
59648,37.086388888,-79.571944444
59649,38.567667,-78.509613
59650,37.135,-79.021666666
59651,37.664722222,-78.718333333
59653,38.832997202,-78.796159538
59654,36.702222222,-81.439166666
59655,38.649053,-78.692811
59656,38.026388888,-77.511388888
59657,38.827501397,-78.75998608
59658,37.335277777,-80.758055555
59660,36.991388888,-76.446944444
59661,38.749444444,-77.501944444
59662,38.814653333,-78.763965
59663,37.332222222,-79.581388888
59670,37.706944444,-78.288333333
59671,38.771666666,-77.491111111
59672,38.358611111,-77.635833333
59673,36.605,-78.525833333
59674,36.997222222,-76.451388888
59675,38.054444,-77.794444
59676,37.77032,-77.206276
59677,37.744722222,-77.504444444
59678,39.142876,-77.546201
59679,37.001666666,-76.448055555
59680,38.063056,-77.790556
59681,37.001666666,-76.448055555
59682,37.057222222,-79.545555555
59683,36.717135,-79.458133
59684,38.794722222,-78.821666666
59686,37.097222222,-79.659166666
59687,37.103055555,-79.661388888
59688,37.0225,-79.623611111
59689,37.023055555,-79.614722222
59690,37.019444444,-79.613888888
59691,37.4144,-79.9338
59692,38.049444444,-79.333611111
59693,37.319166666,-77.164444444
59694,38.914722222,-77.256388888
59695,37.727222222,-79.36
59696,36.985833333,-76.441666666
59698,37.363,-79.9592
59699,37.788333333,-78.71
59706,38.875666377,-78.624867158
59708,36.947465,-79.024879
59710,37.418888888,-77.035555555
59711,37.77,-75.574166666
59712,37.608888888,-79.037777777
59713,37.38861,-77.76624
59714,38.725833333,-77.388611111
59715,38.059166666,-79.34
59716,37.651666666,-77.781666666
59717,38.73835,-78.627694
59718,36.838055555,-79.640833333
59719,37.061111111,-79.619722222
59720,37.923055555,-78.955
59721,38.404444444,-78.633888888
59724,37.3,-77.384166666
59725,38.875666377,-78.629891305
59726,38.87475165,-78.613653027
59727,37.320555555,-79.9875
59731,37.3425,-78.985555555
59732,39.280833333,-77.639166666
59733,39.145833333,-77.974166666
59734,39.105833333,-77.481388888
59735,38.439166666,-78.037222222
59736,38.559722222,-77.7525
59738,37.273333333,-77.980555555
59740,39.249338825,-78.336287441
59741,37.765565,-77.766872
59742,38.4013,-77.442
59743,38.515833333,-78.022222222
59744,38.894166666,-77.672222222
59745,38.000658,-78.343056
59746,37.300277777,-77.512777777
59747,38.660277777,-77.937777777
59748,38.511111111,-77.800277777
59749,37.264444444,-78.138888888
59750,36.748611111,-77.749444444
59751,38.515833333,-78.022222222
59752,38.427222222,-78.034444444
59753,37.318611111,-79.985833333
59754,36.776666666,-80.706388888
59755,38.621463,-78.689294
59756,37.743542,-77.287027
59757,38.918333333,-77.656111111
59758,38.767133,-78.621520069
59759,37.745555555,-77.503333333
59760,37.214444444,-80.36
59761,37.6379581,-75.7702564
59762,37.709166666,-77.248888888
59763,36.7325,-76.031111111
59764,37.276111111,-78.134444444
59765,38.723888888,-77.388055555
59766,37.263888888,-78.137222222
59767,38.255,-78.826388888
59768,38.319722222,-78.7475
59769,36.606944444,-77.576944444
59770,37.301111111,-76.704444444
59771,36.576111111,-79.432777777
59772,36.569444444,-79.621666666
59773,38.983333333,-78.290277777
59774,37.286944444,-80.078333333
59775,38.828611111,-77.164722222
59776,38.352222222,-77.764166666
59777,37.286388888,-80.075833333
59778,38.3401,-78.7203
59779,39.144502,-77.594493
59780,36.704166666,-79.864166666
59781,38.772501013,-78.624529872
59782,37.595555555,-77.075555555
59784,36.888374,-79.382937
59785,37.194555,-77.389262
59786,38.821388888,-77.408333333
59787,37.557777777,-76.438055555
59788,37.557777777,-76.438055555
59789,37.190277777,-77.395833333
59790,38.181666666,-78.851388888
59791,37.74,-79.36
59793,38.8225,-77.328055555
59794,38.970555555,-77.735277777
59795,39.088611111,-78.043611111
59797,36.96156,-77.57083
59800,39.028261,-77.392138
59803,38.46302903,-79.0158326
59804,36.771783,-76.214986
59805,38.633333333,-77.809722222
59806,37.542322,-77.681708
59807,37.335,-77.260277777
59809,37.166009,-79.074962
59810,39.008888888,-77.952777777
59811,38.764166666,-77.798333333
59812,38.863888888,-77.783333333
59813,38.861388888,-77.841944444
59814,38.265833333,-78.1575
59816,37.084444444,-78.713888888
59817,38.74,-77.738055555
59818,38.327222222,-78.481388888
59819,38.727222222,-77.715
59821,38.436944444,-77.861666666
59822,37.816772,-75.640813
59823,37.075127,-77.565731
59824,37.245,-80.025833333
59828,36.672770202,-82.750603447
59829,36.670731,-82.750556
59834,38.225833333,-77.251944444
59835,37.66820861,-76.59584016
59836,38.025277777,-77.572777777
59837,38.764166666,-77.798333333
59838,38.465525,-78.014142
59839,38.151928,-77.005976
59840,37.906424,-78.347896
59841,39.161220119,-77.9384166
59842,38.530022,-78.815372
59843,38.007,-77.531
59845,37.097222222,-79.3125
59847,37.233888888,-80.045
59851,38.876820972,-78.627015638
59852,37.649166666,-77.401388888
59854,39.19358898,-78.3514976
59855,38.875272,-78.599372
59856,38.025277777,-77.572777777
59857,38.014722222,-77.547777777
59859,37.58,-77.68
59860,39.1642657,-77.932387063
59861,36.93176,-77.2017
59862,38.530978,-78.817694
59863,39.161079805,-77.938115147
59865,37.681944444,-77.135277777
59867,37.648888888,-75.801666666
59868,36.717135,-79.458133
59869,36.717135,-79.458133
59870,36.767728,-76.61927
59871,37.718947,-78.968183
59874,36.637222222,-76.222777777
59875,36.771666666,-76.890277777
59876,38.77178,-78.41021
59877,37.125,-82.633333333
59878,37.380555555,-79.884722222
59879,36.866039009,-78.704933283
59880,36.62533,-77.64628
59881,39.226781338,-78.244729441
59882,38.199722222,-76.985277777
59883,38.49667,-78.03749
59884,36.896778,-77.57466
59886,38.039976,-79.384349
59888,36.661953,-79.46606
59889,37.622222222,-77.466666666
59890,37.766805,-75.660889
59891,37.519166666,-77.184166666
59892,37.837222222,-75.583611111
59894,38.030555555,-78.558333333
59895,37.855772,-77.532185
59896,38.728333333,-77.8075
59897,38.748333333,-77.7825
59898,38.14092,-77.15065
59899,37.349656,-75.936077
59900,38.075408394,-78.914542725
59901,38.071388888,-78.6525
59902,38.057222222,-78.921111111
59903,38.408611111,-78.939722222
59904,39.019893361,-78.33235658
59905,37.325,-80.821111111
59906,38.265277777,-78.863333333
59907,36.661666666,-79.423888888
59908,36.62568,-77.63865
59909,37.468103,-77.42254
59910,38.007072,-79.031253
59911,36.765833333,-76.884722222
59912,38.537777777,-77.280555555
59913,38.054166666,-79.217222222
59914,37.311944,-78.084167
59915,38.206666666,-79.036666666
59916,38.005156,-79.038614
59917,37.702222222,-78.924444444
59918,38.006106,-78.951233
59919,37.750833333,-79.995833333
59921,36.923556,-76.545972
59922,38.035,-78.959166666
59923,37.216917,-80.436733
59924,38.020833333,-78.979166666
59925,37.288224,-75.971178
59926,36.767728,-76.61927
59927,38.127222222,-79.065
59928,38.241111111,-77.407222222
59930,38.928611111,-77.338333333
59931,37.432777777,-77.627777777
59933,37.183333333,-76.536388888
59934,38.151928,-77.005976
59935,38.151928,-77.005976
59936,38.123611111,-78.847222222
59937,38.854722222,-77.074166666
59938,37.576185,-75.846528
59939,38.128333333,-79.069444444
59940,37.188164,-75.947269
59941,36.7137661,-80.0300104
59942,36.921314,-79.425888
59943,38.254677,-79.066722
59944,36.661953,-79.46606
59945,38.1583,-78.4701
59946,37.781944444,-78.508333333
59947,37.849,-75.513
59948,38.740833333,-77.79
59949,37.3636,-79.9587
59950,37.260555555,-80.049166666
59953,38.045539,-78.767117
59954,37.030555555,-76.834722222
59955,36.651806,-79.479058
59956,38.215,-78.833611111
59957,38.771666666,-77.526388888
59958,36.856666666,-79.49
59959,38.661111111,-78.6875
59960,37.008333333,-78.604166666
59961,37.196944444,-75.994722222
59962,36.853888888,-79.482222222
59963,38.159444444,-78.426666666
59964,38.285278,-78.118611
59966,37.259998,-75.981153
59967,36.661944444,-79.897222222
59968,38.151928,-77.005976
59969,38.151928,-77.005976
59970,36.664567,-76.593792
59971,38.763888888,-77.623611111
59972,36.82,-76.088333333
59973,36.820833333,-76.088888888
59974,36.767728,-76.61927
59975,36.767728,-76.61927
59977,37.2499,-79.9164
59978,38.722222222,-77.771388888
59979,38.151928,-77.005976
59980,37.469246,-75.930752
59981,38.285,-78.118889
59984,37.469246,-75.930752
59985,38.938888888,-77.350555555
59986,37.341111111,-80.751944444
59987,36.820314,-79.522199
59988,37.434444444,-75.97
59989,37.473804,-75.930968
59990,38.763888888,-77.623611111
59991,38.004722222,-77.904444444
59993,37.366666666,-80.677222222
59994,37.377777777,-80.659722222
59998,37.403055555,-77.562222222
59999,38.442419,-77.97545
60000,37.8698083,-75.5245963
60001,37.772957,-77.307285
60002,36.772925079,-80.265675196
60003,38.104722222,-78.468333333
60006,37.016464293,-75.91291666
60007,37.622159,-77.463419
60008,36.82,-76.086666666
60009,37.563888888,-77.618888888
60010,38.4412,-77.974283
60011,37.440833333,-82.045277777
60012,37.569722222,-77.528611111
60014,36.817222222,-76.396666666
60015,36.608333333,-78.545833333
60016,38.678779,-78.46715
60017,37.531802,-75.823313
60018,37.979139,-75.530233
60019,37.207777777,-79.301111111
60020,36.865,-75.988333333
60021,36.636944444,-80.273888888
60022,36.634722222,-80.265277777
60023,36.634722222,-80.265555555
60024,36.548055555,-78.775555555
60025,36.756944444,-78.791666666
60026,37.4212,-80.0227
60028,37.093333333,-79.644166666
60032,37.595555555,-77.075555555
60034,38.763888888,-77.623611111
60035,36.756944444,-78.792777777
60036,37.6379581,-75.7702564
60037,36.910277777,-80.316666666
60038,36.636944444,-80.273888888
60039,37.224166666,-76.661944444
60040,36.780555555,-78.811666666
60041,36.704166666,-79.864444444
60043,36.559444444,-79.434444444
60044,36.975823,-77.769672
60046,37.154166666,-80.530555555
60047,36.776388888,-79.413333333
60048,36.776944444,-79.414722222
60049,36.915,-80.310833333
60051,36.921388888,-80.333055555
60052,36.7625,-80.729166666
60053,36.763888888,-80.728888888
60054,36.777777777,-79.414722222
60055,36.777222222,-79.414166666
60058,38.413055555,-78.621388888
60064,38.378611111,-78.271666666
60065,38.6825,-77.193055555
60066,37.486944444,-80.105
60067,36.772777777,-76.378055555
60068,36.777222222,-79.413055555
60069,38.279722222,-78.340277777
60070,37.388333333,-80.099166666
60071,37.22,-76.463611111
60072,36.913333333,-80.309722222
60075,37.107777777,-79.975833333
60087,37.359166666,-78.836666666
60089,36.926111111,-80.012777777
60090,36.923888888,-80.015277777
60092,37.803888888,-79.793055555
60093,38.013056,-77.713333
60095,38.768888888,-77.520833333
60102,38.971388888,-77.2875
60103,37.014508,-76.611172
60104,37.9202871,-75.7290877
60109,37.5175,-80.084444444
60110,38.218611111,-78.219444444
60111,37.297222222,-79.863333333
60112,37.834166666,-77.329166666
60113,37.936944444,-77.476388888
60123,37.721388888,-76.515
60124,37.711666666,-76.522222222
60126,38.974444444,-77.231388888
60127,37.689833,-77.26059978
60128,38.676111111,-77.191111111
60129,38.095555555,-76.829444444
60130,37.941111111,-77.472222222
60132,38.172222,-78.932222
60133,36.690833333,-78.904722222
60134,37.275,-79.872222222
60135,37.940833333,-77.470833333
60136,37.575662,-75.793223
60137,37.161864,-79.070868
60138,37.441627,-75.943877
60139,37.318611111,-79.930833333
60140,38.928333333,-78.466388888
60141,38.435765232,-78.618531515
60142,39.127222222,-77.670833333
60143,39.133888888,-77.671388888
60144,38.095277777,-76.828611111
60145,36.776666666,-80.706388888
60146,38.538055555,-78.832777777
60147,38.573504513,-78.505483844
60148,38.566596077,-78.510661063
60149,38.441678,-77.974955
60150,38.0125,-77.500555555
60151,39.1725,-77.990833333
60152,38.419939433,-78.945700366
60153,39.138055555,-77.657222222
60154,38.46348705,-79.0158026
60155,38.46265403,-79.01691358
60156,37.884674,-77.685885
60157,36.7225,-79.4925
60158,36.98972,-79.190208
60159,37.389722222,-75.925277777
60160,39.137617,-77.854458597
60161,37.365347,-75.952646
60162,38.925833333,-77.662222222
60163,38.03689,-78.9348
60164,39.135160725,-77.86819273
60165,39.126166366,-77.87206868
60166,36.661953,-79.46606
60167,38.27518,-78.85619
60168,36.621111111,-77.523333333
60169,37.6379581,-75.7702564
60170,38.239722222,-77.260277777
60171,39.046111111,-77.488055555
60173,37.3425,-80.761666666
60174,37.259998,-75.981153
60175,37.8697,-75.5085
60176,36.932348,-78.464441
60177,38.030555555,-76.583333333
60178,38.207564,-78.21806
60179,37.186583,-77.576713
60180,37.43319,-75.875853
60181,37.721944444,-77.025277777
60182,37.575662,-75.793223
60183,37.2255556,-77.6255556
60184,38.909722222,-77.195833333
60185,36.799444444,-79.516111111
60187,37.753888888,-75.679444444
60188,36.914,-77.5315
60189,36.758333333,-76.142777777
60190,37.494166666,-79.226388888
60191,36.566111111,-77.863055555
60192,37.993366,-75.574312
60193,37.547287,-77.685717
60194,37.772957,-77.307285
60196,38.6825,-77.193611111
60197,36.64933,-77.6263
60198,36.764,-77.869
60199,37.1472,-77.5246
60200,36.878092,-79.685811
60201,37.2255556,-77.6255556
60202,36.863353,-77.558343
60203,37.337787,-77.373533
60204,36.628037,-79.056473
60205,36.637222222,-76.222777777
60206,36.894109,-78.048547
60207,36.869556,-76.649214
60208,37.277339,-80.10155
60209,37.202379,-75.966868
60210,37.753028,-77.685898
60211,36.888888888,-79.495555555
60212,37.885,-78.912777777
60213,38.151928,-77.005976
60214,36.868569444,-76.471116666
60215,36.723907,-76.894365
60216,36.717135,-79.458133
60217,36.662932,-78.511088
60218,37.182777777,-75.990277777
60219,38.467222222,-78.975
60220,37.836944444,-75.5825
60221,36.571944444,-79.625277777
60222,38.843888888,-77.084166666
60223,36.7225,-79.4925
60224,36.718055555,-77.073611111
60225,37.161864,-79.070868
60226,36.6525,-78.867777777
60227,37.69,-76.34
60228,36.757881,-79.385399
60229,36.924449,-79.42907
60230,36.868569444,-76.471116666
60231,38.811826,-77.375747
60232,36.717135,-79.458133
60233,36.799444444,-79.516111111
60234,36.758333333,-76.072222222
60235,38.8075,-77.068888888
60236,38.164444,-77.160833
60237,37.710406,-75.700399
60238,38.2,-78.233333333
60239,38.085197,-78.936879
60240,36.751917,-79.46329
60241,36.9925,-76.989166666
60242,37.073644,-77.686408
60243,38.06535,-79.06464
60244,36.968055555,-77.558333333
60245,36.684494,-79.505418
60246,37.05649,-78.78338
60247,36.810295,-79.515667
60248,37.405159,-77.650893
60249,38.281788,-78.908734
60250,37.703055555,-77.238333333
60251,38.633888888,-78.761944444
60252,37.621667,-78.074722
60253,37.6875,-77.223333333
60254,38.190853,-79.404675
60255,36.939766,-79.831602
60256,37.500555555,-75.875277777
60257,37.898055555,-77.439722222
60258,37.681388888,-77.126666666
60259,36.717135,-79.458133
60260,37.898055555,-77.439722222
60261,36.857777777,-75.993611111
60262,38.793888888,-77.068333333
60263,36.725555555,-79.461111111
60264,37.743627,-75.615746
60265,36.805555555,-76.623611111
60266,37.708055555,-77.234166666
60267,36.608333333,-78.545833333
60268,37.848055555,-78.793888888
60270,37.202379,-75.966868
60271,36.906334,-77.236974
60272,37.356904,-78.826297
60273,36.757881,-79.385399
60274,37.356462,-77.863726
60275,36.712134,-79.479965
60276,36.981111111,-78.775
60277,36.6525,-78.867777777
60278,37.12032,-77.51317
60279,38.889722,-77.534994
60280,36.724878,-76.587005
60281,37.710406,-75.700399
60282,37.356462,-77.863726
60283,36.979371,-76.626667
60284,38.811826,-77.375747
60285,37.711666666,-75.660833333
60286,37.138961,-77.510152
60287,36.915758,-78.178547
60288,37.721944444,-77.010277777
60289,37.356904,-78.826297
60290,38.721388888,-77.773888888
60291,38.721388888,-77.804166666
60292,36.881111111,-76.161111111
60293,38.13019,-78.86323
60294,38.21528,-78.975332
60295,36.757881,-79.385399
60296,36.937477,-79.426091
60297,37.729653,-75.656599
60298,37.721944444,-77.025277777
60299,37.048458,-77.599788
60300,36.628037,-79.056473
60301,37.337787,-77.373533
60302,36.621111111,-77.523333333
60303,37.816388888,-77.108333333
60304,38.190853,-79.404675
60305,36.979722222,-78.782777777
60306,37.1472,-77.5246
60307,37.562777777,-76.380277777
60308,38.166842,-79.097315
60309,37.034194,-79.998722
60310,38.01678,-79.02499
60311,37.982658,-76.961506
60312,38.715833333,-77.514166666
60313,36.994724,-79.168287
60314,37.949949,-78.859991
60315,37.671416,-76.585575
60316,36.607828,-78.595987
60317,37.618055555,-77.101666666
60318,36.532777777,-77.400833333
60319,36.932348,-78.464441
60320,37.710406,-75.700399
60321,37.123875,-76.617974
60322,36.799444444,-79.516111111
60323,36.724878,-76.587005
60324,36.698782,-79.436818
60326,37.161864,-79.070868
60327,37.583611111,-75.817777777
60328,36.578333333,-79.492777777
60329,36.894109,-78.048547
60330,37.161864,-79.070868
60331,38.1375,-78.938333333
60332,36.981519,-76.631639
60333,38.434722222,-78.977222222
60334,38.336111111,-77.757777777
60335,37.245833333,-76.945833333
60336,36.607828,-78.595987
60338,36.867923,-79.230707
60339,36.709722222,-79.453333333
60340,37.624166666,-77.823611111
60341,37.3975,-79.062222222
60342,36.758333333,-76.072222222
60343,37.438918,-75.88085
60344,37.16444,-76.82888
60345,37.756388888,-76.746388888
60346,37.19862,-75.979445
60347,37.829618,-75.623322
60348,36.836666666,-79.474444444
60349,37.2425,-76.64
60350,38.244722222,-77.385
60351,36.876388888,-77.453333333
60352,36.646306,-79.255281
60353,37.242222222,-76.9375
60355,37.680833333,-77.213888888
60356,38.007352,-75.433971
60357,37.588117,-75.783198
60358,36.960992,-78.414247
60359,37.874102,-75.523659
60360,37.874102,-75.523659
60361,37.438918,-75.88085
60362,37.525833333,-77.438055555
60363,36.821666666,-76.1425
60364,37.428611111,-76.322777777
60365,38.1,-76.7
60366,38.397777777,-78.625
60367,37.801666666,-79.996666666
60368,37.383055555,-77.3825
60369,38.468888888,-78.018055555
60370,37.547287,-77.685717
60371,37.382777777,-77.3825
60372,37.669444444,-79.277777777
60373,37.067777777,-78.953333333
60374,36.872222222,-76.2125
60375,37.19862,-75.979445
60376,38.485277777,-77.400833333
60377,38.389722222,-77.479166666
60378,38.222777777,-78.899444444
60379,37.304444,-78.071389
60380,37.298889,-78.069444
60381,37.275,-80.140277777
60383,37.647331,-75.756506
60384,37.369722222,-77.296111111
60385,37.533333333,-77.454166666
60386,37.526263,-76.419289
60387,36.747961,-78.567291
60388,37.979139,-75.530233
60389,38.424875,-78.941916
60391,37.588117,-75.783198
60392,36.868611111,-79.463611111
60393,37.708055555,-77.234166666
60394,37.535833333,-79.358055555
60395,37.807222222,-79.996111111
60396,37.735833333,-79.038333333
60397,36.7225,-79.4925
60398,37.057094574,-78.501953125
60399,37.371666666,-80.863055555
60400,37.855772,-77.532185
60401,36.765,-77.08805
60402,36.870277777,-78.6925
60403,36.677473,-75.984732
60404,37.103632,-79.125436
60405,36.882585,-79.654938
60406,37.375,-77.875
60407,37.968888888,-78.226111111
60408,38.889371,-77.537345
60409,37.972222222,-76.467222222
60410,37.695277777,-76.998611111
60412,37.393333333,-79.319722222
60413,37.671388888,-76.432777777
60414,36.705,-79.935277777
60415,36.747961,-78.567291
60416,37.161864,-79.070868
60417,37.901388888,-78.320277777
60418,37.800555555,-79.993888888
60419,37.739722222,-79.026944444
60421,37.849166666,-79.838888888
60422,37.719166666,-78.972222222
60423,37.231,-80.1761
60424,36.765,-77.08805
60425,38.113333333,-76.961666666
60426,37.681944444,-76.398333333
60427,37.6,-77.1
60428,37.245833333,-76.945833333
60429,38.240833333,-77.438611111
60430,36.544466,-79.539117
60431,36.694307,-78.490812
60432,36.694307,-78.490812
60433,36.691215,-76.934825
60434,37.801111,-77.437222
60435,36.92723,-77.57142
60436,36.839444444,-77.473611111
60437,37.772957,-77.307285
60438,38.709444444,-78.643888888
60439,37.772957,-77.307285
60440,37.131666666,-79.723611111
60441,37.715555555,-76.510277777
60442,37.615278,-75.806944
60443,37.739166666,-79.031388888
60444,37.239166666,-78.456388888
60445,37.717777777,-78.965277777
60446,37.917692,-75.372709
60447,38.5658,-77.074
60448,38.800833333,-77.1775
60449,37.155706,-77.853189
60450,36.691215,-76.934825
60451,38.038476,-77.374313
60452,38.038476,-77.374313
60453,36.694307,-78.490812
60454,37.955,-79.870277777
60455,37.955555555,-79.870833333
60456,36.707346,-78.7433
60457,36.783051,-76.853599
60458,36.717777777,-77.931666666
60459,38.270277777,-77.214722222
60460,38.136449,-77.047223
60461,37.4722,-77.3449
60462,37.303611111,-79.196388888
60463,36.681388888,-79.941111111
60464,37.4716,-77.3543
60465,38.312777777,-77.739166666
60466,38.82,-77.040277777
60467,38.151928,-77.005976
60468,37.199231,-76.005575
60469,37.19862,-75.979445
60470,38.117222222,-76.969166666
60471,36.765,-77.08805
60472,39.016055,-78.327515
60473,38.164444444,-77.160833333
60475,37.711944444,-78.326944444
60476,36.883452,-76.442138
60477,38.136449,-77.047223
60478,37.745555555,-79.519722222
60479,37.267777777,-80.004444444
60480,38.164444,-77.160833
60481,37.662777777,-77.133888888
60482,37.375833333,-77.876944444
60483,37.6125,-76.548055555
60484,36.668611111,-79.431944444
60485,38.536111111,-77.391666666
60486,37.063439,-79.134524
60487,38.872777777,-77.355555555
60488,37,-77
60491,38.749444444,-77.628611111
60492,38.699444444,-77.717222222
60493,37.19862,-75.979445
60494,37.096179,-76.841469
60495,36.873685,-76.118763
60496,38.408611111,-78.939444444
60497,38.623888888,-78.673333333
60498,37.74,-78.870833333
60500,38.2953,-78.8767
60501,36.707346,-78.7433
60502,36.707346,-78.7433
60503,36.694307,-78.490812
60504,36.694307,-78.490812
60505,38.429939,-77.422312
60506,37.403333333,-79.902222222
60507,37.402777777,-79.901944444
60508,38.863888888,-77.783333333
60509,38.776388888,-77.738333333
60510,37.825043,-77.233127
60511,38.312777777,-77.739166666
60512,37.437222222,-79.929722222
60513,37.19862,-75.979445
60514,37.831111111,-77.423055555
60515,37.759444444,-79.829722222
60516,38.733888888,-77.767222222
60517,37.5175,-78.898333
60518,38.658611111,-77.633333333
60519,37.19862,-75.979445
60520,39.056111111,-77.526388888
60521,37.063439,-79.134524
60522,37.686944444,-77.228333333
60523,36.906111111,-79.647777777
60524,37.421344444,-75.923234883
60526,37.691111111,-77.285555555
60527,38.539166666,-77.789444444
60528,38.669166666,-77.863611111
60529,38.539166666,-77.789444444
60530,38.176944444,-76.885277777
60531,38.7475,-77.734444444
60532,38.731111111,-77.748611111
60533,37.858333333,-76.3625
60534,38.651111111,-77.635555555
60539,38.587777777,-77.764444444
60540,39.008888888,-77.952777777
60542,37.24683611,-76.00355833
60543,38.060833333,-78.446111111
60544,37.193888888,-78.2125
60545,37.529166666,-75.9
60547,38.883333333,-77.855555555
60548,37.358333333,-79.113055555
60550,38.410499,-78.749033202
60551,38.228611111,-77.216666666
60555,36.678333333,-76.916111111
60564,37.528005555,-75.893555555
60565,38.059166666,-78.8925
60566,38.8975,-77.278333333
60567,37.718333333,-77.275555555
60569,37.263055555,-81.379166666
60570,38.121388888,-76.665277777
60571,37.993366,-75.574312
60573,37.732222222,-77.147777777
60574,38.064722222,-76.729722222
60575,37.671388888,-76.432777777
60576,38.034722222,-77.517777777
60577,37.489444444,-79.8825
60578,37.441627,-75.943877
60579,37.972222222,-76.469722222
60580,38.998611111,-78.341666666
60581,37.273737,-80.127576
60582,37.328055555,-78.143055555
60583,37.903888888,-78.883611111
60584,37.9125,-78.919444444
60586,37.758333333,-76.718888888
60587,36.773454422,-80.265562516
60588,38.047222222,-76.665277777
60589,37.628333333,-79.510833333
60590,37.734166666,-79.032777777
60591,38.241388888,-77.293333333
60592,37.803888888,-77.550277777
60593,38.525555555,-77.811666666
60597,38.781111111,-77.467777777
60599,36.677481,-75.984743
60602,39.099166666,-78.225
60603,38.770833333,-77.120833333
60604,36.643499629,-79.810802936
60605,38.251111111,-77.020833333
60606,36.580097,-79.428974
60608,38.143055555,-78.491944444
60609,36.773607188,-80.26348068
60610,36.775089374,-80.261659956
60612,37.773055555,-77.755
60614,37.702274,-75.680381
60615,37.970833333,-78.221666666
60616,37.1925,-78.216666666
60617,39.103611111,-77.923055555
60619,39.1575,-78.17583
60620,38.137542192,-78.492606116
60621,38.143055555,-78.491944444
60622,37.1625,-80.551388888
60623,38.143055555,-78.491944444
60624,38.143055555,-78.491944444
60625,37.808055555,-77.545833333
60626,37.800277777,-77.547777777
60627,36.649166666,-80.395833333
60629,37.156666666,-79.898611111
60630,37.19,-78.213888888
60631,37.193055555,-78.214722222
60632,37.194166666,-78.214444444
60633,37.956666666,-79.176388888
60634,38.143055555,-78.491944444
60635,38.009166666,-78.190833333
60636,37.391944444,-79.555555555
60637,37.048055555,-79.884722222
60638,37.973333333,-78.199166666
60639,36.924722222,-80.014722222
60641,38.139722222,-78.494166666
60642,38.1425,-78.493611111
60643,38.143055555,-78.491944444
60645,36.988888888,-80.815555555
60646,38.0332,-77.474
60647,37.722777777,-77.296111111
60649,36.746792,-79.237733
60650,37.974166666,-78.198888888
60651,36.794166666,-80.129166666
60652,37.4851111,-79.16670833
60653,37.244722222,-75.944444444
60655,37.643888888,-75.719722222
60658,37.070555555,-80.441944444
60659,37.443055555,-79.547222222
60660,38.7575,-77.449722222
60661,37.389722222,-79.555
60662,37.388055555,-79.560277777
60663,37.39,-79.555555555
60664,37.917692,-75.372709
60666,37.715705,-75.71683
60672,36.871944,-77.596389
60676,37.3425,-75.910277777
60683,37.601944,-75.826389
60685,37.601666666,-75.826111111
60687,39.15,-77.805555555
60689,38.429939,-77.422312
60690,37.806666666,-80.028611111
60693,37.230833333,-80.033055555
60699,37.258888888,-75.9325
60700,37.917692,-75.372709
60701,38.151928,-77.005976
60702,38.229983,-77.252389
60703,36.599444444,-78.531388888
60704,38.123323583,-78.944496172
60705,38.265,-78.553333333
60706,36.983451,-77.950223
60708,38.312171,-77.408809
60710,37.046388888,-80.7925
60712,37.386111111,-79.796666666
60713,38.093888888,-76.73
60714,38.090277777,-76.724444444
60716,36.77,-76.298611111
60718,37.271388888,-79.986666666
60719,36.603888888,-77.562777777
60722,38.053026019,-78.903850375
60723,37.725277777,-78.853888888
60725,37.756666666,-77.141666666
60726,37.758888888,-77.140833333
60727,36.694722222,-75.991944444
60728,36.699166666,-75.993611111
60729,38.233055555,-78.884722222
60730,36.7025,-75.997777777
60731,37.35558333,-75.95172222
60732,36.7025,-75.9975
60733,36.6975,-75.991944444
60734,39.12907,-77.77367
60735,39.1447,-77.772222222
60736,37.671388888,-76.432777777
60737,36.678611111,-76.748333333
60739,38.535277777,-78.833333333
60740,36.920833333,-76.15
60741,38.180555555,-79.577777777
60742,37.1133,-80.2348
60743,38.233888888,-77.326388888
60745,39.14583932,-77.77447775
60746,38.66,-78.517
60750,37.421388888,-75.923333333
60751,37.762777777,-78.866111111
60752,38.034444444,-78.642222222
60753,38.653807,-78.464862
60755,37.638888888,-79.541666666
60756,37.926111111,-78.955833333
60757,38.981666666,-77.448611111
60758,36.5511667,-78.7745556
60759,37.760277777,-78.871388888
60760,38.863333333,-77.858888888
60761,38.248055555,-77.408333333
