"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality" 
"224889","vwuds_tfr-0180-0203-TW-DL","Transfer","FROM JONESVILLE (TOWN)","71647","WOODWAY SERVICE AREA","municipal","2013","40.14","0.11","36.731388888889","-82.992500000000","51105",""
"225467","vwuds_tfr-0661-0749-TW-DL","Transfer","FROM MARTINSVILLE (CITY)","73980","EDGEWOOD & WOODLAND AREA SA","municipal","1996","0","0.00","36.715000000000","-79.862777777778","51089",""
"225701","vwuds_tfr-0819-0211-TW-SD","Transfer","FROM N RIVANNA WTP TO SER AREA","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","1999","90.646","0.25","38.033333333333","-78.475000000000","51540",""
"225417","vwuds_tfr-0621-0622-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73335","CLIFTON FORGE SERVICE AREA","municipal","2011","0","0.00","37.816666666667","-79.823611111111","51005",""
"225629","vwuds_tfr-0766-2027-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73758","CENTRAL VIRGINIA TRAINING CNTR","commercial","1983","0","0.00","-99.000000000000","-99.000000000000","51009",""
"225559","vwuds_tfr-0731-0740-TW-DL","Transfer","FROM WESTERN VA WATER AUTH","74424","VINTON SERVICE AREA","municipal","2016","0","0.00","37.279444444444","-79.891944444444","51161",""
"225427","vwuds_tfr-0627-1987-TW-DL","Transfer","FROM PEMBROKE","72907","HOGES CHAPEL","municipal","2009","0","0.00","37.321666666667","-80.597222222222","51071",""
"225449","vwuds_tfr-0654-0595-TW-DL","Transfer","FROM DANVILLE-MUNICIPAL","74068","WESTOVER SERVICE AREA","municipal","1988","169.445","0.46","36.601388888889","-79.465277777778","51143",""
"225155","vwuds_tfr-0400-0013-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71617","FORT PICKETT SERVICE AREA","municipal","1991","0","0.00","37.033333333333","-77.933333333333","51135",""
"224889","vwuds_tfr-0180-0203-TW-DL","Transfer","FROM JONESVILLE (TOWN)","71647","WOODWAY SERVICE AREA","municipal","2010","0","0.00","36.731388888889","-82.992500000000","51105",""
"224923","vwuds_tfr-0194-0576-TW-DL","Transfer","FROM SALTVILLE (TOWN)","71771","ALLISON GAP SERVICE AREA","municipal","1987","0","0.00","36.593888888889","-81.777222222222","51173",""
"225671","vwuds_tfr-0803-0184-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71775","MOCCASIN GAP SERVICE AREA","municipal","2018","143.904","0.39","36.638611111111","-82.558611111111","51169",""
"225945","vwuds_tfr-1881-0669-TW-DL","Transfer","FROM NEWPORT NEWS-CHICKAH","73914","BIG BETHEL WTP","municipal","1990","0","0.00","37.093055555556","-76.415277777778","51650",""
"225005","vwuds_tfr-0267-0269-TW-DL","Transfer","FROM WINCHESTER (CITY)","72449","FREDERICK COUNTY SANITATION AUTHORITY","municipal","1990","0","0.00","39.083333333333","-78.183333333333","51069",""
"225587","vwuds_tfr-0736-0741-TW-DL","Transfer","FROM SALEM (CITY)","74122","ROANOKE COUNTY SERVICE AREA","municipal","2014","0","0.00","37.234444444444","-80.005555555556","51161",""
"224809","vwuds_tfr-0060-0116-TW-DL","Transfer","FROM WAYNESBORO (CITY)","73133","WAYNESBORO PLANT","manufacturing","1985","0","0.00","38.059722222222","-78.893611111111","51820",""
"224901","vwuds_tfr-0186-0562-TW-DL","Transfer","FROM PENNINGTON GAP, TOWN","73954","ST. CHARLES SERVICE AREA","municipal","1993","0","0.00","36.804166666667","-83.056944444444","51105",""
"225149","vwuds_tfr-0392-0011-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72400","ASHLAND SERVICE AREA","municipal","2004","0","0.00","37.758333333333","-77.483333333333","51085",""
"225179","vwuds_tfr-0422-0426-TW-DL","Transfer","FROM NORFOLK (CITY)","66884","Northwest River/Western Branch Systems","municipal","1988","1432","3.92","36.733333333333","-76.240000000000","51550",""
"225379","vwuds_tfr-0577-0187-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74370","POCAHONTAS SERVICE AREA","municipal","2007","0","0.00","37.304166666667","-81.340277777778","51185",""
"225985","vwuds_tfr-1997-0741-TW-SD","Transfer","FROM SP HOLLOW WTP","74122","ROANOKE COUNTY SERVICE AREA","municipal","2007","0","0.00","37.234444444444","-80.005555555556","51161",""
"225825","vwuds_tfr-1113-1114-TW-SD","Transfer","FROM NOTTOWAY R TO LAKE PRINCE","66937","Norfolk City of Utilities Four Suffolk Wells","municipal","2007","0","0.00","36.805555555556","-76.623611111111","51800",""
"225803","vwuds_tfr-1067-1068-TW-SD","Transfer","FROM WTP TO HOSPITAL","72594","CATAWBA HOSPITAL","commercial","1988","25.022","0.07","37.390833333333","-80.111111111111","51161",""
"224945","vwuds_tfr-0207-0098-TW-DL","Transfer","TOTAL FROM STAUNTON (CITY)","72068","SOUTH RIVER SERVICE AREA","municipal","2016","23.904","0.07","38.022222222222","-79.033333333333","51015",""
"225413","vwuds_tfr-0612-1016-TW-DL","Transfer","FROM COVINGTON (CITY)","74117","COVINGTON PLANT WestRock","manufacturing","2000","132.062","0.36","37.798055555556","-79.995555555556","51005",""
"225583","vwuds_tfr-0735-0731-TW-SD","Transfer","FROM CARVINS CV WTP TO","74111","ROANOKE (CITY) SERVICE AREA","municipal","1998","0","0.00","37.271388888889","-79.945277777778","51770",""
"225349","vwuds_tfr-0552-0725-TW-DL","Transfer","FROM FLANNAGAN","71714","MCCLURE WTP","municipal","2014","0","0.00","37.600000000000","-82.373611111111","51051",""
"225429","vwuds_tfr-0635-0636-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72929","ALTAVISTA SERVICE AREA","municipal","2018","662.42","1.81","37.115277777778","-79.292222222222","51031",""
"225695","vwuds_tfr-0816-0209-TW-DL","Transfer","FROM RIVANNA WSA-CROZET","73329","CROZET SERVICE AREA","municipal","1990","0","0.00","38.069444444444","-78.700000000000","51003",""
"224993","vwuds_tfr-0232-2040-TW-DL","Transfer","FROM VA HOT SPRINGS INC","73396","Thomastown/Bacova Junction Service Area","municipal","2015","16.39","0.04","-99.000000000000","-99.000000000000","51017",""
"225489","vwuds_tfr-0674-1099-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","72038","PORTSMOUTH PLANT","manufacturing","1989","49.498","0.14","36.804166666667","-76.382500000000","51740",""
"225459","vwuds_tfr-0656-0655-TW-DL","Transfer","FROM DANVILLE INDUSTRIAL WTP","72629","DANVILLE CITY STP","municipal","1997","106.106","0.29","36.562500000000","-79.363888888889","51590",""
"225867","vwuds_tfr-1484-0708-TW-SD","Transfer","FROM WTP TO PLANT","71908","COVINGTON PLANT","manufacturing","1984","0","0.00","37.759166666667","-79.998888888889","51580",""
"225207","vwuds_tfr-0427-0536-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73919","CAMP PEARY","municipal","2006","0","0.00","37.338888888889","-76.662500000000","51199",""
"225385","vwuds_tfr-0587-0588-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72148","CHATHAM SERVICE AREA","municipal","1987","137.89","0.38","36.824444444444","-79.815000000000","51143",""
"225931","vwuds_tfr-1838-0185-TW-DL","Transfer","FROM WISE REG WTP","71778","NORTON SERVICE AREA","municipal","1994","0","0.00","36.944342391043","-82.589576169848","51720",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","2012","45","0.12","36.872222222222","-76.212500000000","51710",""
"59243","vwuds_373248077405802","Transfer","SECONDARY","72492","SYDNOR - FOUNDER'S BRIDGE","municipal","2010","0","0.00","","","51145",""
"225205","vwuds_tfr-0427-0535-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","67205","College of William and Mary","commercial","1991","0","0.00","37.270833333333","-76.708888888889","51830",""
"225585","vwuds_tfr-0736-0731-TW-DL","Transfer","FROM SALEM (CITY)","74111","ROANOKE (CITY) SERVICE AREA","municipal","2009","99.6829","0.27","37.271388888889","-79.945277777778","51770",""
"225693","vwuds_tfr-0815-0207-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72512","STAUNTON SERVICE AREA","municipal","1987","1513.24","4.15","38.150000000000","-79.072222222222","51790",""
"225481","vwuds_tfr-0674-0428-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","66913","Suffolk City of Water Supply System","municipal","1987","0","0.00","36.730555555556","-76.591111111111","51800",""
"225583","vwuds_tfr-0735-0731-TW-SD","Transfer","FROM CARVINS CV WTP TO","74111","ROANOKE (CITY) SERVICE AREA","municipal","1994","0","0.00","37.271388888889","-79.945277777778","51770",""
"226033","vwuds_tfr-pmp1083-0565-SW-DL","Transfer","Russell County PSA","73259","WCSA MIDDLE FORK HOLSTON WTP","municipal","2017","2.278","0.01","36.693055555556","-81.893333333333","51191",""
"226067","vwuds_tfr-pmp639-0017-TW-DL","Transfer","To Brunswick County IDA North(MRRJA)","73413","LAWRENCEVILLE SERVICE AREA","municipal","2013","9.634","0.03","36.758333333333","-77.850000000000","51025",""
"225277","vwuds_tfr-0485-0302-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72773","FREDERICKSBURG SERVICE AREA","municipal","1984","899.122","2.46","38.302777777778","-77.460555555556","51630",""
"225671","vwuds_tfr-0803-0184-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71775","MOCCASIN GAP SERVICE AREA","municipal","1992","0","0.00","36.638611111111","-82.558611111111","51169",""
"225035","vwuds_tfr-0282-0288-TW-DL","Transfer","FROM FAIRFAX CO WA","74448","GMSD SERVICE AREA","municipal","2012","2810.62","7.70","38.784166666667","-77.481111111111","51153",""
"225717","vwuds_tfr-0910-0995-TW-SD","Transfer","FROM WTP TO PLANT","72385","BROOKNEAL PLANT","manufacturing","1988","310.1","0.85","37.054166666667","-78.951388888889","51031",""
"225131","vwuds_tfr-0343-0346-TW-DL","Transfer","FROM APPOMATTOX RIVER WA","72402","COLONIAL HEIGHTS SERVICE AREA","municipal","2009","0","0.00","37.270833333333","-77.419444444444","51570",""
"225017","vwuds_tfr-0277-0279-TW-DL","Transfer","FROM FAIRFAX (CITY)","73762","LOWER BROAD RUN SERVICE AREA","municipal","1999","1840","5.04","39.001388888889","-77.403611111111","51107",""
"225047","vwuds_tfr-0282-1429-TW-DL","Transfer","FROM FAIRFAX CO WA-OCCOQU","73525","MANASSAS PLANT","mining","1984","0","0.00","38.771666666667","-77.522500000000","51153",""
"225265","vwuds_tfr-0478-0277-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72915","FAIRFAX (CITY) SERVICE AREA","municipal","1987","3598.71","9.86","38.841111111111","-77.308333333333","51600",""
"224835","vwuds_tfr-0093-0716-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72421","NORTH FORK SHENANDOAH WTP","municipal","1987","183.767","0.50","38.881944444444","-78.505555555556","51171",""
"224893","vwuds_tfr-0183-0722-TW-DL","Transfer","FROM MARION (TOWN)","71773","ATKINS SERVICE AREA","municipal","1987","0","0.00","36.866666666667","-81.519444444444","51173",""
"225823","vwuds_tfr-1112-1114-TW-SD","Transfer","FROM BLACKWATER R TO LK PRINCE","66937","Norfolk City of Utilities Four Suffolk Wells","municipal","1992","0","0.00","36.805555555556","-76.623611111111","51800",""
"226044","vwuds_tfr-pmp363-0425-TW-SD","Transfer","Lake Prince","67337","Lake Kilby Water Treatment Facility","municipal","2014","0","0.00","36.729166666667","-76.605277777778","51800",""
"225659","vwuds_tfr-0791-0792-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72261","RADFORD SERVICE AREA","municipal","1987","918.831","2.52","37.132777777778","-80.579166666667","51750",""
"224865","vwuds_tfr-0162-1856-TW-DL","Transfer","FROM BUCHANAN COUNTY-DIRECT","72171","BACKBONE RIDGE SERVICE AREA","municipal","1995","12.698","0.03","37.188333333333","-82.325833333333","51051",""
"224921","vwuds_tfr-0194-0311-TW-DL","Transfer","FROM SALTVILLE (TOWN)","73643","PLEASANT HEIGHTS & RICH VALLEY","municipal","1990","0","0.00","36.858333333333","-81.734722222222","51173",""
"225743","vwuds_tfr-1021-1028-TW-SD","Transfer","FROM WTP TO PLANT","74386","NEWBERN PLANT","manufacturing","1987","448.7","1.23","37.087500000000","-80.681944444444","51155",""
"225283","vwuds_tfr-0490-0475-TW-SD","Transfer","FROM WTP TO POST CAMP","71709","POST CAMP SERVICE AREA","commercial","2005","0","0.00","38.506944444444","-77.304166666667","51153",""
"225439","vwuds_tfr-0647-0785-TW-DL-NULL","Transfer","Transfer from 0647 to 0785","73581","BLACKSBURG SERVICE AREA","municipal","1994","28.833","0.08","37.227222222222","-80.412777777778","51121",""
"225497","vwuds_tfr-0683-0674-TW-SD","Transfer","FROM CLEARWELL TO SERV AR","73487","PORTSMOUTH SERVICE AREA","municipal","2015","5487.05","15.03","36.833888888889","-76.297222222222","51740",""
"225645","vwuds_tfr-0784-0785-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","73581","BLACKSBURG SERVICE AREA","municipal","2009","0","0.00","37.227222222222","-80.412777777778","51121",""
"225033","vwuds_tfr-0282-0284-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN","73754","ALEXANDRIA SERVICE AREA","municipal","1984","0","0.00","37.802777777778","-77.048055555556","51510",""
"225081","vwuds_tfr-0287-0288-TW-DL","Transfer","FROM PR WILLIAM CO-YORKSHIRE","74448","GMSD SERVICE AREA","municipal","1993","181.345","0.50","38.784166666667","-77.481111111111","51153",""
"225099","vwuds_tfr-0315-2004-TW-DL","Transfer","TOWN OF LEBANON","72679","POOR FARM WATER WORKS","municipal","2007","49.17","0.13","37.036666666667","-81.918055555556","51167",""
"225129","vwuds_tfr-0343-0345-TW-DL","Transfer","FROM APPOMATTOX RIVER WA","72946","PETERSBURG SERVICE AREA","municipal","1993","0","0.00","37.223611111111","-77.394444444444","51730",""
"225407","vwuds_tfr-0612-0613-TW-DL","Transfer","FROM COVINGTON (CITY)","72622","ROSEDALE ET. AL. SERVICE AREA","municipal","2006","35.709","0.10","37.798611111111","-80.005555555556","51005",""
"226044","vwuds_tfr-pmp363-0425-TW-SD","Transfer","Lake Prince","67337","Lake Kilby Water Treatment Facility","municipal","2011","0","0.00","36.729166666667","-76.605277777778","51800",""
"225267","vwuds_tfr-0479-0299-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71653","CULPEPER (TOWN) SERVICE AREA","municipal","2008","641.5","1.76","38.476388888889","-77.995000000000","51047",""
"225593","vwuds_tfr-0738-0736-TW-SD","Transfer","FROM NEW WTP 2 TO SERV AR","73333","SALEM SERVICE AREA","municipal","1990","0","0.00","37.293055555556","-80.061944444445","51775",""
"224897","vwuds_tfr-0186-0203-TW-DL","Transfer","FROM PENNINGTON GAP","71647","WOODWAY SERVICE AREA","municipal","2016","0","0.00","36.731388888889","-82.992500000000","51105",""
"225753","vwuds_tfr-1031-1032-TW-SD","Transfer","FROM WTP #2 TO PLANT","74462","RADFORD AMMUNITIONS PLANT","manufacturing","2004","0","0.00","37.183333333333","-80.541666666667","51121",""
"225315","vwuds_tfr-0527-2099-TW-DL","Transfer","TOTAL OF ALL FROM NEWPORT NEWS","73367","YORK COUNTY PURCHASES","municipal","2000","37.471","0.10","37.210392500000","-76.386879700000","51199",""
"225581","vwuds_tfr-0733-0731-TW-SD","Transfer","FROM FALLING CR WTP TO SA","74111","ROANOKE (CITY) SERVICE AREA","municipal","2008","0","0.00","37.271388888889","-79.945277777778","51770",""
"225395","vwuds_tfr-0603-0707-TW-DL","Transfer","FROM PEARISBURG (TOWN)","72761","FAIRVIEW ACRES SERVICE AREA","municipal","1997","2.949","0.01","37.313888888889","-80.722222222222","51071",""
"225495","vwuds_tfr-0682-0422-TW-SD","Transfer","FROM MOORES BR WTP TO SER AREA","73193","NORFOLK SERVICE AREA","municipal","1999","19249.14","52.74","36.855555555556","-76.209722222222","51710",""
"225991","vwuds_tfr-2189-2190-TW-SD","Transfer","FROM WTP TO Spotsylvania County Service Area","71943","SERVICE AREA FOR MOTTS RUN WTP","municipal","2017","2089.59","5.72","38.322222222222","-77.541666666667","51177",""
"225435","vwuds_tfr-0641-0643-TW-SD","Transfer","FROM BLACKWATER WTP TO SA","73434","ROCKY MOUNT SERVICE AREA","municipal","1996","39.676","0.11","37.004166666667","-79.881666666667","51067",""
"225961","vwuds_tfr-1884-0526-TW-SD","Transfer","FROM LITTLE CR TO HARWOOD MILL","72438","HARWOOD'S MILL WTP","municipal","2009","248.5","0.68","37.138055555556","-76.458333333333","51199",""
"225585","vwuds_tfr-0736-0731-TW-DL","Transfer","FROM SALEM (CITY)","74111","ROANOKE (CITY) SERVICE AREA","municipal","2013","0.95","0.00","37.271388888889","-79.945277777778","51770",""
"225705","vwuds_tfr-0828-0829-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74067","AUSTINVILLE SERVICE AREA","municipal","2002","0","0.00","36.850000000000","-80.915277777778","51197",""
"225529","vwuds_tfr-0717-0089-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72393","STRASBURG SERVICE AREA","municipal","1984","68.087","0.19","38.988888888889","-78.361111111111","51171",""
"225097","vwuds_tfr-0314-0164-TW-DL","Transfer","FROM TAZEWELL CO-CLAYPOOL","74277","CEDAR BLUFF SERVICE AREA","municipal","2017","0.619","0.00","37.087500000000","-81.762500000000","51185",""
"225583","vwuds_tfr-0735-0731-TW-SD","Transfer","FROM CARVINS CV WTP TO","74111","ROANOKE (CITY) SERVICE AREA","municipal","2013","3313.43","9.08","37.271388888889","-79.945277777778","51770",""
"225935","vwuds_tfr-1838-1778-TW-DL","Transfer","FROM WISE CO PSA REG WTP","72677","WISE COUNTY REGIONAL WTP","municipal","1998","0","0.00","36.867777777778","-82.478611111111","51195",""
"224899","vwuds_tfr-0186-0550-TW-DL","Transfer","FROM PENNINGTON GAP, TOWN","71733","DRYDEN SERVICE AREA","municipal","1989","44","0.12","36.778611111111","-82.941666666667","51105",""
"226044","vwuds_tfr-pmp363-0425-TW-SD","Transfer","Lake Prince","67337","Lake Kilby Water Treatment Facility","municipal","2019","0","0.00","36.729166666667","-76.605277777778","51800",""
"225385","vwuds_tfr-0587-0588-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72148","CHATHAM SERVICE AREA","municipal","2006","0","0.00","36.824444444444","-79.815000000000","51143",""
"224941","vwuds_tfr-0202-0321-TW-DL","Transfer","FROM WISE (TOWN)","71752","ESSERVILLE SERVICE AREA","municipal","2007","11.0234","0.03","36.955000000000","-82.611666666667","51195",""
"225969","vwuds_tfr-1954-0214-TW-SD","Transfer","FROM ROCKBRIDGE CO WELLS TO SA","74402","BUENA VISTA SERVICE AREA","municipal","1989","288.9","0.79","37.733333333333","-79.350000000000","51530",""
"226071","vwuds_tfr-pmp670-0102-TW-DL","Transfer","Purchase from Town of Craigsville","73449","AUGUSTA SPRINGS SERVICE AREA","municipal","2017","2.071","0.01","38.104166666667","-79.316666666667","51015",""
"225627","vwuds_tfr-0766-1483-TW-DL","Transfer","FROM LYNCHBURG (CITY) SA","74073","LYNCHBURG PLANT","manufacturing","1991","0","0.00","37.401388888889","-79.126388888889","51680",""
"225397","vwuds_tfr-0605-0606-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72128","PULASKI (TOWN) SERVICE AREA","municipal","2000","0","0.00","37.089444444444","-80.781666666667","51155",""
"225203","vwuds_tfr-0426-1106-TW-DL","Transfer","FROM CHESAPEAKE (CITY)","73127","CHESAPEAKE ENERGY CENTER","fossilpower","1998","144.8","0.40","36.770833333333","-76.302777777778","51550",""
"225397","vwuds_tfr-0605-0606-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72128","PULASKI (TOWN) SERVICE AREA","municipal","2005","0","0.00","37.089444444444","-80.781666666667","51155",""
"225405","vwuds_tfr-0611-0612-TW-SD","Transfer","FROM HORSE MTN WTP TO SA","68659","COVINGTON SERVICE AREA","municipal","1988","365.64","1.00","37.791111111111","-79.995277777778","51580",""
"225479","vwuds_tfr-0672-0428-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66913","Suffolk City of Water Supply System","municipal","1997","0","0.00","36.730555555556","-76.591111111111","51800",""
"225681","vwuds_tfr-0807-0180-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73862","JONESVILLE SERVICE AREA","municipal","1985","0","0.00","36.688888888889","-83.109722222222","51105",""
"224939","vwuds_tfr-0202-0320-TW-DL","Transfer","FROM WISE (TOWN)","71751","HURRICANE SERVICE AREA","municipal","1988","0","0.00","37.003611111111","-82.535555555556","51195",""
"225439","vwuds_tfr-0647-0785-TW-DL-NULL","Transfer","Transfer from 0647 to 0785","73581","BLACKSBURG SERVICE AREA","municipal","1990","20.09","0.06","37.227222222222","-80.412777777778","51121",""
"225703","vwuds_tfr-0820-0211-TW-SD","Transfer","FROM S RIVANNA WTP TO SER AREA","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","1992","0","0.00","38.033333333333","-78.475000000000","51540",""
"225327","vwuds_tfr-0538-1204-TW-DL","Transfer","FROM YORK COUNTY-HUBBARDS LANE","73783","QUEENS LAKE SERVICE AREA","municipal","2008","0","0.00","37.298055555556","-76.661111111111","51199",""
"225499","vwuds_tfr-0684-0426-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66884","Northwest River/Western Branch Systems","municipal","1993","0","0.00","36.733333333333","-76.240000000000","51550",""
"225419","vwuds_tfr-0622-0623-TW-DL","Transfer","FROM CLIFTON FORGE","73763","WILSON SERVICE AREA","municipal","2012","53.87","0.15","37.823055555556","-79.796666666667","51005",""
"225649","vwuds_tfr-0784-0790-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","72004","VPI & SU SERVICE AREA","municipal","1988","560.478","1.54","37.227777777778","-80.422222222222","51121",""
"225339","vwuds_tfr-0549-0169-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71741","COEBURN WTP","municipal","1987","187","0.51","37.943888888889","-82.464444444444","51195",""
"225399","vwuds_tfr-0606-0608-TW-DL","Transfer","FROM PULASKI (TOWN)","72443","Pulaski Plant","manufacturing","2010","0","0.00","37.047222222222","-80.791666666667","51155",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","2009","0","0.00","36.958333333333","-82.292500000000","51167",""
"224969","vwuds_tfr-0214-0806-TW-DL","Transfer","FROM BUENA VISTA (CITY)","72647","LONG HOLLOW SERVICE AREA","municipal","1984","0","0.00","37.761111111111","-79.343055555556","51163",""
"225861","vwuds_tfr-1471-1362-TW-DL","Transfer","FROM VDOC-JAMES R CORRECTIONS","73695","GOOCHLAND CT HSE SERVICE AREA","municipal","2007","26.166","0.07","37.682500000000","-77.885000000000","51075",""
"226001","vwuds_tfr-2215-0409-TW-DL","Transfer","FROM ROANOKE RIVER SA","73405","LACROSSE SERVICE AREA","municipal","2017","18.70099","0.05","36.695833333333","-78.094444444444","51117",""
"225587","vwuds_tfr-0736-0741-TW-DL","Transfer","FROM SALEM (CITY)","74122","ROANOKE COUNTY SERVICE AREA","municipal","2011","0","0.00","37.234444444444","-80.005555555556","51161",""
"225929","vwuds_tfr-1838-0169-TW-DL","Transfer","FROM WISE CO PSA REGIONAL WTP","71741","COEBURN WTP","municipal","2013","0","0.00","37.943888888889","-82.464444444444","51195",""
"225479","vwuds_tfr-0672-0428-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66913","Suffolk City of Water Supply System","municipal","1995","0","0.00","36.730555555556","-76.591111111111","51800",""
"225721","vwuds_tfr-0912-1000-TW-SD","Transfer","FROM WTP TO PLANT","73332","MARTINSVILLE PLANT","manufacturing","2018","0","0.00","36.663055555556","-79.893611111111","51089",""
"224881","vwuds_tfr-0171-0195-TW-DL","Transfer","FROM DUFFIELD DEVELOPMENT AUTH","71753","SCOTT COUNTY SERVICE AREA","municipal","2000","0","0.00","36.638888888889","-82.579166666667","51169",""
"225349","vwuds_tfr-0552-0725-TW-DL","Transfer","FROM FLANNAGAN","71714","MCCLURE WTP","municipal","2011","0","0.00","37.600000000000","-82.373611111111","51051",""
"225935","vwuds_tfr-1838-1778-TW-DL","Transfer","FROM WISE CO PSA REG WTP","72677","WISE COUNTY REGIONAL WTP","municipal","2006","336.739","0.92","36.867777777778","-82.478611111111","51195",""
"225455","vwuds_tfr-0654-1047-TW-DL","Transfer","FROM DANVILLE","72011","MT HERMON ET AL","municipal","1995","0","0.00","36.642082460083","-79.400131548775","51143",""
"225065","vwuds_tfr-0284-0470-TW-DL","Transfer","FROM VA AMERICAN","72454","ALEXANDRIA SERVICE AREA","municipal","1987","0","0.00","37.802777777778","-77.048333333333","51510",""
"225949","vwuds_tfr-1882-0423-TW-SD","Transfer","FROM DIASCUND RES TO LEE HALL","72439","DIASCUND RESERVOIR","municipal","1988","1623.37","4.45","37.168055555556","-76.555000000000","51127",""
"224881","vwuds_tfr-0171-0195-TW-DL","Transfer","FROM DUFFIELD DEVELOPMENT AUTH","71753","SCOTT COUNTY SERVICE AREA","municipal","2005","0","0.00","36.638888888889","-82.579166666667","51169",""
"225593","vwuds_tfr-0738-0736-TW-SD","Transfer","FROM NEW WTP 2 TO SERV AR","73333","SALEM SERVICE AREA","municipal","1986","190.727","0.52","37.293055555556","-80.061944444445","51775",""
"225727","vwuds_tfr-0933-1045-TW-DL","Transfer","FROM OCCANNEECHI ORCHARDS","71831","BOONES MILL SERVICE AREA","municipal","1995","0","0.00","37.117500000000","-79.955277777778","51067",""
"225269","vwuds_tfr-0480-0301-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71945","ORANGE (TOWN) SERVICE AREA","municipal","2002","0","0.00","38.244444444444","-78.113888888889","51137",""
"225675","vwuds_tfr-0803-0555-TW-DL","Transfer","FROM SCOTT CO  MOC CR WTP","71744","GATE CITY SERVICE AREA","municipal","2007","12.5351","0.03","36.642500000000","-82.581388888889","51169",""
"225699","vwuds_tfr-0818-0211-TW-SD","Transfer","FROM OBSERVATRY WTP TO SERV AR","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","1987","1494.472","4.09","38.033333333333","-78.475000000000","51540",""
"225437","vwuds_tfr-0642-0643-TW-SD","Transfer","FROM PIGG RIVER WTP TO SA","73434","ROCKY MOUNT SERVICE AREA","municipal","1995","0","0.00","37.004166666667","-79.881666666667","51067",""
"225725","vwuds_tfr-0913-1127-TW-DL","Transfer","FROM FIELDCREST CANNON","72883","FIELDALE SERVICE AREA","municipal","1991","0","0.00","36.705555555556","-79.941666666667","51089",""
"225289","vwuds_tfr-0526-0527-TW-SD","Transfer","FROM HARWOOD MILL WTP TO SER A","72531","NEWPORT NEWS SERVICE AREA","municipal","2005","0","0.00","36.969444444444","-76.429166666667","51700",""
"225275","vwuds_tfr-0484-0296-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73551","WARRENTON SERVICE AREA","municipal","2004","0","0.00","38.721388888889","-77.804166666667","51061",""
"225619","vwuds_tfr-0766-0640-TW-DL","Transfer","FROM LYNCHBURG (CITY)","71758","CENTRAL SYSTEM SERVICE AREA","municipal","1984","0","0.00","37.318055555556","-79.259722222222","51031",""
"225659","vwuds_tfr-0791-0792-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72261","RADFORD SERVICE AREA","municipal","2001","0","0.00","37.132777777778","-80.579166666667","51750",""
"225417","vwuds_tfr-0621-0622-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73335","CLIFTON FORGE SERVICE AREA","municipal","1983","629.943","1.73","37.816666666667","-79.823611111111","51005",""
