"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality"
"225975","vwuds_tfr-1959-0490-TW-SD","Transfer","FROM LUNGA RESERVOIR","72561","POST CAMP WTP","municipal","2003","0","0.00","38.523611111111","-77.368055555556","51153",""
"225411","vwuds_tfr-0612-0802-TW-DL","Transfer","FROM COVINGTON SA (CITY)","74278","POUNDING MILL SERVICE AREAS","municipal","1991","0","0.00","37.775555555556","-79.966666666667","51005",""
"225275","vwuds_tfr-0484-0296-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73551","WARRENTON SERVICE AREA","municipal","1982","171.337","0.47","38.721388888889","-77.804166666667","51061",""
"225159","vwuds_tfr-0402-0014-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72976","CREWE WTP","municipal","2001","0","0.00","37.179166666667","-78.123611111111","51135",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","2010","256.2","0.70","36.872222222222","-76.212500000000","51710",""
"225211","vwuds_tfr-0427-0538-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73121","HUBBARDS LANE SERVICE AREA","municipal","2008","0","0.00","37.269444444444","-76.673611111111","51199",""
"225365","vwuds_tfr-0563-0193-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72331","ST. PAUL SERVICE AREA","municipal","2001","0","0.00","36.904166666667","-82.311111111111","51195",""
"225471","vwuds_tfr-0661-0957-TW-DL","Transfer","FROM MARTINSVILLE (CITY)","73397","RT 58 EAST WATER SYSTEM","municipal","1998","133.64","0.37","36.691397500000","-79.839912900000","51089",""
"225857","vwuds_tfr-1462-0282-TW-DL","Transfer","FROM US GOV'T-FT BELVOIR","72835","GRIFFITH WATER TREATMENT PLANT","municipal","2013","0","0.00","38.721389000000","-77.188889000000","51153",""
"224865","vwuds_tfr-0162-1856-TW-DL","Transfer","FROM BUCHANAN COUNTY-DIRECT","72171","BACKBONE RIDGE SERVICE AREA","municipal","2007","0","0.00","37.188333333333","-82.325833333333","51051",""
"224917","vwuds_tfr-0193-0324-TW-DL","Transfer","FROM ST PAUL (TOWN)","71799","CASTLEWOOD SERVICE AREA","municipal","1988","0","0.00","36.890277777778","-82.278333333333","51167",""
"225681","vwuds_tfr-0807-0180-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73862","JONESVILLE SERVICE AREA","municipal","2009","0","0.00","36.688888888889","-83.109722222222","51105",""
"224907","vwuds_tfr-0188-0164-TW-DL","Transfer","FROM RICHLANDS (TOWN)","74277","CEDAR BLUFF SERVICE AREA","municipal","2001","45.653","0.13","37.087500000000","-81.762500000000","51185",""
"225587","vwuds_tfr-0736-0741-TW-DL","Transfer","FROM SALEM (CITY)","74122","ROANOKE COUNTY SERVICE AREA","municipal","2002","0","0.00","37.234444444444","-80.005555555556","51161",""
"225677","vwuds_tfr-0804-0061-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73497","HARRISONBURG SERVICE AREA","municipal","1993","0","0.00","38.450000000000","-78.869444444444","51660",""
"225529","vwuds_tfr-0717-0089-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72393","STRASBURG SERVICE AREA","municipal","2004","0","0.00","38.988888888889","-78.361111111111","51171",""
"225553","vwuds_tfr-0727-0181-TW-SD","Transfer","FROM BIG CEDAR CREEK","71671","LEBANON SERVICE AREA","municipal","1984","140.894","0.39","36.900000000000","-82.083333333333","51167",""
"225277","vwuds_tfr-0485-0302-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72773","FREDERICKSBURG SERVICE AREA","municipal","1985","922.624","2.53","38.302777777778","-77.460555555556","51630",""
"225871","vwuds_tfr-1533-1534-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71734","UPPER SMITH SERVICE AREA","municipal","2008","0","0.00","36.702500000000","-79.913611111111","51089",""
"225269","vwuds_tfr-0480-0301-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71945","ORANGE (TOWN) SERVICE AREA","municipal","2011","0","0.00","38.244444444444","-78.113888888889","51137",""
"225521","vwuds_tfr-0711-1028-TW-DL","Transfer","FROM PULASKI CO PSA","74386","NEWBERN PLANT","manufacturing","1989","0","0.00","37.087500000000","-80.681944444444","51155",""
"225403","vwuds_tfr-0610-0612-TW-SD","Transfer","FROM JACKSON R WTP TO SA","68659","COVINGTON SERVICE AREA","municipal","1996","0","0.00","37.791111111111","-79.995277777778","51580",""
"225571","vwuds_tfr-0731-0984-TW-DL","Transfer","FROM ROANOKE, CITY OF","72280","ROANOKE PLANT","manufacturing","2007","0","0.00","37.317500000000","-79.931944444444","51770",""
"225059","vwuds_tfr-0283-0279-TW-DL","Transfer","FROM Fairfax Water","401262","Potomac River Water Supply Project (Central System)","municipal","2007","6890.5","18.88","39.001388888889","-77.403611111111","51107",""
"224799","vwuds_tfr-0019-1318-TW-DL","Transfer","FROM CLARKSVILLE (TOWN)","73151","CLARKSVILLE FINISHING PLANT","manufacturing","1994","0","0.00","36.607500000000","-78.536666666667","51117",""
"225357","vwuds_tfr-0558-0183-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74324","Marion WTP and Service Area","municipal","1984","193.215","0.53","36.833333333333","-81.519444444444","51173",""
"225687","vwuds_tfr-0812-0088-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72787","FRONT ROYAL SERVICE AREA","municipal","1984","589.826","1.62","38.918055555556","-78.195833333333","51187",""
"224883","vwuds_tfr-0175-0555-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71744","GATE CITY SERVICE AREA","municipal","1992","0","0.00","36.642500000000","-82.581388888889","51169",""
"224855","vwuds_tfr-0161-0723-TW-DL","Transfer","FROM BRISTOL UTILITIES BD","72683","WASHINGTON COUNTY SERVICE AREA","municipal","1996","206","0.56","36.693333333333","-81.893611111111","51191",""
"224799","vwuds_tfr-0019-1318-TW-DL","Transfer","FROM CLARKSVILLE (TOWN)","73151","CLARKSVILLE FINISHING PLANT","manufacturing","1998","0","0.00","36.607500000000","-78.536666666667","51117",""
"225105","vwuds_tfr-0326-1941-TW-DL","Transfer","FROM Dickenson County PSA","72024","CENTENNIAL HEIGHTS","municipal","2013","0","0.00","-99.000000000000","-99.000000000000","51051",""
"224921","vwuds_tfr-0194-0311-TW-DL","Transfer","FROM SALTVILLE (TOWN)","73643","PLEASANT HEIGHTS & RICH VALLEY","municipal","1991","8.868","0.02","36.858333333333","-81.734722222222","51173",""
"225357","vwuds_tfr-0558-0183-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74324","Marion WTP and Service Area","municipal","2007","0","0.00","36.833333333333","-81.519444444444","51173",""
"225305","vwuds_tfr-0527-0532-TW-DL","Transfer","FROM NEWPORT NEWS (CITY)","73912","FORT MONROE","municipal","1996","0","0.00","37.004722222222","-76.307777777778","51650",""
"225595","vwuds_tfr-0739-0736-TW-SD","Transfer","FROM OLD WTP 1 TO SERV AR","73333","SALEM SERVICE AREA","municipal","2012","0","0.00","37.293055555556","-80.061944444445","51775",""
"226009","vwuds_tfr-2231-0334-TW-SD","Transfer","FROM WTP","72247","HENRICO COUNTY WTP & Service Area","municipal","2006","0","0.00","37.578055555556","-77.402777777778","51087",""
"225705","vwuds_tfr-0828-0829-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74067","AUSTINVILLE SERVICE AREA","municipal","2011","0","0.00","36.850000000000","-80.915277777778","51197",""
"225017","vwuds_tfr-0277-0279-TW-DL","Transfer","FROM FAIRFAX (CITY)","73762","LOWER BROAD RUN SERVICE AREA","municipal","2009","1417.1","3.88","39.001388888889","-77.403611111111","51107",""
"224933","vwuds_tfr-0195-0805-TW-DL","Transfer","FROM SCOTT CO WSA","73766","SUNBRIGHT PLANT","manufacturing","1984","0","0.00","36.727777777778","-82.765277777778","51169",""
"225817","vwuds_tfr-1109-0682-TW-SD","Transfer","Delivery To Moores WTP From Lake Prince","71625","MOORES BRIDGE WTP","municipal","1994","0","0.00","36.872222222222","-76.212500000000","51710",""
"225217","vwuds_tfr-0427-2016-TW-DL","Transfer","FROM WILLIAMSBURG, CITY OF","72542","KINGSWD/WINSTON TER/DRUID HLLS","municipal","2000","10.3704","0.03","-99.000000000000","-99.000000000000","51095",""
"225463","vwuds_tfr-0660-0661-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72395","MARTINSVILLE SERVICE AREA","municipal","1996","0","0.00","36.692500000000","-79.873055555556","51690",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","2009","88.94","0.24","36.872222222222","-76.212500000000","51710",""
"225183","vwuds_tfr-0423-0527-TW-SD","Transfer","FROM LEE HALL WTP TO SERV AREA","72531","NEWPORT NEWS SERVICE AREA","municipal","1984","0","0.00","36.969444444444","-76.429166666667","51700",""
"225531","vwuds_tfr-0718-0139-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72316","NEW MARKET SERVICE AREA","municipal","1984","97.276","0.27","38.647222222222","-78.672222222222","51171",""
"225421","vwuds_tfr-0622-0801-TW-DL","Transfer","FROM CLIFTON FORGE (CITY)","71833","SELMA-LOWMOOR SERVICE AREA","municipal","1992","0","0.00","37.791111111111","-79.877777777778","51005",""
"225423","vwuds_tfr-0622-1995-TW-DL","Transfer","FROM CLIFTON FORGE","73514","IRON GATE SA","municipal","1999","26.157","0.07","37.798611111111","-79.790277777778","51005",""
"224899","vwuds_tfr-0186-0550-TW-DL","Transfer","FROM PENNINGTON GAP, TOWN","71733","DRYDEN SERVICE AREA","municipal","2000","52.2459","0.14","36.778611111111","-82.941666666667","51105",""
"224947","vwuds_tfr-0207-0099-TW-DL","Transfer","FROM STAUNTON (CITY)","72562","VERONA SERVICE AREA","municipal","2015","317.877","0.87","38.200000000000","-79.008333333333","51015",""
"225089","vwuds_tfr-0302-0481-TW-DL","Transfer","FROM FREDERICKSBURG, CITY","72916","NI RIVER SERVICE AREA","municipal","1999","0","0.00","38.201111111111","-77.590000000000","51177",""
"225495","vwuds_tfr-0682-0422-TW-SD","Transfer","FROM MOORES BR WTP TO SER AREA","73193","NORFOLK SERVICE AREA","municipal","2004","0","0.00","36.855555555556","-76.209722222222","51710",""
"224945","vwuds_tfr-0207-0098-TW-DL","Transfer","TOTAL FROM STAUNTON (CITY)","72068","SOUTH RIVER SERVICE AREA","municipal","2006","0","0.00","38.022222222222","-79.033333333333","51015",""
"225479","vwuds_tfr-0672-0428-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66913","Suffolk City of Water Supply System","municipal","2003","0","0.00","36.730555555556","-76.591111111111","51800",""
"225991","vwuds_tfr-2189-2190-TW-SD","Transfer","FROM WTP TO Spotsylvania County Service Area","71943","SERVICE AREA FOR MOTTS RUN WTP","municipal","2013","1782.5","4.88","38.322222222222","-77.541666666667","51177",""
"225159","vwuds_tfr-0402-0014-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72976","CREWE WTP","municipal","1986","140.648","0.39","37.179166666667","-78.123611111111","51135",""
"225179","vwuds_tfr-0422-0426-TW-DL","Transfer","FROM NORFOLK (CITY)","66884","Northwest River/Western Branch Systems","municipal","2011","850.96","2.33","36.733333333333","-76.240000000000","51550",""
"225379","vwuds_tfr-0577-0187-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74370","POCAHONTAS SERVICE AREA","municipal","1986","0","0.00","37.304166666667","-81.340277777778","51185",""
"225415","vwuds_tfr-0612-1986-TW-DL","Transfer","FROM COVINGTON SA","72630","INTERVALE","municipal","1992","7.164","0.02","-99.000000000000","-99.000000000000","51005",""
"225375","vwuds_tfr-0569-0318-TW-SD","Transfer","Austinville","72658","IVANHOE-MAX MEADOWS SERV AREA","municipal","1985","0","0.00","36.837500000000","-81.962500000000","51197",""
"224927","vwuds_tfr-0194-1840-TW-DL","Transfer","FROM SALTVILLE (TOWN)","71772","UPPER POORE VALLEY SERV AREA","municipal","1995","2.661","0.01","36.893888888889","-81.791111111111","51173",""
"225341","vwuds_tfr-0551-0171-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72784","DUFFIELD SERVICE AREA","municipal","1998","52.339","0.14","36.711666666667","-82.801388888889","51169",""
"225377","vwuds_tfr-0570-0205-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72533","WYTHEVILLE SERVICE AREA","municipal","2006","0","0.00","36.950000000000","-82.583333333333","51197",""
"225387","vwuds_tfr-0590-0591-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72577","BROOKNEAL SERVICE AREA","municipal","1993","0","0.00","37.050000000000","-78.945833333333","51031",""
"225585","vwuds_tfr-0736-0731-TW-DL","Transfer","FROM SALEM (CITY)","74111","ROANOKE (CITY) SERVICE AREA","municipal","2001","0","0.00","37.271388888889","-79.945277777778","51770",""
"225625","vwuds_tfr-0766-1480-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73995","LYNCHBURG PLANT","manufacturing","1988","4.4","0.01","37.381666666667","-79.147222222222","51680",""
"225537","vwuds_tfr-0723-0329-TW-DL","Transfer","FROM WASHINGTON CO SERV AUTH","71672","GLADE SPRING SERVICE AREA","municipal","1989","0","0.00","36.789444444444","-81.771666666667","51191",""
"226035","vwuds_tfr-pmp1084-5146-GW-DL","Transfer","PAMUNKEY RIVER- HOLLYFIELD 1-11-12","73280","JOHN N MILLS & SONS - 3 FARMS","irrigation","2017","9","0.02","37.673155165563","-77.182806730270","51101",""
"225379","vwuds_tfr-0577-0187-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74370","POCAHONTAS SERVICE AREA","municipal","1982","0","0.00","37.304166666667","-81.340277777778","51185",""
"225337","vwuds_tfr-0547-0161-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72732","BRISTOL (VA) SERVICE AREA","municipal","2008","0","0.00","36.595833333333","-82.181944444444","51520",""
"225717","vwuds_tfr-0910-0995-TW-SD","Transfer","FROM WTP TO PLANT","72385","BROOKNEAL PLANT","manufacturing","1996","0","0.00","37.054166666667","-78.951388888889","51031",""
"225981","vwuds_tfr-1996-1996-TW-DL-NULL","Transfer","Transfer from 1996 to 1996","74103","SPRING HOLLOW RESERVOIR","municipal","2017","0","0.00","37.239166666667","-80.180833333333","51161",""
"225688","vwuds_tfr-0812-0088-TW-SR","Transfer","TO SERVICE AREA FROM WTP","72471","FRONT ROYAL WTP","municipal","2019","731.86","2.01","38.903333333333","-78.183055555556","51187",""
"225649","vwuds_tfr-0784-0790-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","72004","VPI & SU SERVICE AREA","municipal","1997","0","0.00","37.227777777778","-80.422222222222","51121",""
"225663","vwuds_tfr-0792-0793-TW-DL","Transfer","FROM RADFORD (CITY)","72662","RADFORD PLANT","manufacturing","2001","0","0.00","37.125277777778","-80.591111111111","51750",""
"224861","vwuds_tfr-0162-0326-TW-DL","Transfer","FROM BUCHANAN CO PSA-DIRECT","72764","CLINCHCO SERVICE AREA","municipal","2013","0","0.00","37.161111111111","-82.358333333333","51051",""
"224787","vwuds_tfr-0013-0401-TW-DL","Transfer","FROM US GOV'T-FT PICKETT","73709","BLACKSTONE SERVICE AREA","municipal","1982","146.847","0.40","37.079166666667","-77.998611111111","51135",""
"225041","vwuds_tfr-0282-0471-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN RES","74222","DALE CITY SERVICE AREA","municipal","2006","0","0.00","38.637500000000","-77.337500000000","51153",""
"225497","vwuds_tfr-0683-0674-TW-SD","Transfer","FROM CLEARWELL TO SERV AR","73487","PORTSMOUTH SERVICE AREA","municipal","1990","0","0.00","36.833888888889","-76.297222222222","51740",""
"225135","vwuds_tfr-0350-0009-TW-DL","Transfer","FROM VA AMER WATER CO-HOPEWELL","73950","HOPEWELL DISTRIBUTION SYSTEM","municipal","1996","0","0.00","37.291666666667","-77.291666666667","51670",""
"225557","vwuds_tfr-0729-0315-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71660","RAVEN-DORAN SERVICE AREA","municipal","1994","0","0.00","37.091666666667","-81.843055555556","51185",""
"225673","vwuds_tfr-0803-0195-TW-DL","Transfer","FROM MOCCASIN GAP SAN DIST","71753","SCOTT COUNTY SERVICE AREA","municipal","2006","0","0.00","36.638888888889","-82.579166666667","51169",""
"225353","vwuds_tfr-0556-0176-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73416","GRUNDY SERVICE AREA","municipal","2016","0","0.00","37.277777777778","-82.059722222222","51027",""
"224949","vwuds_tfr-0207-0100-TW-DL","Transfer","FROM STAUNTON (CITY)","74078","WEYERS CAVE SERVICE AREA","municipal","2015","22.452","0.06","38.287500000000","-78.904166666667","51015",""
"225001","vwuds_tfr-0267-0266-TW-DL","Transfer","FROM WINCHESTER (CITY)","72790","MIDDLETOWN SERVICE AREA","municipal","2002","0","0.00","39.027777777778","-78.278611111111","51069",""
"225955","vwuds_tfr-1882-1884-TW-SD","Transfer","FROM DIASCUND RES TO LITTLE CR","72532","LITTLE CREEK RESERVOIR","municipal","2013","0","0.00","37.363888888889","-76.827777777778","51095",""
"226060","vwuds_tfr-pmp541-0672-TW-SD","Transfer","From Portsmouth (City)","67426","City of Suffolk Main System","municipal","2019","947.33","2.60","36.864444444444","-76.575555555556","51800",""
"225929","vwuds_tfr-1838-0169-TW-DL","Transfer","FROM WISE CO PSA REGIONAL WTP","71741","COEBURN WTP","municipal","1995","26.024","0.07","37.943888888889","-82.464444444444","51195",""
"225247","vwuds_tfr-0471-0466-TW-DL","Transfer","FROM VIRGINIA AMERICAN WATER","74425","OWDT SERVICE AREA","municipal","2003","217.33","0.60","38.661944444444","-77.247777777778","51153",""
"225301","vwuds_tfr-0527-0530-TW-DL","Transfer","FROM NEWPORT NEWS (CITY)","73326","YORKTOWN NAVAL WEAPONS STATION","municipal","1983","185.786","0.51","37.239722222222","-76.558333333333","51199",""
"224809","vwuds_tfr-0060-0116-TW-DL","Transfer","FROM WAYNESBORO (CITY)","73133","WAYNESBORO PLANT","manufacturing","1986","0","0.00","38.059722222222","-78.893611111111","51820",""
"224823","vwuds_tfr-0063-0459-TW-DL","Transfer","FROM MAURY SERV AUTH WTP","73606","LEXINGTON SERVICE AREA","municipal","1997","0","0.00","37.782777777778","-79.438333333333","51678",""
"225979","vwuds_tfr-1995-0709-TW-DL","Transfer","FROM ALLEGHANY CO IRON GATE SA","73432","Iron Gate Warehouse","manufacturing","1999","8.3","0.02","37.797777777778","-79.787222222222","51005",""
"225193","vwuds_tfr-0425-0683-TW-SD","Transfer","FROM WTP TO CLEARWELL","67337","Lake Kilby Water Treatment Facility","municipal","2007","0","0.00","36.729166666667","-76.602777777778","51800",""
"225369","vwuds_tfr-0565-0723-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72683","WASHINGTON COUNTY SERVICE AREA","municipal","1995","0","0.00","36.693333333333","-81.893611111111","51191",""
"225803","vwuds_tfr-1067-1068-TW-SD","Transfer","FROM WTP TO HOSPITAL","72594","CATAWBA HOSPITAL","commercial","1992","0","0.00","37.390833333333","-80.111111111111","51161",""
"225427","vwuds_tfr-0627-1987-TW-DL","Transfer","FROM PEMBROKE","72907","HOGES CHAPEL","municipal","2007","0","0.00","37.321666666667","-80.597222222222","51071",""
"225133","vwuds_tfr-0343-0347-TW-DL","Transfer","FROM APPOMATTOX RIVER WA","73253","ROHOIC SERVICE AREA","municipal","2006","0","0.00","37.077777777778","-77.587500000000","51053",""
"225263","vwuds_tfr-0477-0298-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73347","MADISON (TOWN) SERVICE AREA","municipal","1995","0","0.00","38.381944444444","-78.256388888889","51113",""
"224959","vwuds_tfr-0211-1973-TW-DL","Transfer","FROM RIVANNA WSA","72134","CHALOTTESVILLE SERVICE AREA","municipal","2003","0","0.00","-99.000000000000","-99.000000000000","51540",""
"225857","vwuds_tfr-1462-0282-TW-DL","Transfer","FROM US GOV'T-FT BELVOIR","72835","GRIFFITH WATER TREATMENT PLANT","municipal","1996","655.8","1.80","38.721389000000","-77.188889000000","51153",""
"225283","vwuds_tfr-0490-0475-TW-SD","Transfer","FROM WTP TO POST CAMP","71709","POST CAMP SERVICE AREA","commercial","1998","0","0.00","38.506944444444","-77.304166666667","51153",""
"225177","vwuds_tfr-0422-0424-TW-DL","Transfer","FROM NORFOLK (CITY)","71956","VIRGINIA BEACH SERVICE AREA","municipal","1990","0","0.00","36.873428790070","-76.201108805339","51810",""
