"hydocode","bundle","ftype","name","from_node","to_node"
"VA0059161:VA0059161006","coneyance","water_transfer","From VA0059161 to VA0059161006","VA0059161:VA0059161006","VA0059161006"
"VA0059161:VA0059161008","coneyance","water_transfer","From VA0059161 to VA0059161008","VA0059161:VA0059161008","VA0059161008"
"VA0059170:VA0059170001","coneyance","water_transfer","From VA0059170 to VA0059170001","VA0059170:VA0059170001","VA0059170001"
"VA0060194:VA0060194001","coneyance","water_transfer","From VA0060194 to VA0060194001","VA0060194:VA0060194001","VA0060194001"
"VA0060275:VA0060275001","coneyance","water_transfer","From VA0060275 to VA0060275001","VA0060275:VA0060275001","VA0060275001"
"VA0060330:VA0060330001","coneyance","water_transfer","From VA0060330 to VA0060330001","VA0060330:VA0060330001","VA0060330001"
"VA0060348:VA0060348001","coneyance","water_transfer","From VA0060348 to VA0060348001","VA0060348:VA0060348001","VA0060348001"
"VA0060364:VA0060364001","coneyance","water_transfer","From VA0060364 to VA0060364001","VA0060364:VA0060364001","VA0060364001"
"VA0060402:VA0060402001","coneyance","water_transfer","From VA0060402 to VA0060402001","VA0060402:VA0060402001","VA0060402001"
"VA0060429:VA0060429001","coneyance","water_transfer","From VA0060429 to VA0060429001","VA0060429:VA0060429001","VA0060429001"
"VA0060500:VA0060500001","coneyance","water_transfer","From VA0060500 to VA0060500001","VA0060500:VA0060500001","VA0060500001"
"VA0060526:VA0060526001","coneyance","water_transfer","From VA0060526 to VA0060526001","VA0060526:VA0060526001","VA0060526001"
"VA0060569:VA0060569001","coneyance","water_transfer","From VA0060569 to VA0060569001","VA0060569:VA0060569001","VA0060569001"
"VA0060585:VA0060585001","coneyance","water_transfer","From VA0060585 to VA0060585001","VA0060585:VA0060585001","VA0060585001"
"VA0060593:VA0060593001","coneyance","water_transfer","From VA0060593 to VA0060593001","VA0060593:VA0060593001","VA0060593001"
"VA0060640:VA0060640001","coneyance","water_transfer","From VA0060640 to VA0060640001","VA0060640:VA0060640001","VA0060640001"
"VA0060712:VA0060712001","coneyance","water_transfer","From VA0060712 to VA0060712001","VA0060712:VA0060712001","VA0060712001"
"VA0060798:VA0060798001","coneyance","water_transfer","From VA0060798 to VA0060798001","VA0060798:VA0060798001","VA0060798001"
"VA0060844:VA0060844001","coneyance","water_transfer","From VA0060844 to VA0060844001","VA0060844:VA0060844001","VA0060844001"
"VA0060879:VA0060879001","coneyance","water_transfer","From VA0060879 to VA0060879001","VA0060879:VA0060879001","VA0060879001"
"VA0060887:VA0060887001","coneyance","water_transfer","From VA0060887 to VA0060887001","VA0060887:VA0060887001","VA0060887001"
"VA0060968:VA0060968001","coneyance","water_transfer","From VA0060968 to VA0060968001","VA0060968:VA0060968001","VA0060968001"
"VA0061042:VA0061042001","coneyance","water_transfer","From VA0061042 to VA0061042001","VA0061042:VA0061042001","VA0061042001"
"VA0061158:VA0061158001","coneyance","water_transfer","From VA0061158 to VA0061158001","VA0061158:VA0061158001","VA0061158001"
"VA0061158:VA0061158201","coneyance","water_transfer","From VA0061158 to VA0061158201","VA0061158:VA0061158201","VA0061158201"
"VA0061247:VA0061247001","coneyance","water_transfer","From VA0061247 to VA0061247001","VA0061247:VA0061247001","VA0061247001"
"VA0061280:VA0061280001","coneyance","water_transfer","From VA0061280 to VA0061280001","VA0061280:VA0061280001","VA0061280001"
"VA0061298:VA0061298001","coneyance","water_transfer","From VA0061298 to VA0061298001","VA0061298:VA0061298001","VA0061298001"
"VA0061301:VA0061301001","coneyance","water_transfer","From VA0061301 to VA0061301001","VA0061301:VA0061301001","VA0061301001"
"VA0061310:VA0061310001","coneyance","water_transfer","From VA0061310 to VA0061310001","VA0061310:VA0061310001","VA0061310001"
"VA0061379:VA0061379001","coneyance","water_transfer","From VA0061379 to VA0061379001","VA0061379:VA0061379001","VA0061379001"
"VA0061409:VA0061409001","coneyance","water_transfer","From VA0061409 to VA0061409001","VA0061409:VA0061409001","VA0061409001"
"VA0061549:VA0061549001","coneyance","water_transfer","From VA0061549 to VA0061549001","VA0061549:VA0061549001","VA0061549001"
"VA0061590:VA0061590001","coneyance","water_transfer","From VA0061590 to VA0061590001","VA0061590:VA0061590001","VA0061590001"
"VA0061646:VA0061646001","coneyance","water_transfer","From VA0061646 to VA0061646001","VA0061646:VA0061646001","VA0061646001"
"VA0061751:VA0061751001","coneyance","water_transfer","From VA0061751 to VA0061751001","VA0061751:VA0061751001","VA0061751001"
"VA0061859:VA0061859001","coneyance","water_transfer","From VA0061859 to VA0061859001","VA0061859:VA0061859001","VA0061859001"
"VA0061913:VA0061913001","coneyance","water_transfer","From VA0061913 to VA0061913001","VA0061913:VA0061913001","VA0061913001"
"VA0061964:VA0061964001","coneyance","water_transfer","From VA0061964 to VA0061964001","VA0061964:VA0061964001","VA0061964001"
"VA0062031:VA0062031001","coneyance","water_transfer","From VA0062031 to VA0062031001","VA0062031:VA0062031001","VA0062031001"
"VA0062103:VA0062103001","coneyance","water_transfer","From VA0062103 to VA0062103001","VA0062103:VA0062103001","VA0062103001"
"VA0062154:VA0062154001","coneyance","water_transfer","From VA0062154 to VA0062154001","VA0062154:VA0062154001","VA0062154001"
"VA0062189:VA0062189001","coneyance","water_transfer","From VA0062189 to VA0062189001","VA0062189:VA0062189001","VA0062189001"
"VA0062219:VA0062219001","coneyance","water_transfer","From VA0062219 to VA0062219001","VA0062219:VA0062219001","VA0062219001"
"VA0062391:VA0062391001","coneyance","water_transfer","From VA0062391 to VA0062391001","VA0062391:VA0062391001","VA0062391001"
"VA0062421:VA0062421001","coneyance","water_transfer","From VA0062421 to VA0062421001","VA0062421:VA0062421001","VA0062421001"
"VA0062481:VA0062481001","coneyance","water_transfer","From VA0062481 to VA0062481001","VA0062481:VA0062481001","VA0062481001"
"VA0062499:VA0062499001","coneyance","water_transfer","From VA0062499 to VA0062499001","VA0062499:VA0062499001","VA0062499001"
"VA0062642:VA0062642001","coneyance","water_transfer","From VA0062642 to VA0062642001","VA0062642:VA0062642001","VA0062642001"
"VA0062669:VA0062669001","coneyance","water_transfer","From VA0062669 to VA0062669001","VA0062669:VA0062669001","VA0062669001"
"VA0062685:VA0062685001","coneyance","water_transfer","From VA0062685 to VA0062685001","VA0062685:VA0062685001","VA0062685001"
"VA0062731:VA0062731001","coneyance","water_transfer","From VA0062731 to VA0062731001","VA0062731:VA0062731001","VA0062731001"
"VA0062812:VA0062812001","coneyance","water_transfer","From VA0062812 to VA0062812001","VA0062812:VA0062812001","VA0062812001"
"VA0062880:VA0062880001","coneyance","water_transfer","From VA0062880 to VA0062880001","VA0062880:VA0062880001","VA0062880001"
"VA0062961:VA0062961001","coneyance","water_transfer","From VA0062961 to VA0062961001","VA0062961:VA0062961001","VA0062961001"
"VA0063029:VA0063029001","coneyance","water_transfer","From VA0063029 to VA0063029001","VA0063029:VA0063029001","VA0063029001"
"VA0063037:VA0063037001","coneyance","water_transfer","From VA0063037 to VA0063037001","VA0063037:VA0063037001","VA0063037001"
"VA0063177:VA0063177001","coneyance","water_transfer","From VA0063177 to VA0063177001","VA0063177:VA0063177001","VA0063177001"
"VA0063291:VA0063291001","coneyance","water_transfer","From VA0063291 to VA0063291001","VA0063291:VA0063291001","VA0063291001"
"VA0063347:VA0063347001","coneyance","water_transfer","From VA0063347 to VA0063347001","VA0063347:VA0063347001","VA0063347001"
"VA0063606:VA0063606001","coneyance","water_transfer","From VA0063606 to VA0063606001","VA0063606:VA0063606001","VA0063606001"
"VA0063614:VA0063614001","coneyance","water_transfer","From VA0063614 to VA0063614001","VA0063614:VA0063614001","VA0063614001"
"VA0063614:VA0063614002","coneyance","water_transfer","From VA0063614 to VA0063614002","VA0063614:VA0063614002","VA0063614002"
"VA0063649:VA0063649001","coneyance","water_transfer","From VA0063649 to VA0063649001","VA0063649:VA0063649001","VA0063649001"
"VA0063657:VA0063657001","coneyance","water_transfer","From VA0063657 to VA0063657001","VA0063657:VA0063657001","VA0063657001"
"VA0063673:VA0063673001","coneyance","water_transfer","From VA0063673 to VA0063673001","VA0063673:VA0063673001","VA0063673001"
"VA0063690:VA0063690001","coneyance","water_transfer","From VA0063690 to VA0063690001","VA0063690:VA0063690001","VA0063690001"
"VA0063738:VA0063738001","coneyance","water_transfer","From VA0063738 to VA0063738001","VA0063738:VA0063738001","VA0063738001"
"VA0063843:VA0063843001","coneyance","water_transfer","From VA0063843 to VA0063843001","VA0063843:VA0063843001","VA0063843001"
"VA0064009:VA0064009001","coneyance","water_transfer","From VA0064009 to VA0064009001","VA0064009:VA0064009001","VA0064009001"
"VA0064181:VA0064181001","coneyance","water_transfer","From VA0064181 to VA0064181001","VA0064181:VA0064181001","VA0064181001"
"VA0064271:VA0064271001","coneyance","water_transfer","From VA0064271 to VA0064271001","VA0064271:VA0064271001","VA0064271001"
"VA0064394:VA0064394001","coneyance","water_transfer","From VA0064394 to VA0064394001","VA0064394:VA0064394001","VA0064394001"
"VA0064424:VA0064424001","coneyance","water_transfer","From VA0064424 to VA0064424001","VA0064424:VA0064424001","VA0064424001"
"VA0064599:VA0064599001","coneyance","water_transfer","From VA0064599 to VA0064599001","VA0064599:VA0064599001","VA0064599001"
"VA0064726:VA0064726001","coneyance","water_transfer","From VA0064726 to VA0064726001","VA0064726:VA0064726001","VA0064726001"
"VA0064751:VA0064751001","coneyance","water_transfer","From VA0064751 to VA0064751001","VA0064751:VA0064751001","VA0064751001"
"VA0064793:VA0064793001","coneyance","water_transfer","From VA0064793 to VA0064793001","VA0064793:VA0064793001","VA0064793001"
"VA0065196:VA0065196001","coneyance","water_transfer","From VA0065196 to VA0065196001","VA0065196:VA0065196001","VA0065196001"
"VA0065315:VA0065315001","coneyance","water_transfer","From VA0065315 to VA0065315001","VA0065315:VA0065315001","VA0065315001"
"VA0065323:VA0065323001","coneyance","water_transfer","From VA0065323 to VA0065323001","VA0065323:VA0065323001","VA0065323001"
"VA0065358:VA0065358001","coneyance","water_transfer","From VA0065358 to VA0065358001","VA0065358:VA0065358001","VA0065358001"
"VA0065374:VA0065374001","coneyance","water_transfer","From VA0065374 to VA0065374001","VA0065374:VA0065374001","VA0065374001"
"VA0065471:VA0065471001","coneyance","water_transfer","From VA0065471 to VA0065471001","VA0065471:VA0065471001","VA0065471001"
"VA0065552:VA0065552001","coneyance","water_transfer","From VA0065552 to VA0065552001","VA0065552:VA0065552001","VA0065552001"
"VA0065714:VA0065714001","coneyance","water_transfer","From VA0065714 to VA0065714001","VA0065714:VA0065714001","VA0065714001"
"VA0066303:VA0066303001","coneyance","water_transfer","From VA0066303 to VA0066303001","VA0066303:VA0066303001","VA0066303001"
"VA0066311:VA0066311001","coneyance","water_transfer","From VA0066311 to VA0066311001","VA0066311:VA0066311001","VA0066311001"
"VA0066460:VA0066460001","coneyance","water_transfer","From VA0066460 to VA0066460001","VA0066460:VA0066460001","VA0066460001"
"VA0066532:VA0066532001","coneyance","water_transfer","From VA0066532 to VA0066532001","VA0066532:VA0066532001","VA0066532001"
"VA0066575:VA0066575001","coneyance","water_transfer","From VA0066575 to VA0066575001","VA0066575:VA0066575001","VA0066575001"
"VA0066630:VA0066630001","coneyance","water_transfer","From VA0066630 to VA0066630001","VA0066630:VA0066630001","VA0066630001"
"VA0066630:VA0066630101","coneyance","water_transfer","From VA0066630 to VA0066630101","VA0066630:VA0066630101","VA0066630101"
"VA0066869:VA0066869001","coneyance","water_transfer","From VA0066869 to VA0066869001","VA0066869:VA0066869001","VA0066869001"
"VA0066877:VA0066877001","coneyance","water_transfer","From VA0066877 to VA0066877001","VA0066877:VA0066877001","VA0066877001"
"VA0067032:VA0067032001","coneyance","water_transfer","From VA0067032 to VA0067032001","VA0067032:VA0067032001","VA0067032001"
"VA0067059:VA0067059001","coneyance","water_transfer","From VA0067059 to VA0067059001","VA0067059:VA0067059001","VA0067059001"
"VA0067067:VA0067067001","coneyance","water_transfer","From VA0067067 to VA0067067001","VA0067067:VA0067067001","VA0067067001"
"VA0067105:VA0067105001","coneyance","water_transfer","From VA0067105 to VA0067105001","VA0067105:VA0067105001","VA0067105001"
"VA0067121:VA0067121001","coneyance","water_transfer","From VA0067121 to VA0067121001","VA0067121:VA0067121001","VA0067121001"
"VA0067245:VA0067245002","coneyance","water_transfer","From VA0067245 to VA0067245002","VA0067245:VA0067245002","VA0067245002"
"VA0067318:VA0067318001","coneyance","water_transfer","From VA0067318 to VA0067318001","VA0067318:VA0067318001","VA0067318001"
"VA0067351:VA0067351001","coneyance","water_transfer","From VA0067351 to VA0067351001","VA0067351:VA0067351001","VA0067351001"
"VA0067423:VA0067423001","coneyance","water_transfer","From VA0067423 to VA0067423001","VA0067423:VA0067423001","VA0067423001"
"VA0067521:VA0067521001","coneyance","water_transfer","From VA0067521 to VA0067521001","VA0067521:VA0067521001","VA0067521001"
"VA0067555:VA0067555001","coneyance","water_transfer","From VA0067555 to VA0067555001","VA0067555:VA0067555001","VA0067555001"
"VA0067571:VA0067571001","coneyance","water_transfer","From VA0067571 to VA0067571001","VA0067571:VA0067571001","VA0067571001"
"VA0067881:VA0067881001","coneyance","water_transfer","From VA0067881 to VA0067881001","VA0067881:VA0067881001","VA0067881001"
"VA0067938:VA0067938001","coneyance","water_transfer","From VA0067938 to VA0067938001","VA0067938:VA0067938001","VA0067938001"
"VA0067954:VA0067954001","coneyance","water_transfer","From VA0067954 to VA0067954001","VA0067954:VA0067954001","VA0067954001"
"VA0067962:VA0067962001","coneyance","water_transfer","From VA0067962 to VA0067962001","VA0067962:VA0067962001","VA0067962001"
"VA0068110:VA0068110001","coneyance","water_transfer","From VA0068110 to VA0068110001","VA0068110:VA0068110001","VA0068110001"
"VA0068144:VA0068144001","coneyance","water_transfer","From VA0068144 to VA0068144001","VA0068144:VA0068144001","VA0068144001"
"VA0068209:VA0068209001","coneyance","water_transfer","From VA0068209 to VA0068209001","VA0068209:VA0068209001","VA0068209001"
"VA0068209:VA0068209005","coneyance","water_transfer","From VA0068209 to VA0068209005","VA0068209:VA0068209005","VA0068209005"
"VA0068314:VA0068314001","coneyance","water_transfer","From VA0068314 to VA0068314001","VA0068314:VA0068314001","VA0068314001"
"VA0068438:VA0068438001","coneyance","water_transfer","From VA0068438 to VA0068438001","VA0068438:VA0068438001","VA0068438001"
"VA0068543:VA0068543001","coneyance","water_transfer","From VA0068543 to VA0068543001","VA0068543:VA0068543001","VA0068543001"
"VA0068586:VA0068586001","coneyance","water_transfer","From VA0068586 to VA0068586001","VA0068586:VA0068586001","VA0068586001"
"VA0068934:VA0068934001","coneyance","water_transfer","From VA0068934 to VA0068934001","VA0068934:VA0068934001","VA0068934001"
"VA0068951:VA0068951001","coneyance","water_transfer","From VA0068951 to VA0068951001","VA0068951:VA0068951001","VA0068951001"
"VA0069337:VA0069337001","coneyance","water_transfer","From VA0069337 to VA0069337001","VA0069337:VA0069337001","VA0069337001"
"VA0070106:VA0070106001","coneyance","water_transfer","From VA0070106 to VA0070106001","VA0070106:VA0070106001","VA0070106001"
"VA0070271:VA0070271001","coneyance","water_transfer","From VA0070271 to VA0070271001","VA0070271:VA0070271001","VA0070271001"
"VA0070327:VA0070327001","coneyance","water_transfer","From VA0070327 to VA0070327001","VA0070327:VA0070327001","VA0070327001"
"VA0070564:VA0070564001","coneyance","water_transfer","From VA0070564 to VA0070564001","VA0070564:VA0070564001","VA0070564001"
"VA0070670:VA0070670001","coneyance","water_transfer","From VA0070670 to VA0070670001","VA0070670:VA0070670001","VA0070670001"
"VA0071471:VA0071471001","coneyance","water_transfer","From VA0071471 to VA0071471001","VA0071471:VA0071471001","VA0071471001"
"VA0071528:VA0071528004","coneyance","water_transfer","From VA0071528 to VA0071528004","VA0071528:VA0071528004","VA0071528004"
"VA0071692:VA0071692001","coneyance","water_transfer","From VA0071692 to VA0071692001","VA0071692:VA0071692001","VA0071692001"
"VA0071846:VA0071846001","coneyance","water_transfer","From VA0071846 to VA0071846001","VA0071846:VA0071846001","VA0071846001"
"VA0071927:VA0071927001","coneyance","water_transfer","From VA0071927 to VA0071927001","VA0071927:VA0071927001","VA0071927001"
"VA0072044:VA0072044001","coneyance","water_transfer","From VA0072044 to VA0072044001","VA0072044:VA0072044001","VA0072044001"
"VA0072079:VA0072079001","coneyance","water_transfer","From VA0072079 to VA0072079001","VA0072079:VA0072079001","VA0072079001"
"VA0072354:VA0072354001","coneyance","water_transfer","From VA0072354 to VA0072354001","VA0072354:VA0072354001","VA0072354001"
"VA0072354:VA0072354002","coneyance","water_transfer","From VA0072354 to VA0072354002","VA0072354:VA0072354002","VA0072354002"
"VA0072389:VA0072389001","coneyance","water_transfer","From VA0072389 to VA0072389001","VA0072389:VA0072389001","VA0072389001"
"VA0072397:VA0072397001","coneyance","water_transfer","From VA0072397 to VA0072397001","VA0072397:VA0072397001","VA0072397001"
"VA0072397:VA0072397002","coneyance","water_transfer","From VA0072397 to VA0072397002","VA0072397:VA0072397002","VA0072397002"
"VA0072397:VA0072397003","coneyance","water_transfer","From VA0072397 to VA0072397003","VA0072397:VA0072397003","VA0072397003"
"VA0072397:VA0072397004","coneyance","water_transfer","From VA0072397 to VA0072397004","VA0072397:VA0072397004","VA0072397004"
"VA0072397:VA0072397005","coneyance","water_transfer","From VA0072397 to VA0072397005","VA0072397:VA0072397005","VA0072397005"
"VA0072397:VA0072397007","coneyance","water_transfer","From VA0072397 to VA0072397007","VA0072397:VA0072397007","VA0072397007"
"VA0072729:VA0072729001","coneyance","water_transfer","From VA0072729 to VA0072729001","VA0072729:VA0072729001","VA0072729001"
"VA0072931:VA0072931001","coneyance","water_transfer","From VA0072931 to VA0072931001","VA0072931:VA0072931001","VA0072931001"
"VA0072991:VA0072991001","coneyance","water_transfer","From VA0072991 to VA0072991001","VA0072991:VA0072991001","VA0072991001"
"VA0073091:VA0073091001","coneyance","water_transfer","From VA0073091 to VA0073091001","VA0073091:VA0073091001","VA0073091001"
"VA0073091:VA0073091002","coneyance","water_transfer","From VA0073091 to VA0073091002","VA0073091:VA0073091002","VA0073091002"
"VA0073091:VA0073091003","coneyance","water_transfer","From VA0073091 to VA0073091003","VA0073091:VA0073091003","VA0073091003"
"VA0073091:VA0073091010","coneyance","water_transfer","From VA0073091 to VA0073091010","VA0073091:VA0073091010","VA0073091010"
"VA0073156:VA0073156001","coneyance","water_transfer","From VA0073156 to VA0073156001","VA0073156:VA0073156001","VA0073156001"
"VA0073245:VA0073245001","coneyance","water_transfer","From VA0073245 to VA0073245001","VA0073245:VA0073245001","VA0073245001"
"VA0073245:VA0073245002","coneyance","water_transfer","From VA0073245 to VA0073245002","VA0073245:VA0073245002","VA0073245002"
"VA0073300:VA0073300001","coneyance","water_transfer","From VA0073300 to VA0073300001","VA0073300:VA0073300001","VA0073300001"
"VA0073300:VA0073300101","coneyance","water_transfer","From VA0073300 to VA0073300101","VA0073300:VA0073300101","VA0073300101"
"VA0073300:VA0073300102","coneyance","water_transfer","From VA0073300 to VA0073300102","VA0073300:VA0073300102","VA0073300102"
"VA0073318:VA0073318001","coneyance","water_transfer","From VA0073318 to VA0073318001","VA0073318:VA0073318001","VA0073318001"
"VA0073504:VA0073504001","coneyance","water_transfer","From VA0073504 to VA0073504001","VA0073504:VA0073504001","VA0073504001"
"VA0073636:VA0073636002","coneyance","water_transfer","From VA0073636 to VA0073636002","VA0073636:VA0073636002","VA0073636002"
"VA0073636:VA0073636003","coneyance","water_transfer","From VA0073636 to VA0073636003","VA0073636:VA0073636003","VA0073636003"
"VA0073636:VA0073636004","coneyance","water_transfer","From VA0073636 to VA0073636004","VA0073636:VA0073636004","VA0073636004"
"VA0073636:VA0073636006","coneyance","water_transfer","From VA0073636 to VA0073636006","VA0073636:VA0073636006","VA0073636006"
"VA0073636:VA0073636007","coneyance","water_transfer","From VA0073636 to VA0073636007","VA0073636:VA0073636007","VA0073636007"
"VA0073636:VA0073636009","coneyance","water_transfer","From VA0073636 to VA0073636009","VA0073636:VA0073636009","VA0073636009"
"VA0073733:VA0073733001","coneyance","water_transfer","From VA0073733 to VA0073733001","VA0073733:VA0073733001","VA0073733001"
"VA0074047:VA0074047001","coneyance","water_transfer","From VA0074047 to VA0074047001","VA0074047:VA0074047001","VA0074047001"
"VA0074161:VA0074161001","coneyance","water_transfer","From VA0074161 to VA0074161001","VA0074161:VA0074161001","VA0074161001"
"VA0074179:VA0074179001","coneyance","water_transfer","From VA0074179 to VA0074179001","VA0074179:VA0074179001","VA0074179001"
"VA0074381:VA0074381001","coneyance","water_transfer","From VA0074381 to VA0074381001","VA0074381:VA0074381001","VA0074381001"
"VA0074454:VA0074454001","coneyance","water_transfer","From VA0074454 to VA0074454001","VA0074454:VA0074454001","VA0074454001"
"VA0074454:VA0074454002","coneyance","water_transfer","From VA0074454 to VA0074454002","VA0074454:VA0074454002","VA0074454002"
"VA0074454:VA0074454004","coneyance","water_transfer","From VA0074454 to VA0074454004","VA0074454:VA0074454004","VA0074454004"
"VA0074586:VA0074586001","coneyance","water_transfer","From VA0074586 to VA0074586001","VA0074586:VA0074586001","VA0074586001"
"VA0074781:VA0074781001","coneyance","water_transfer","From VA0074781 to VA0074781001","VA0074781:VA0074781001","VA0074781001"
"VA0074781:VA0074781101","coneyance","water_transfer","From VA0074781 to VA0074781101","VA0074781:VA0074781101","VA0074781101"
"VA0074781:VA0074781102","coneyance","water_transfer","From VA0074781 to VA0074781102","VA0074781:VA0074781102","VA0074781102"
"VA0074870:VA0074870001","coneyance","water_transfer","From VA0074870 to VA0074870001","VA0074870:VA0074870001","VA0074870001"
"VA0074934:VA0074934001","coneyance","water_transfer","From VA0074934 to VA0074934001","VA0074934:VA0074934001","VA0074934001"
"VA0074942:VA0074942001","coneyance","water_transfer","From VA0074942 to VA0074942001","VA0074942:VA0074942001","VA0074942001"
"VA0075183:VA0075183001","coneyance","water_transfer","From VA0075183 to VA0075183001","VA0075183:VA0075183001","VA0075183001"
"VA0075191:VA0075191001","coneyance","water_transfer","From VA0075191 to VA0075191001","VA0075191:VA0075191001","VA0075191001"
"VA0075361:VA0075361001","coneyance","water_transfer","From VA0075361 to VA0075361001","VA0075361:VA0075361001","VA0075361001"
"VA0075434:VA0075434001","coneyance","water_transfer","From VA0075434 to VA0075434001","VA0075434:VA0075434001","VA0075434001"
"VA0075451:VA0075451001","coneyance","water_transfer","From VA0075451 to VA0075451001","VA0075451:VA0075451001","VA0075451001"
"VA0075515:VA0075515001","coneyance","water_transfer","From VA0075515 to VA0075515001","VA0075515:VA0075515001","VA0075515001"
"VA0075574:VA0075574001","coneyance","water_transfer","From VA0075574 to VA0075574001","VA0075574:VA0075574001","VA0075574001"
"VA0075981:VA0075981001","coneyance","water_transfer","From VA0075981 to VA0075981001","VA0075981:VA0075981001","VA0075981001"
"VA0076015:VA0076015001","coneyance","water_transfer","From VA0076015 to VA0076015001","VA0076015:VA0076015001","VA0076015001"
"VA0076244:VA0076244001","coneyance","water_transfer","From VA0076244 to VA0076244001","VA0076244:VA0076244001","VA0076244001"
"VA0076392:VA0076392001","coneyance","water_transfer","From VA0076392 to VA0076392001","VA0076392:VA0076392001","VA0076392001"
"VA0076473:VA0076473001","coneyance","water_transfer","From VA0076473 to VA0076473001","VA0076473:VA0076473001","VA0076473001"
"VA0076520:VA0076520001","coneyance","water_transfer","From VA0076520 to VA0076520001","VA0076520:VA0076520001","VA0076520001"
"VA0076678:VA0076678001","coneyance","water_transfer","From VA0076678 to VA0076678001","VA0076678:VA0076678001","VA0076678001"
"VA0076805:VA0076805001","coneyance","water_transfer","From VA0076805 to VA0076805001","VA0076805:VA0076805001","VA0076805001"
"VA0076830:VA0076830001","coneyance","water_transfer","From VA0076830 to VA0076830001","VA0076830:VA0076830001","VA0076830001"
"VA0076856:VA0076856002","coneyance","water_transfer","From VA0076856 to VA0076856002","VA0076856:VA0076856002","VA0076856002"
"VA0076881:VA0076881001","coneyance","water_transfer","From VA0076881 to VA0076881001","VA0076881:VA0076881001","VA0076881001"
"VA0077259:VA0077259001","coneyance","water_transfer","From VA0077259 to VA0077259001","VA0077259:VA0077259001","VA0077259001"
"VA0077399:VA0077399002","coneyance","water_transfer","From VA0077399 to VA0077399002","VA0077399:VA0077399002","VA0077399002"
"VA0077402:VA0077402001","coneyance","water_transfer","From VA0077402 to VA0077402001","VA0077402:VA0077402001","VA0077402001"
"VA0077411:VA0077411001","coneyance","water_transfer","From VA0077411 to VA0077411001","VA0077411:VA0077411001","VA0077411001"
"VA0077828:VA0077828001","coneyance","water_transfer","From VA0077828 to VA0077828001","VA0077828:VA0077828001","VA0077828001"
"VA0077895:VA0077895001","coneyance","water_transfer","From VA0077895 to VA0077895001","VA0077895:VA0077895001","VA0077895001"
"VA0078131:VA0078131001","coneyance","water_transfer","From VA0078131 to VA0078131001","VA0078131:VA0078131001","VA0078131001"
"VA0078484:VA0078484001","coneyance","water_transfer","From VA0078484 to VA0078484001","VA0078484:VA0078484001","VA0078484001"
"VA0078654:VA0078654001","coneyance","water_transfer","From VA0078654 to VA0078654001","VA0078654:VA0078654001","VA0078654001"
"VA0078778:VA0078778001","coneyance","water_transfer","From VA0078778 to VA0078778001","VA0078778:VA0078778001","VA0078778001"
"VA0079057:VA0079057001","coneyance","water_transfer","From VA0079057 to VA0079057001","VA0079057:VA0079057001","VA0079057001"
"VA0079502:VA0079502001","coneyance","water_transfer","From VA0079502 to VA0079502001","VA0079502:VA0079502001","VA0079502001"
"VA0079502:VA0079502002","coneyance","water_transfer","From VA0079502 to VA0079502002","VA0079502:VA0079502002","VA0079502002"
"VA0079502:VA0079502101","coneyance","water_transfer","From VA0079502 to VA0079502101","VA0079502:VA0079502101","VA0079502101"
"VA0079502:VA0079502102","coneyance","water_transfer","From VA0079502 to VA0079502102","VA0079502:VA0079502102","VA0079502102"
"VA0079863:VA0079863001","coneyance","water_transfer","From VA0079863 to VA0079863001","VA0079863:VA0079863001","VA0079863001"
"VA0079928:VA0079928002","coneyance","water_transfer","From VA0079928 to VA0079928002","VA0079928:VA0079928002","VA0079928002"
"VA0079928:VA0079928003","coneyance","water_transfer","From VA0079928 to VA0079928003","VA0079928:VA0079928003","VA0079928003"
"VA0079928:VA0079928007","coneyance","water_transfer","From VA0079928 to VA0079928007","VA0079928:VA0079928007","VA0079928007"
"VA0079928:VA0079928045","coneyance","water_transfer","From VA0079928 to VA0079928045","VA0079928:VA0079928045","VA0079928045"
"VA0080071:VA0080071001","coneyance","water_transfer","From VA0080071 to VA0080071001","VA0080071:VA0080071001","VA0080071001"
"VA0080080:VA0080080001","coneyance","water_transfer","From VA0080080 to VA0080080001","VA0080080:VA0080080001","VA0080080001"
"VA0080179:VA0080179001","coneyance","water_transfer","From VA0080179 to VA0080179001","VA0080179:VA0080179001","VA0080179001"
"VA0080179:VA0080179002","coneyance","water_transfer","From VA0080179 to VA0080179002","VA0080179:VA0080179002","VA0080179002"
"VA0080179:VA0080179003","coneyance","water_transfer","From VA0080179 to VA0080179003","VA0080179:VA0080179003","VA0080179003"
"VA0080233:VA0080233001","coneyance","water_transfer","From VA0080233 to VA0080233001","VA0080233:VA0080233001","VA0080233001"
"VA0080241:VA0080241002","coneyance","water_transfer","From VA0080241 to VA0080241002","VA0080241:VA0080241002","VA0080241002"
"VA0080241:VA0080241003","coneyance","water_transfer","From VA0080241 to VA0080241003","VA0080241:VA0080241003","VA0080241003"
"VA0080241:VA0080241004","coneyance","water_transfer","From VA0080241 to VA0080241004","VA0080241:VA0080241004","VA0080241004"
"VA0080390:VA0080390001","coneyance","water_transfer","From VA0080390 to VA0080390001","VA0080390:VA0080390001","VA0080390001"
"VA0080527:VA0080527001","coneyance","water_transfer","From VA0080527 to VA0080527001","VA0080527:VA0080527001","VA0080527001"
"VA0080535:VA0080535001","coneyance","water_transfer","From VA0080535 to VA0080535001","VA0080535:VA0080535001","VA0080535001"
