"hydrocode"	"varkey"	"propname"	"propvalue"	"proptext"	"propcode"	"startdate"	"enddate"
"echo_VAG110064"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS"	""	""
"echo_VAG114034"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAN010008"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0001961"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0020451"	"reachcode_rad"	"reachcode_rad"	""	""	"MERCURY | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAL020451"	"reachcode_rad"	"reachcode_rad"	""	""	"MERCURY | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAN040105"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAL091707"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0086681"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0091707"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAR140069"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0091979"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001613"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0001015"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES | TURBIDITY"	""	""
"echo_VA0087106"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0087092"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0088765"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAU001600"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR130015"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0063657"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0082546"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0088684"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001658"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0089303"	"reachcode_rad"	"reachcode_rad"	""	""	"NOXIOUS AQUATIC PLANTS | ORGANIC ENRICHMENT/OXYGEN DEPLETION"	""	""
"echo_VAU001687"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001671"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR050577"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0083054"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0092070"	"reachcode_rad"	"reachcode_rad"	""	""	"MERCURY"	""	""
"echo_VAR150067"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VAR050901"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VA0000370"	"reachcode_rad"	"reachcode_rad"	""	""	"POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0060798"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0052337"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0002160"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VAN010050"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VA0001678"	"reachcode_rad"	"reachcode_rad"	""	""	"MERCURY | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0089958"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAU001634"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0089486"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0005819"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0020249"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0020257"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAN010023"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS_PATHOGENS"	""	""
"echo_VA0060968"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS_PATHOGENS"	""	""
"echo_VAL060968"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS_PATHOGENS"	""	""
"echo_VAR050690"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0021733"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001584"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0088579"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | TOXIC ORGANICS_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAL025143"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAN010021"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | TOXIC ORGANICS_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0025143"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | TOXIC ORGANICS_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAU001754"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001579"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAR101072"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0088692"	"reachcode_rad"	"reachcode_rad"	""	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0092631"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0024899"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_NA"	""	""
"echo_VAL024899"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_NA"	""	""
"echo_VAU001551"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001555"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0004189"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | DIOXINS | ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0059056"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0087700"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0092797"	"reachcode_rad"	"reachcode_rad"	""	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION"	""	""
"echo_VAU001621"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAN010092"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | PATHOGENS"	""	""
"echo_VAL022306"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAL022349"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS"	""	""
"echo_VAL022322"	"reachcode_rad"	"reachcode_rad"	""	""	"NA_NA"	""	""
"echo_VAL062481"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VAU001858"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR160060"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0090433"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | NUTRIENTS | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0090395"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0058424"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0091855"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU000028"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU000036"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0004383"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | DIOXINS | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0003387"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0058254"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0003654"	"reachcode_rad"	"reachcode_rad"	""	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAN010016"	"reachcode_rad"	"reachcode_rad"	""	""	"NA_NA"	""	""
"echo_VA0022802"	"reachcode_rad"	"reachcode_rad"	""	""	"NA_NA"	""	""
"echo_VA0086665"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0089583"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0087173"	"reachcode_rad"	"reachcode_rad"	""	""	"NOXIOUS AQUATIC PLANTS | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS"	""	""
"echo_VA0090573"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0077763"	"reachcode_rad"	"reachcode_rad"	""	""	"NA_NA"	""	""
"echo_VAN030133"	"reachcode_rad"	"reachcode_rad"	""	""	"NA_NA"	""	""
"echo_VA0020656"	"reachcode_rad"	"reachcode_rad"	""	""	"POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAR106141"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR10C662"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR10C640"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR10D417"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001676"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0020818"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0020826"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0020851"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0063738"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0020842"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0020869"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAL022390"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""
"echo_VA0022390"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""
"echo_WV0021687"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0064009"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0029084"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAR100767"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAR10C817"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""
"echo_VAR100895"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""
"echo_VA0061042"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0061301"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU000031"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0058599"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAN010040"	"reachcode_rad"	"reachcode_rad"	""	""	"POLYCHLORINATED BIPHENYLS (PCBS)_POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0020532"	"reachcode_rad"	"reachcode_rad"	""	""	"POLYCHLORINATED BIPHENYLS (PCBS)_POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAR050974"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0091499"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_WV0090972"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0092347"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0024406"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS | TEMPERATURE"	""	""
"echo_VA0020940"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""
"echo_VAL020940"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""
"echo_VA0092894"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001587"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0087645"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0055832"	"reachcode_rad"	"reachcode_rad"	""	""	"ALGAL GROWTH | CAUSE UNKNOWN - IMPAIRED BIOTA | ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0088986"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0088978"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0027481"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0060844"	"reachcode_rad"	"reachcode_rad"	""	""	"NA_CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""
"echo_VA0005827"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""
"echo_VAL025194"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0025194"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""
"echo_VA0067661"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0052302"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0092665"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_NCG210111"	"reachcode_rad"	"reachcode_rad"	""	""	"MERCURY | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAU001677"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0088943"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | PATHOGENS"	""	""
"echo_VA0029556"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0089052"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAU001588"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT"	""	""
"echo_VAL025054"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT_CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT"	""	""
"echo_VA0025054"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT_CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT"	""	""
"echo_VA0032123"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0004791"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_WV1020609"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0091162"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAU001539"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0065358"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAN020111"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VA0088749"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS_PATHOGENS"	""	""
"echo_VA0020737"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0085171"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | TEMPERATURE_PATHOGENS | TEMPERATURE"	""	""
"echo_VAN010107"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS | TEMPERATURE_PATHOGENS | TEMPERATURE"	""	""
"echo_VAU001562"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0026247"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0026417"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VAL026417"	"reachcode_rad"	"reachcode_rad"	""	""	"MERCURY"	""	""
"echo_VAU001729"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0023892"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0060275"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0089184"	"reachcode_rad"	"reachcode_rad"	""	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAR100798"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VA0031194"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0051420"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
"echo_VAL091383"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)_CAUSE UNKNOWN - IMPAIRED BIOTA | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VA0091383"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)_CAUSE UNKNOWN - IMPAIRED BIOTA | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VAN010017"	"reachcode_rad"	"reachcode_rad"	""	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""
"echo_VALX90263"	"reachcode_rad"	"reachcode_rad"	""	""	"NA"	""	""
"echo_VA0022250"	"reachcode_rad"	"reachcode_rad"	""	""	"PATHOGENS"	""	""
