"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_geofield"	"dh_link_facility_mps"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215016"	"inactive"	"POINT (-76.2940760003296 36.8238319998542)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215017"	"inactive"	"POINT (-76.2931619995623 36.8241629998734)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215018"	"inactive"	"POINT (-76.2929649999188 36.824185000191)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215019"	"inactive"	"POINT (-76.2923020001199 36.8242309998543)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215020"	"inactive"	"POINT (-76.2922729998076 36.8240859997903)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215021"	"inactive"	"POINT (-76.2920820000119 36.8234669998938)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215022"	"inactive"	"POINT (-76.2919049995616 36.8227800002521)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215023"	"inactive"	"POINT (-76.29212100037 36.822642000001)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215025"	"inactive"	"POINT (-76.2923180000135 36.8226169998872)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215026"	"inactive"	"POINT (-76.2925489999921 36.8224250000928)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215027"	"inactive"	"POINT (-76.2929890002082 36.822395000014)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215028"	"inactive"	"POINT (-76.2931089998588 36.8220149999156)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215029"	"inactive"	"POINT (-76.2921520003321 36.8219509997739)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215030"	"inactive"	"POINT (-76.2919640000111 36.8219680000864)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215031"	"inactive"	"POINT (-76.2919120001326 36.8213920001263)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215032"	"inactive"	"POINT (-76.2919430000947 36.8210400001337)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215033"	"inactive"	"POINT (-76.2919809997296 36.8206240001473)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215034"	"inactive"	"POINT (-76.2924040002272 36.8203199999441)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215035"	"inactive"	"POINT (-76.2923289998841 36.8201409996736)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215036"	"inactive"	"POINT (-76.2923289998841 36.8201260002666)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215037"	"inactive"	"POINT (-76.2922700003329 36.8195340002794)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215038"	"inactive"	"POINT (-76.2923530001736 36.8193229998707)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215039"	"inactive"	"POINT (-76.2923559996483 36.8192800003363)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215040"	"active"	"POINT (-76.2930479997594 36.818603000068)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215041"	"inactive"	"POINT (-76.2934379997468 36.8179399997968)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215042"	"inactive"	"POINT (-76.293872000115 36.817519000007)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215043"	"inactive"	"POINT (-76.2935130000898 36.8167470000745)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215044"	"inactive"	"POINT (-76.2935599999455 36.8166749999893)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215045"	"inactive"	"POINT (-76.2940639997357 36.8159910001177)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215046"	"inactive"	"POINT (-76.2943509997909 36.8156500000424)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215048"	"inactive"	"POINT (-76.2945769997467 36.8156269997928)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215049"	"inactive"	"POINT (-76.2951809999942 36.8159329999211)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215050"	"inactive"	"POINT (-76.2957440002339 36.8162040003388)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215051"	"inactive"	"POINT (-76.2960839999926 36.8163729998933)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215052"	"inactive"	"POINT (-76.296216000237 36.816432000101)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215053"	"inactive"	"POINT (-76.2964070000327 36.8165299999919)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215054"	"inactive"	"POINT (-76.2967869999744 36.8167260001165)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215055"	"inactive"	"POINT (-76.2971819999846 36.8169199997824)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215056"	"active"	"POINT (-76.2974699998646 36.8170150001956)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215057"	"inactive"	"POINT (-76.2979250001493 36.8163829997489)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215058"	"inactive"	"POINT (-76.2982409996185 36.816004999985)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215059"	"inactive"	"POINT (-76.298084000158 36.8158569998201)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215060"	"inactive"	"POINT (-76.2976849999498 36.815640000091)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215061"	"inactive"	"POINT (-76.2972649998252 36.8154420000667)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215062"	"inactive"	"POINT (-76.2965740004373 36.8150980000559)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215063"	"inactive"	"POINT (-76.2961879997496 36.8148949996838)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215064"	"inactive"	"POINT (-76.2956029997686 36.8146100002652)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215065"	"inactive"	"POINT (-76.2954449995849 36.8145240001919)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215066"	"inactive"	"POINT (-76.295002999719 36.8143010002038)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215067"	"inactive"	"POINT (-76.2953719997899 36.8137579996577)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215068"	"inactive"	"POINT (-76.2957030002261 36.8139190001565)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215069"	"inactive"	"POINT (-76.2960549996803 36.8140950001892)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215070"	"inactive"	"POINT (-76.2964809996526 36.8142990001784)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215071"	"inactive"	"POINT (-76.29694299961 36.8145479997036)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215072"	"inactive"	"POINT (-76.2985090003054 36.815673000285)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215073"	"inactive"	"POINT (-76.2974539999711 36.8147889998069)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215074"	"inactive"	"POINT (-76.298012000188 36.8150670003385)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215075"	"inactive"	"POINT (-76.2985150001532 36.8153080002463)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215080"	"inactive"	"POINT (-76.2991079996318 36.8148920000285)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215081"	"inactive"	"POINT (-76.2994859999236 36.814371000341)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215082"	"inactive"	"POINT (-76.2995589997185 36.8141120000892)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215083"	"inactive"	"POINT (-76.2993410001586 36.814001000124)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215084"	"inactive"	"POINT (-76.2991650004315 36.8139110000146)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215085"	"inactive"	"POINT (-76.298917999661 36.8137929999826)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215086"	"inactive"	"POINT (-76.29847699962 36.8135530000022)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215087"	"inactive"	"POINT (-76.2982520003875 36.8134549998958)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215088"	"inactive"	"POINT (-76.2978940001872 36.8132760001114)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215089"	"inactive"	"POINT (-76.2974969996288 36.8130880000117)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215090"	"inactive"	"POINT (-76.2971739995886 36.8129040002934)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215091"	"inactive"	"POINT (-76.2962739999634 36.8121400001722)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215092"	"inactive"	"POINT (-76.2957120004469 36.8120610001351)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215093"	"inactive"	"POINT (-76.2951819998191 36.8119860001883)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215094"	"inactive"	"POINT (-76.294782999611 36.8119329996926)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215095"	"inactive"	"POINT (-76.2944339996315 36.8118840000565)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215096"	"inactive"	"POINT (-76.2940319999486 36.8118369997597)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215097"	"inactive"	"POINT (-76.2936210000449 36.8117780003255)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215098"	"inactive"	"POINT (-76.2932589996466 36.811728999871)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215099"	"inactive"	"POINT (-76.2925780003045 36.8116430001571)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215100"	"active"	"POINT (-76.2921780002714 36.8112170003501)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215102"	"inactive"	"POINT (-76.2994220003495 36.8086790000315)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215103"	"active"	"POINT (-76.2935580002957 36.8107589998888)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215104"	"inactive"	"POINT (-76.2946810004021 36.8236230002909)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215105"	"inactive"	"POINT (-76.294570000074 36.8236600002001)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215106"	"inactive"	"POINT (-76.2993910003873 36.8145140000934)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215107"	"inactive"	"POINT (-76.2994059995576 36.8144870001808)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215108"	"inactive"	"POINT (-76.2994480002888 36.8144649999519)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215109"	"inactive"	"POINT (-76.2994730004031 36.8144210001943)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215110"	"inactive"	"POINT (-76.2934000001119 36.8169069997015)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215111"	"inactive"	"POINT (-76.29369200019 36.8164910002632)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215112"	"inactive"	"POINT (-76.2939590001537 36.8161569998176)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215113"	"inactive"	"POINT (-76.294093000048 36.8159750002662)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215200"	"active"	"POINT (-76.2925420003195 36.8196930002508)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215400"	"active"	"POINT (-76.2938949996813 36.8176409999248)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215401"	"active"	"POINT (-76.2987029995759 36.8192529999474)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215500"	"active"	"POINT (-76.2965529996226 36.8121749997984)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215600"	"inactive"	"POINT (-76.3062949998085 36.8031569999493)"	"echo_VA0005215"
"transfer"	"FROM VA0005215"	"outfall"	"echo_VA0005215940"	"inactive"	"POINT (-76.2930650003762 36.8185710000154)"	"echo_VA0005215"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266001"	"inactive"	"POINT (-76.0413890000608 36.7874999999912)"	"echo_VA0005266"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266002"	"inactive"	"POINT (-76.0458329999073 36.8302779997884)"	"echo_VA0005266"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266003"	"inactive"	"POINT (-76.0511019999343 36.8203929997695)"	"echo_VA0005266"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266004"	"inactive"	"POINT (-76.0608370004475 36.8025009997789)"	"echo_VA0005266"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266005"	"inactive"	"POINT (-76.0847222219937 36.7858333330016)"	"echo_VA0005266"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266006"	"inactive"	"POINT (-76.012503999985 36.8333320001039)"	"echo_VA0005266"
"transfer"	"FROM VA0005266"	"outfall"	"echo_VA0005266007"	"inactive"	"POINT (-76.0569440002468 36.8061109997436)"	"echo_VA0005266"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291001"	"active"	"POINT (-77.2702777779842 37.2983333331603)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291002"	"active"	"POINT (-77.2747222224968 37.2972222220251)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291003"	"active"	"POINT (-77.2722222218408 37.3100000000868)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291101"	"active"	"POINT (-77.2702777779842 37.2983333331603)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291301"	"active"	"POINT (-77.2702777779842 37.2983333331603)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291401"	"active"	"POINT (-77.2711111109373 37.2980555554861)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291904"	"inactive"	"POINT (-77.2666666664247 37.3061111109634)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291905"	"inactive"	"POINT (-77.2675000002761 37.3069444445393)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291906"	"inactive"	"POINT (-77.2686111111797 37.3077777774539)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291907"	"inactive"	"POINT (-77.2727777777418 37.307499999651)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291908"	"inactive"	"POINT (-77.2711111109373 37.2972222220251)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291909"	"inactive"	"POINT (-77.2694444441327 37.2983333331603)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291910"	"inactive"	"POINT (-77.2680555552787 37.2969444445352)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291911"	"inactive"	"POINT (-77.2661110000309 37.3055560000331)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291998"	"inactive"	"POINT (-77.2702777779842 37.2983333331603)"	"echo_VA0005291"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291999"	"inactive"	"POINT (-77.2702777779842 37.2983333331603)"	"echo_VA0005291"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312001"	"active"	"POINT (-77.2790569997811 37.3361089998968)"	"echo_VA0005312"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312002"	"active"	"POINT (-77.2837040000172 37.3357960002061)"	"echo_VA0005312"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312101"	"inactive"	"POINT (-77.2786829996873 37.3337060002203)"	"echo_VA0005312"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312202"	"active"	"POINT (-77.2836579999865 37.3358210002316)"	"echo_VA0005312"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312203"	"inactive"	"POINT (-77.2819819996862 37.3332540001474)"	"echo_VA0005312"
"transfer"	"FROM VA0005657"	"outfall"	"echo_VA0005657001"	"active"	"POINT (-76.3169444448567 36.9988888887287)"	"echo_VA0005657"
"transfer"	"FROM VA0005657"	"outfall"	"echo_VA0005657002"	"active"	"POINT (-76.3044444442721 36.9855555557698)"	"echo_VA0005657"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720001"	"active"	"POINT (-77.4358333331585 37.4452777774261)"	"echo_VA0005720"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720002"	"active"	"POINT (-77.4358333331585 37.4452777774261)"	"echo_VA0005720"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720003"	"active"	"POINT (-77.4372222220125 37.4449999998756)"	"echo_VA0005720"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720004"	"active"	"POINT (-77.4372222220125 37.4449999998756)"	"echo_VA0005720"
"transfer"	"FROM VA0005819"	"outfall"	"echo_VA0005819004"	"active"	"POINT (-77.5177777773433 37.2216666669712)"	"echo_VA0005819"
"transfer"	"FROM VA0005819"	"outfall"	"echo_VA0005819005"	"active"	"POINT (-77.5219444448038 37.2241666666004)"	"echo_VA0005819"
"transfer"	"FROM VA0005819"	"outfall"	"echo_VA0005819101"	"active"	"POINT (-77.5177777773433 37.2216666669712)"	"echo_VA0005819"
"transfer"	"FROM VA0005835"	"outfall"	"echo_VA0005835001"	"active"	"POINT (-76.2908333336822 36.9444444443727)"	"echo_VA0005835"
"transfer"	"FROM VA0005851"	"outfall"	"echo_VA0005851001"	"active"	"POINT (-76.2916666666353 36.8333333331227)"	"echo_VA0005851"
"transfer"	"FROM VA0005851"	"outfall"	"echo_VA0005851002"	"active"	"POINT (-76.2961111111478 36.9694444443819)"	"echo_VA0005851"
"transfer"	"FROM VA0005851"	"outfall"	"echo_VA0005851003"	"active"	"POINT (-76.2916666666353 36.8333333331227)"	"echo_VA0005851"
"transfer"	"FROM VA0005860"	"outfall"	"echo_VA0005860001"	"active"	"POINT (-76.3087789996726 36.8613190001415)"	"echo_VA0005860"
"transfer"	"FROM VA0005860"	"outfall"	"echo_VA0005860002"	"active"	"POINT (-76.3176389997765 36.8553270001061)"	"echo_VA0005860"
"transfer"	"FROM VA0005860"	"outfall"	"echo_VA0005860003"	"active"	"POINT (-76.3095799995636 36.8617820000172)"	"echo_VA0005860"
"transfer"	"FROM VA0005975"	"outfall"	"echo_VA0005975002"	"active"	"POINT (-76.4641666669781 37.136111110867)"	"echo_VA0005975"
"transfer"	"FROM VA0005975"	"outfall"	"echo_VA0005975003"	"inactive"	"POINT (-76.462777778124 37.137222222116)"	"echo_VA0005975"
"transfer"	"FROM VA0005975"	"outfall"	"echo_VA0005975004"	"inactive"	"POINT (-76.4602777774681 37.1358333331906)"	"echo_VA0005975"
"transfer"	"FROM VA0005975"	"outfall"	"echo_VA0005975005"	"inactive"	"POINT (-76.4641666669781 37.1358333331906)"	"echo_VA0005975"
"transfer"	"FROM VA0005975"	"outfall"	"echo_VA0005975006"	"inactive"	"POINT (-76.4641666669781 37.1358333331906)"	"echo_VA0005975"
"transfer"	"FROM VA0005975"	"outfall"	"echo_VA0005975007"	"active"	"POINT (-76.4641666669781 37.1358333331906)"	"echo_VA0005975"
"transfer"	"FROM VA0006076"	"outfall"	"echo_VA0006076001"	"active"	"POINT (-79.8380555558293 37.848055555767)"	"echo_VA0006076"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203001"	"active"	"POINT (-76.1133333329258 36.9647222225645)"	"echo_VA0006203"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203002"	"active"	"POINT (-76.4722222221518 37.0974999998342)"	"echo_VA0006203"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203003"	"active"	"POINT (-76.1127777779232 36.966388888592)"	"echo_VA0006203"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203004"	"active"	"POINT (-76.1069444445566 36.9805555555581)"	"echo_VA0006203"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203005"	"active"	"POINT (-76.0777777777235 37.0361111109098)"	"echo_VA0006203"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203006"	"active"	"POINT (-76.0630555553317 37.0458333332099)"	"echo_VA0006203"
"transfer"	"FROM VA0006254"	"outfall"	"echo_VA0006254001"	"active"	"POINT (-77.6444444446046 37.4113888890202)"	"echo_VA0006254"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408001"	"active"	"POINT (-78.9013888889503 37.5130555558373)"	"echo_VA0006408"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408002"	"active"	"POINT (-78.9205555558547 37.5091666665054)"	"echo_VA0006408"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408003"	"inactive"	"POINT (-78.9150000004385 37.5049999999682)"	"echo_VA0006408"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408004"	"inactive"	"POINT (-78.9027777778043 37.5119444442036)"	"echo_VA0006408"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408005"	"inactive"	"POINT (-78.9000000000962 37.5144444443851)"	"echo_VA0006408"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408301"	"active"	"POINT (-78.9150000004385 37.5049999999682)"	"echo_VA0006408"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408900"	"inactive"	"POINT (-78.9041666666584 37.5208333336565)"	"echo_VA0006408"
"transfer"	"FROM VA0006483"	"outfall"	"echo_VA0006483001"	"inactive"	"POINT (-77.5230555557073 36.6952777777056)"	"echo_VA0006483"
"transfer"	"FROM VA0006483"	"outfall"	"echo_VA0006483002"	"inactive"	"POINT (-77.5241666666109 36.696111110908)"	"echo_VA0006483"
"transfer"	"FROM VA0006483"	"outfall"	"echo_VA0006483101"	"active"	"POINT (-77.5239400001052 36.6919710000245)"	"echo_VA0006483"
"transfer"	"FROM VA0020168"	"outfall"	"echo_VA0020168001"	"active"	"POINT (-78.5486111110414 36.6208333333855)"	"echo_VA0020168"
"transfer"	"FROM VA0020176"	"outfall"	"echo_VA0020176001"	"active"	"POINT (-78.237499999652 36.9949999996801)"	"echo_VA0020176"
"transfer"	"FROM VA0020184"	"outfall"	"echo_VA0020184001"	"active"	"POINT (-78.2161111109405 36.9949999996801)"	"echo_VA0020184"
"transfer"	"FROM VA0020222"	"outfall"	"echo_VA0020222001"	"active"	"POINT (-77.7691666671108 37.3858333336718)"	"echo_VA0020222"
"transfer"	"FROM VA0020249"	"outfall"	"echo_VA0020249001"	"active"	"POINT (-78.8511111113561 37.3277777780889)"	"echo_VA0020249"
"transfer"	"FROM VA0020257"	"outfall"	"echo_VA0020257001"	"active"	"POINT (-78.8161111111564 37.3544444445306)"	"echo_VA0020257"
"transfer"	"FROM VA0020281"	"outfall"	"echo_VA0020281001"	"active"	"POINT (-81.0622222217824 36.9383333333358)"	"echo_VA0020281"
"transfer"	"FROM VA0020303"	"outfall"	"echo_VA0020303001"	"active"	"POINT (-78.1238888888764 37.1883333334527)"	"echo_VA0020303"
"transfer"	"FROM VA0020311"	"outfall"	"echo_VA0020311001"	"active"	"POINT (-78.35695999992 38.975859000311)"	"echo_VA0020311"
"transfer"	"FROM VA0020320"	"outfall"	"echo_VA0020320001"	"active"	"POINT (-78.9091666670719 36.7686111110592)"	"echo_VA0020320"
"transfer"	"FROM VA0020346"	"outfall"	"echo_VA0020346001"	"active"	"POINT (-77.5266666663685 36.6786111109369)"	"echo_VA0020346"
"transfer"	"FROM VA0020354"	"outfall"	"echo_VA0020354001"	"active"	"POINT (-77.8366666668544 36.7455555555179)"	"echo_VA0020354"
"transfer"	"FROM VA0020362"	"outfall"	"echo_VA0020362001"	"active"	"POINT (-78.8808333331919 36.6944444441139)"	"echo_VA0020362"
"transfer"	"FROM VA0020451"	"outfall"	"echo_VA0020451001"	"active"	"POINT (-79.2713888890086 37.1130555556567)"	"echo_VA0020451"
"transfer"	"FROM VA0020460"	"outfall"	"echo_VA0020460001"	"active"	"POINT (-77.6936388890004 38.7383611113507)"	"echo_VA0020460"
"transfer"	"FROM VA0020508"	"outfall"	"echo_VA0020508001"	"active"	"POINT (-78.5580555559675 38.8202777774884)"	"echo_VA0020508"
"transfer"	"FROM VA0020524"	"outfall"	"echo_VA0020524001"	"active"	"POINT (-79.3783333334645 36.8061111112277)"	"echo_VA0020524"
"transfer"	"FROM VA0020524"	"outfall"	"echo_VA0020524SO1"	"inactive"	"POINT (-79.3791666664176 36.8055555555022)"	"echo_VA0020524"
"transfer"	"FROM VA0020524"	"outfall"	"echo_VA0020524SP1"	"inactive"	"POINT (-79.3791666664176 36.8055555555022)"	"echo_VA0020524"
"transfer"	"FROM VA0020532"	"outfall"	"echo_VA0020532001"	"active"	"POINT (-77.9072222222565 39.1063888888113)"	"echo_VA0020532"
